|TABLE_SCHEMA|TABLE_NAME|COLUMN_NAME|ORDINAL_POSITION|DATA_TYPE
84|Person|Address|ModifiedDate|9|datetime
85|Sales|SpecialOfferProduct|SpecialOfferID|1|int
86|Sales|SpecialOfferProduct|ProductID|2|int
87|Sales|SpecialOfferProduct|rowguid|3|uniqueidentifier
88|Sales|SpecialOfferProduct|ModifiedDate|4|datetime
89|Production|ProductModel|ProductModelID|1|int
90|Production|ProductModel|Name|2|nvarchar
91|Production|ProductModel|CatalogDescription|3|xml
92|Production|ProductModel|Instructions|4|xml
93|Production|ProductModel|rowguid|5|uniqueidentifier
94|Production|ProductModel|ModifiedDate|6|datetime
95|Person|AddressType|AddressTypeID|1|int
96|Person|AddressType|Name|2|nvarchar
97|Person|AddressType|rowguid|3|uniqueidentifier
98|Person|AddressType|ModifiedDate|4|datetime
99|Person|StateProvince|StateProvinceID|1|int
100|Person|StateProvince|StateProvinceCode|2|nchar
101|Person|StateProvince|CountryRegionCode|3|nvarchar
102|Person|StateProvince|IsOnlyStateProvinceFlag|4|bit
103|Person|StateProvince|Name|5|nvarchar
104|Person|StateProvince|TerritoryID|6|int
105|Person|StateProvince|rowguid|7|uniqueidentifier
106|Person|StateProvince|ModifiedDate|8|datetime
107|Production|ProductModelIllustration|ProductModelID|1|int
108|Production|ProductModelIllustration|IllustrationID|2|int
109|Production|ProductModelIllustration|ModifiedDate|3|datetime
110|dbo|AWBuildVersion|SystemInformationID|1|tinyint
111|dbo|AWBuildVersion|Database Version|2|nvarchar
112|dbo|AWBuildVersion|VersionDate|3|datetime
113|dbo|AWBuildVersion|ModifiedDate|4|datetime
114|Production|ProductModelProductDescriptionCulture|ProductModelID|1|int
115|Production|ProductModelProductDescriptionCulture|ProductDescriptionID|2|int
116|Production|ProductModelProductDescriptionCulture|CultureID|3|nchar
117|Production|ProductModelProductDescriptionCulture|ModifiedDate|4|datetime
118|Production|BillOfMaterials|BillOfMaterialsID|1|int
119|Production|BillOfMaterials|ProductAssemblyID|2|int
120|Production|BillOfMaterials|ComponentID|3|int
121|Production|BillOfMaterials|StartDate|4|datetime
122|Production|BillOfMaterials|EndDate|5|datetime
123|Production|BillOfMaterials|UnitMeasureCode|6|nchar
124|Production|BillOfMaterials|BOMLevel|7|smallint
125|Production|BillOfMaterials|PerAssemblyQty|8|decimal
126|Production|BillOfMaterials|ModifiedDate|9|datetime
127|Sales|Store|BusinessEntityID|1|int
128|Sales|Store|Name|2|nvarchar
129|Sales|Store|SalesPersonID|3|int
130|Sales|Store|Demographics|4|xml
131|Sales|Store|rowguid|5|uniqueidentifier
132|Sales|Store|ModifiedDate|6|datetime
133|Production|ProductPhoto|ProductPhotoID|1|int
134|Production|ProductPhoto|ThumbNailPhoto|2|varbinary
135|Production|ProductPhoto|ThumbnailPhotoFileName|3|nvarchar
136|Production|ProductPhoto|LargePhoto|4|varbinary
137|Production|ProductPhoto|LargePhotoFileName|5|nvarchar
138|Production|ProductPhoto|ModifiedDate|6|datetime
139|Production|ProductProductPhoto|ProductID|1|int
140|Production|ProductProductPhoto|ProductPhotoID|2|int
141|Production|ProductProductPhoto|Primary|3|bit
142|Production|ProductProductPhoto|ModifiedDate|4|datetime
143|Production|TransactionHistory|TransactionID|1|int
144|Production|TransactionHistory|ProductID|2|int
145|Production|TransactionHistory|ReferenceOrderID|3|int
146|Production|TransactionHistory|ReferenceOrderLineID|4|int
147|Production|TransactionHistory|TransactionDate|5|datetime
148|Production|TransactionHistory|TransactionType|6|nchar
149|Production|TransactionHistory|Quantity|7|int
150|Production|TransactionHistory|ActualCost|8|money
151|Production|TransactionHistory|ModifiedDate|9|datetime
152|Production|ProductReview|ProductReviewID|1|int
153|Production|ProductReview|ProductID|2|int
154|Production|ProductReview|ReviewerName|3|nvarchar
155|Production|ProductReview|ReviewDate|4|datetime
156|Production|ProductReview|EmailAddress|5|nvarchar
157|Production|ProductReview|Rating|6|int
158|Production|ProductReview|Comments|7|nvarchar
159|Production|ProductReview|ModifiedDate|8|datetime
160|Person|BusinessEntity|BusinessEntityID|1|int
161|Person|BusinessEntity|rowguid|2|uniqueidentifier
162|Person|BusinessEntity|ModifiedDate|3|datetime
163|Production|TransactionHistoryArchive|TransactionID|1|int
164|Production|TransactionHistoryArchive|ProductID|2|int
165|Production|TransactionHistoryArchive|ReferenceOrderID|3|int
166|Production|TransactionHistoryArchive|ReferenceOrderLineID|4|int
167|Production|TransactionHistoryArchive|TransactionDate|5|datetime
168|Production|TransactionHistoryArchive|TransactionType|6|nchar
169|Production|TransactionHistoryArchive|Quantity|7|int
170|Production|TransactionHistoryArchive|ActualCost|8|money
171|Production|TransactionHistoryArchive|ModifiedDate|9|datetime
172|Production|ProductSubcategory|ProductSubcategoryID|1|int
173|Production|ProductSubcategory|ProductCategoryID|2|int
174|Production|ProductSubcategory|Name|3|nvarchar
175|Production|ProductSubcategory|rowguid|4|uniqueidentifier
176|Production|ProductSubcategory|ModifiedDate|5|datetime
177|Person|BusinessEntityAddress|BusinessEntityID|1|int
178|Person|BusinessEntityAddress|AddressID|2|int
179|Person|BusinessEntityAddress|AddressTypeID|3|int
180|Person|BusinessEntityAddress|rowguid|4|uniqueidentifier
181|Person|BusinessEntityAddress|ModifiedDate|5|datetime
182|Purchasing|ProductVendor|ProductID|1|int
183|Purchasing|ProductVendor|BusinessEntityID|2|int
184|Purchasing|ProductVendor|AverageLeadTime|3|int
185|Purchasing|ProductVendor|StandardPrice|4|money
186|Purchasing|ProductVendor|LastReceiptCost|5|money
187|Purchasing|ProductVendor|LastReceiptDate|6|datetime
188|Purchasing|ProductVendor|MinOrderQty|7|int
189|Purchasing|ProductVendor|MaxOrderQty|8|int
190|Purchasing|ProductVendor|OnOrderQty|9|int
191|Purchasing|ProductVendor|UnitMeasureCode|10|nchar
192|Purchasing|ProductVendor|ModifiedDate|11|datetime
193|Person|BusinessEntityContact|BusinessEntityID|1|int
194|Person|BusinessEntityContact|PersonID|2|int
195|Person|BusinessEntityContact|ContactTypeID|3|int
196|Person|BusinessEntityContact|rowguid|4|uniqueidentifier
197|Person|BusinessEntityContact|ModifiedDate|5|datetime
198|Production|UnitMeasure|UnitMeasureCode|1|nchar
199|Production|UnitMeasure|Name|2|nvarchar
200|Production|UnitMeasure|ModifiedDate|3|datetime
201|Purchasing|Vendor|BusinessEntityID|1|int
202|Purchasing|Vendor|AccountNumber|2|nvarchar
203|Purchasing|Vendor|Name|3|nvarchar
204|Purchasing|Vendor|CreditRating|4|tinyint
205|Purchasing|Vendor|PreferredVendorStatus|5|bit
206|Purchasing|Vendor|ActiveFlag|6|bit
207|Purchasing|Vendor|PurchasingWebServiceURL|7|nvarchar
208|Purchasing|Vendor|ModifiedDate|8|datetime
209|Person|ContactType|ContactTypeID|1|int
210|Person|ContactType|Name|2|nvarchar
211|Person|ContactType|ModifiedDate|3|datetime
212|Sales|CountryRegionCurrency|CountryRegionCode|1|nvarchar
213|Sales|CountryRegionCurrency|CurrencyCode|2|nchar
214|Sales|CountryRegionCurrency|ModifiedDate|3|datetime
215|Person|CountryRegion|CountryRegionCode|1|nvarchar
216|Person|CountryRegion|Name|2|nvarchar
217|Person|CountryRegion|ModifiedDate|3|datetime
218|Production|WorkOrder|WorkOrderID|1|int
219|Production|WorkOrder|ProductID|2|int
220|Production|WorkOrder|OrderQty|3|int
221|Production|WorkOrder|StockedQty|4|int
222|Production|WorkOrder|ScrappedQty|5|smallint
223|Production|WorkOrder|StartDate|6|datetime
224|Production|WorkOrder|EndDate|7|datetime
225|Production|WorkOrder|DueDate|8|datetime
226|Production|WorkOrder|ScrapReasonID|9|smallint
227|Production|WorkOrder|ModifiedDate|10|datetime
228|Purchasing|PurchaseOrderDetail|PurchaseOrderID|1|int
229|Purchasing|PurchaseOrderDetail|PurchaseOrderDetailID|2|int
230|Purchasing|PurchaseOrderDetail|DueDate|3|datetime
231|Purchasing|PurchaseOrderDetail|OrderQty|4|smallint
232|Purchasing|PurchaseOrderDetail|ProductID|5|int
233|Purchasing|PurchaseOrderDetail|UnitPrice|6|money
234|Purchasing|PurchaseOrderDetail|LineTotal|7|money
235|Purchasing|PurchaseOrderDetail|ReceivedQty|8|decimal
236|Purchasing|PurchaseOrderDetail|RejectedQty|9|decimal
237|Purchasing|PurchaseOrderDetail|StockedQty|10|decimal
238|Purchasing|PurchaseOrderDetail|ModifiedDate|11|datetime
239|Sales|CreditCard|CreditCardID|1|int
240|Sales|CreditCard|CardType|2|nvarchar
241|Sales|CreditCard|CardNumber|3|nvarchar
242|Sales|CreditCard|ExpMonth|4|tinyint
243|Sales|CreditCard|ExpYear|5|smallint
244|Sales|CreditCard|ModifiedDate|6|datetime
245|Production|Culture|CultureID|1|nchar
246|Production|Culture|Name|2|nvarchar
247|Production|Culture|ModifiedDate|3|datetime
248|Production|WorkOrderRouting|WorkOrderID|1|int
249|Production|WorkOrderRouting|ProductID|2|int
250|Production|WorkOrderRouting|OperationSequence|3|smallint
251|Production|WorkOrderRouting|LocationID|4|smallint
252|Production|WorkOrderRouting|ScheduledStartDate|5|datetime
253|Production|WorkOrderRouting|ScheduledEndDate|6|datetime
254|Production|WorkOrderRouting|ActualStartDate|7|datetime
255|Production|WorkOrderRouting|ActualEndDate|8|datetime
256|Production|WorkOrderRouting|ActualResourceHrs|9|decimal
257|Production|WorkOrderRouting|PlannedCost|10|money
258|Production|WorkOrderRouting|ActualCost|11|money
259|Production|WorkOrderRouting|ModifiedDate|12|datetime
260|Sales|Currency|CurrencyCode|1|nchar
261|Sales|Currency|Name|2|nvarchar
262|Sales|Currency|ModifiedDate|3|datetime
263|Purchasing|PurchaseOrderHeader|PurchaseOrderID|1|int
264|Purchasing|PurchaseOrderHeader|RevisionNumber|2|tinyint
265|Purchasing|PurchaseOrderHeader|Status|3|tinyint
266|Purchasing|PurchaseOrderHeader|EmployeeID|4|int
267|Purchasing|PurchaseOrderHeader|VendorID|5|int
268|Purchasing|PurchaseOrderHeader|ShipMethodID|6|int
269|Purchasing|PurchaseOrderHeader|OrderDate|7|datetime
270|Purchasing|PurchaseOrderHeader|ShipDate|8|datetime
271|Purchasing|PurchaseOrderHeader|SubTotal|9|money
272|Purchasing|PurchaseOrderHeader|TaxAmt|10|money
273|Purchasing|PurchaseOrderHeader|Freight|11|money
274|Purchasing|PurchaseOrderHeader|TotalDue|12|money
275|Purchasing|PurchaseOrderHeader|ModifiedDate|13|datetime
276|Sales|CurrencyRate|CurrencyRateID|1|int
277|Sales|CurrencyRate|CurrencyRateDate|2|datetime
278|Sales|CurrencyRate|FromCurrencyCode|3|nchar
279|Sales|CurrencyRate|ToCurrencyCode|4|nchar
280|Sales|CurrencyRate|AverageRate|5|money
281|Sales|CurrencyRate|EndOfDayRate|6|money
282|Sales|CurrencyRate|ModifiedDate|7|datetime
283|Sales|Customer|CustomerID|1|int
284|Sales|Customer|PersonID|2|int
285|Sales|Customer|StoreID|3|int
286|Sales|Customer|TerritoryID|4|int
287|Sales|Customer|AccountNumber|5|varchar
288|Sales|Customer|rowguid|6|uniqueidentifier
289|Sales|Customer|ModifiedDate|7|datetime
290|HumanResources|Department|DepartmentID|1|smallint
291|HumanResources|Department|Name|2|nvarchar
292|HumanResources|Department|GroupName|3|nvarchar
293|HumanResources|Department|ModifiedDate|4|datetime
294|Production|Document|DocumentNode|1|hierarchyid
295|Production|Document|DocumentLevel|2|smallint
296|Production|Document|Title|3|nvarchar
297|Production|Document|Owner|4|int
298|Production|Document|FolderFlag|5|bit
299|Production|Document|FileName|6|nvarchar
300|Production|Document|FileExtension|7|nvarchar
301|Production|Document|Revision|8|nchar
302|Production|Document|ChangeNumber|9|int
303|Production|Document|Status|10|tinyint
304|Production|Document|DocumentSummary|11|nvarchar
305|Production|Document|Document|12|varbinary
306|Production|Document|rowguid|13|uniqueidentifier
307|Production|Document|ModifiedDate|14|datetime
308|Sales|SalesOrderDetail|SalesOrderID|1|int
309|Sales|SalesOrderDetail|SalesOrderDetailID|2|int
310|Sales|SalesOrderDetail|CarrierTrackingNumber|3|nvarchar
311|Sales|SalesOrderDetail|OrderQty|4|smallint
312|Sales|SalesOrderDetail|ProductID|5|int
313|Sales|SalesOrderDetail|SpecialOfferID|6|int
314|Sales|SalesOrderDetail|UnitPrice|7|money
315|Sales|SalesOrderDetail|UnitPriceDiscount|8|money
316|Sales|SalesOrderDetail|LineTotal|9|numeric
317|Sales|SalesOrderDetail|rowguid|10|uniqueidentifier
318|Sales|SalesOrderDetail|ModifiedDate|11|datetime
319|Person|EmailAddress|BusinessEntityID|1|int
320|Person|EmailAddress|EmailAddressID|2|int
321|Person|EmailAddress|EmailAddress|3|nvarchar
322|Person|EmailAddress|rowguid|4|uniqueidentifier
323|Person|EmailAddress|ModifiedDate|5|datetime
324|HumanResources|Employee|BusinessEntityID|1|int
325|HumanResources|Employee|NationalIDNumber|2|nvarchar
326|HumanResources|Employee|LoginID|3|nvarchar
327|HumanResources|Employee|OrganizationNode|4|hierarchyid
328|HumanResources|Employee|OrganizationLevel|5|smallint
329|HumanResources|Employee|JobTitle|6|nvarchar
330|HumanResources|Employee|BirthDate|7|date
331|HumanResources|Employee|MaritalStatus|8|nchar
332|HumanResources|Employee|Gender|9|nchar
333|HumanResources|Employee|HireDate|10|date
334|HumanResources|Employee|SalariedFlag|11|bit
335|HumanResources|Employee|VacationHours|12|smallint
336|HumanResources|Employee|SickLeaveHours|13|smallint
337|HumanResources|Employee|CurrentFlag|14|bit
338|HumanResources|Employee|rowguid|15|uniqueidentifier
339|HumanResources|Employee|ModifiedDate|16|datetime
340|Sales|SalesOrderHeader|SalesOrderID|1|int
341|Sales|SalesOrderHeader|RevisionNumber|2|tinyint
342|Sales|SalesOrderHeader|OrderDate|3|datetime
343|Sales|SalesOrderHeader|DueDate|4|datetime
344|Sales|SalesOrderHeader|ShipDate|5|datetime
345|Sales|SalesOrderHeader|Status|6|tinyint
346|Sales|SalesOrderHeader|OnlineOrderFlag|7|bit
347|Sales|SalesOrderHeader|SalesOrderNumber|8|nvarchar
348|Sales|SalesOrderHeader|PurchaseOrderNumber|9|nvarchar
349|Sales|SalesOrderHeader|AccountNumber|10|nvarchar
350|Sales|SalesOrderHeader|CustomerID|11|int
351|Sales|SalesOrderHeader|SalesPersonID|12|int
352|Sales|SalesOrderHeader|TerritoryID|13|int
353|Sales|SalesOrderHeader|BillToAddressID|14|int
354|Sales|SalesOrderHeader|ShipToAddressID|15|int
355|Sales|SalesOrderHeader|ShipMethodID|16|int
356|Sales|SalesOrderHeader|CreditCardID|17|int
357|Sales|SalesOrderHeader|CreditCardApprovalCode|18|varchar
358|Sales|SalesOrderHeader|CurrencyRateID|19|int
359|Sales|SalesOrderHeader|SubTotal|20|money
360|Sales|SalesOrderHeader|TaxAmt|21|money
361|Sales|SalesOrderHeader|Freight|22|money
362|Sales|SalesOrderHeader|TotalDue|23|money
363|Sales|SalesOrderHeader|Comment|24|nvarchar
364|Sales|SalesOrderHeader|rowguid|25|uniqueidentifier
365|Sales|SalesOrderHeader|ModifiedDate|26|datetime
366|HumanResources|EmployeeDepartmentHistory|BusinessEntityID|1|int
367|HumanResources|EmployeeDepartmentHistory|DepartmentID|2|smallint
368|HumanResources|EmployeeDepartmentHistory|ShiftID|3|tinyint
369|HumanResources|EmployeeDepartmentHistory|StartDate|4|date
370|HumanResources|EmployeeDepartmentHistory|EndDate|5|date
371|HumanResources|EmployeeDepartmentHistory|ModifiedDate|6|datetime
372|HumanResources|EmployeePayHistory|BusinessEntityID|1|int
373|HumanResources|EmployeePayHistory|RateChangeDate|2|datetime
374|HumanResources|EmployeePayHistory|Rate|3|money
375|HumanResources|EmployeePayHistory|PayFrequency|4|tinyint
376|HumanResources|EmployeePayHistory|ModifiedDate|5|datetime
377|Sales|SalesOrderHeaderSalesReason|SalesOrderID|1|int
378|Sales|SalesOrderHeaderSalesReason|SalesReasonID|2|int
379|Sales|SalesOrderHeaderSalesReason|ModifiedDate|3|datetime
380|Sales|SalesPerson|BusinessEntityID|1|int
381|Sales|SalesPerson|TerritoryID|2|int
382|Sales|SalesPerson|SalesQuota|3|money
383|Sales|SalesPerson|Bonus|4|money
384|Sales|SalesPerson|CommissionPct|5|smallmoney
385|Sales|SalesPerson|SalesYTD|6|money
386|Sales|SalesPerson|SalesLastYear|7|money
387|Sales|SalesPerson|rowguid|8|uniqueidentifier
388|Sales|SalesPerson|ModifiedDate|9|datetime
389|Production|Illustration|IllustrationID|1|int
390|Production|Illustration|Diagram|2|xml
391|Production|Illustration|ModifiedDate|3|datetime
392|HumanResources|JobCandidate|JobCandidateID|1|int
393|HumanResources|JobCandidate|BusinessEntityID|2|int
394|HumanResources|JobCandidate|Resume|3|xml
395|HumanResources|JobCandidate|ModifiedDate|4|datetime
396|Production|Location|LocationID|1|smallint
397|Production|Location|Name|2|nvarchar
398|Production|Location|CostRate|3|smallmoney
399|Production|Location|Availability|4|decimal
400|Production|Location|ModifiedDate|5|datetime
401|Person|Password|BusinessEntityID|1|int
402|Person|Password|PasswordHash|2|varchar
403|Person|Password|PasswordSalt|3|varchar
404|Person|Password|rowguid|4|uniqueidentifier
405|Person|Password|ModifiedDate|5|datetime
406|Sales|SalesPersonQuotaHistory|BusinessEntityID|1|int
407|Sales|SalesPersonQuotaHistory|QuotaDate|2|datetime
408|Sales|SalesPersonQuotaHistory|SalesQuota|3|money
409|Sales|SalesPersonQuotaHistory|rowguid|4|uniqueidentifier
410|Sales|SalesPersonQuotaHistory|ModifiedDate|5|datetime
411|Person|Person|BusinessEntityID|1|int
412|Person|Person|PersonType|2|nchar
413|Person|Person|NameStyle|3|bit
414|Person|Person|Title|4|nvarchar
415|Person|Person|FirstName|5|nvarchar
416|Person|Person|MiddleName|6|nvarchar
417|Person|Person|LastName|7|nvarchar
418|Person|Person|Suffix|8|nvarchar
419|Person|Person|EmailPromotion|9|int
420|Person|Person|AdditionalContactInfo|10|xml
421|Person|Person|Demographics|11|xml
422|Person|Person|rowguid|12|uniqueidentifier
423|Person|Person|ModifiedDate|13|datetime
424|Sales|SalesReason|SalesReasonID|1|int
425|Sales|SalesReason|Name|2|nvarchar
426|Sales|SalesReason|ReasonType|3|nvarchar
427|Sales|SalesReason|ModifiedDate|4|datetime
428|Sales|SalesTaxRate|SalesTaxRateID|1|int
429|Sales|SalesTaxRate|StateProvinceID|2|int
430|Sales|SalesTaxRate|TaxType|3|tinyint
431|Sales|SalesTaxRate|TaxRate|4|smallmoney
432|Sales|SalesTaxRate|Name|5|nvarchar
433|Sales|SalesTaxRate|rowguid|6|uniqueidentifier
434|Sales|SalesTaxRate|ModifiedDate|7|datetime
435|Sales|PersonCreditCard|BusinessEntityID|1|int
436|Sales|PersonCreditCard|CreditCardID|2|int
437|Sales|PersonCreditCard|ModifiedDate|3|datetime
438|Person|PersonPhone|BusinessEntityID|1|int
439|Person|PersonPhone|PhoneNumber|2|nvarchar
440|Person|PersonPhone|PhoneNumberTypeID|3|int
441|Person|PersonPhone|ModifiedDate|4|datetime
442|Sales|SalesTerritory|TerritoryID|1|int
443|Sales|SalesTerritory|Name|2|nvarchar
444|Sales|SalesTerritory|CountryRegionCode|3|nvarchar
445|Sales|SalesTerritory|Group|4|nvarchar
446|Sales|SalesTerritory|SalesYTD|5|money
447|Sales|SalesTerritory|SalesLastYear|6|money
448|Sales|SalesTerritory|CostYTD|7|money
449|Sales|SalesTerritory|CostLastYear|8|money
450|Sales|SalesTerritory|rowguid|9|uniqueidentifier
451|Sales|SalesTerritory|ModifiedDate|10|datetime
452|Person|PhoneNumberType|PhoneNumberTypeID|1|int
453|Person|PhoneNumberType|Name|2|nvarchar
454|Person|PhoneNumberType|ModifiedDate|3|datetime
455|Production|Product|ProductID|1|int
456|Production|Product|Name|2|nvarchar
457|Production|Product|ProductNumber|3|nvarchar
458|Production|Product|MakeFlag|4|bit
459|Production|Product|FinishedGoodsFlag|5|bit
460|Production|Product|Color|6|nvarchar
461|Production|Product|SafetyStockLevel|7|smallint
462|Production|Product|ReorderPoint|8|smallint
463|Production|Product|StandardCost|9|money
464|Production|Product|ListPrice|10|money
465|Production|Product|Size|11|nvarchar
466|Production|Product|SizeUnitMeasureCode|12|nchar
467|Production|Product|WeightUnitMeasureCode|13|nchar
468|Production|Product|Weight|14|decimal
469|Production|Product|DaysToManufacture|15|int
470|Production|Product|ProductLine|16|nchar
471|Production|Product|Class|17|nchar
472|Production|Product|Style|18|nchar
473|Production|Product|ProductSubcategoryID|19|int
474|Production|Product|ProductModelID|20|int
475|Production|Product|SellStartDate|21|datetime
476|Production|Product|SellEndDate|22|datetime
477|Production|Product|DiscontinuedDate|23|datetime
478|Production|Product|rowguid|24|uniqueidentifier
479|Production|Product|ModifiedDate|25|datetime
480|Sales|SalesTerritoryHistory|BusinessEntityID|1|int
481|Sales|SalesTerritoryHistory|TerritoryID|2|int
482|Sales|SalesTerritoryHistory|StartDate|3|datetime
483|Sales|SalesTerritoryHistory|EndDate|4|datetime
484|Sales|SalesTerritoryHistory|rowguid|5|uniqueidentifier
485|Sales|SalesTerritoryHistory|ModifiedDate|6|datetime
