|TABLE_SCHEMA|TABLE_NAME|COLUMN_NAME|ORDINAL_POSITION|DATA_TYPE
129|Sales|Store|SalesPersonID|3|int
130|Sales|Store|Demographics|4|xml
131|Sales|Store|rowguid|5|uniqueidentifier
132|Sales|Store|ModifiedDate|6|datetime
133|Production|ProductPhoto|ProductPhotoID|1|int
134|Production|ProductPhoto|ThumbNailPhoto|2|varbinary
135|Production|ProductPhoto|ThumbnailPhotoFileName|3|nvarchar
136|Production|ProductPhoto|LargePhoto|4|varbinary
137|Production|ProductPhoto|LargePhotoFileName|5|nvarchar
138|Production|ProductPhoto|ModifiedDate|6|datetime
139|Production|ProductProductPhoto|ProductID|1|int
140|Production|ProductProductPhoto|ProductPhotoID|2|int
141|Production|ProductProductPhoto|Primary|3|bit
142|Production|ProductProductPhoto|ModifiedDate|4|datetime
143|Production|TransactionHistory|TransactionID|1|int
144|Production|TransactionHistory|ProductID|2|int
145|Production|TransactionHistory|ReferenceOrderID|3|int
146|Production|TransactionHistory|ReferenceOrderLineID|4|int
147|Production|TransactionHistory|TransactionDate|5|datetime
148|Production|TransactionHistory|TransactionType|6|nchar
149|Production|TransactionHistory|Quantity|7|int
150|Production|TransactionHistory|ActualCost|8|money
151|Production|TransactionHistory|ModifiedDate|9|datetime
152|Production|ProductReview|ProductReviewID|1|int
153|Production|ProductReview|ProductID|2|int
154|Production|ProductReview|ReviewerName|3|nvarchar
155|Production|ProductReview|ReviewDate|4|datetime
156|Production|ProductReview|EmailAddress|5|nvarchar
157|Production|ProductReview|Rating|6|int
158|Production|ProductReview|Comments|7|nvarchar
159|Production|ProductReview|ModifiedDate|8|datetime
160|Person|BusinessEntity|BusinessEntityID|1|int
161|Person|BusinessEntity|rowguid|2|uniqueidentifier
162|Person|BusinessEntity|ModifiedDate|3|datetime
163|Production|TransactionHistoryArchive|TransactionID|1|int
164|Production|TransactionHistoryArchive|ProductID|2|int
165|Production|TransactionHistoryArchive|ReferenceOrderID|3|int
166|Production|TransactionHistoryArchive|ReferenceOrderLineID|4|int
167|Production|TransactionHistoryArchive|TransactionDate|5|datetime
168|Production|TransactionHistoryArchive|TransactionType|6|nchar
169|Production|TransactionHistoryArchive|Quantity|7|int
170|Production|TransactionHistoryArchive|ActualCost|8|money
171|Production|TransactionHistoryArchive|ModifiedDate|9|datetime
172|Production|ProductSubcategory|ProductSubcategoryID|1|int
173|Production|ProductSubcategory|ProductCategoryID|2|int
174|Production|ProductSubcategory|Name|3|nvarchar
175|Production|ProductSubcategory|rowguid|4|uniqueidentifier
176|Production|ProductSubcategory|ModifiedDate|5|datetime
177|Person|BusinessEntityAddress|BusinessEntityID|1|int
178|Person|BusinessEntityAddress|AddressID|2|int
179|Person|BusinessEntityAddress|AddressTypeID|3|int
180|Person|BusinessEntityAddress|rowguid|4|uniqueidentifier
181|Person|BusinessEntityAddress|ModifiedDate|5|datetime
182|Purchasing|ProductVendor|ProductID|1|int
183|Purchasing|ProductVendor|BusinessEntityID|2|int
184|Purchasing|ProductVendor|AverageLeadTime|3|int
185|Purchasing|ProductVendor|StandardPrice|4|money
186|Purchasing|ProductVendor|LastReceiptCost|5|money
187|Purchasing|ProductVendor|LastReceiptDate|6|datetime
188|Purchasing|ProductVendor|MinOrderQty|7|int
189|Purchasing|ProductVendor|MaxOrderQty|8|int
190|Purchasing|ProductVendor|OnOrderQty|9|int
191|Purchasing|ProductVendor|UnitMeasureCode|10|nchar
192|Purchasing|ProductVendor|ModifiedDate|11|datetime
193|Person|BusinessEntityContact|BusinessEntityID|1|int
194|Person|BusinessEntityContact|PersonID|2|int
195|Person|BusinessEntityContact|ContactTypeID|3|int
196|Person|BusinessEntityContact|rowguid|4|uniqueidentifier
197|Person|BusinessEntityContact|ModifiedDate|5|datetime
198|Production|UnitMeasure|UnitMeasureCode|1|nchar
199|Production|UnitMeasure|Name|2|nvarchar
200|Production|UnitMeasure|ModifiedDate|3|datetime
201|Purchasing|Vendor|BusinessEntityID|1|int
202|Purchasing|Vendor|AccountNumber|2|nvarchar
203|Purchasing|Vendor|Name|3|nvarchar
204|Purchasing|Vendor|CreditRating|4|tinyint
205|Purchasing|Vendor|PreferredVendorStatus|5|bit
206|Purchasing|Vendor|ActiveFlag|6|bit
207|Purchasing|Vendor|PurchasingWebServiceURL|7|nvarchar
208|Purchasing|Vendor|ModifiedDate|8|datetime
209|Production|WorkOrder|WorkOrderID|1|int
210|Production|WorkOrder|ProductID|2|int
211|Production|WorkOrder|OrderQty|3|int
212|Production|WorkOrder|StockedQty|4|int
213|Production|WorkOrder|ScrappedQty|5|smallint
214|Production|WorkOrder|StartDate|6|datetime
215|Production|WorkOrder|EndDate|7|datetime
216|Production|WorkOrder|DueDate|8|datetime
217|Production|WorkOrder|ScrapReasonID|9|smallint
218|Production|WorkOrder|ModifiedDate|10|datetime
219|Purchasing|PurchaseOrderDetail|PurchaseOrderID|1|int
220|Purchasing|PurchaseOrderDetail|PurchaseOrderDetailID|2|int
221|Purchasing|PurchaseOrderDetail|DueDate|3|datetime
222|Purchasing|PurchaseOrderDetail|OrderQty|4|smallint
223|Purchasing|PurchaseOrderDetail|ProductID|5|int
224|Purchasing|PurchaseOrderDetail|UnitPrice|6|money
225|Purchasing|PurchaseOrderDetail|LineTotal|7|money
226|Purchasing|PurchaseOrderDetail|ReceivedQty|8|decimal
227|Purchasing|PurchaseOrderDetail|RejectedQty|9|decimal
228|Purchasing|PurchaseOrderDetail|StockedQty|10|decimal
229|Purchasing|PurchaseOrderDetail|ModifiedDate|11|datetime
230|Sales|CreditCard|CreditCardID|1|int
231|Sales|CreditCard|CardType|2|nvarchar
232|Sales|CreditCard|CardNumber|3|nvarchar
233|Sales|CreditCard|ExpMonth|4|tinyint
234|Sales|CreditCard|ExpYear|5|smallint
235|Sales|CreditCard|ModifiedDate|6|datetime
236|Production|Culture|CultureID|1|nchar
237|Production|Culture|Name|2|nvarchar
238|Production|Culture|ModifiedDate|3|datetime
239|Production|WorkOrderRouting|WorkOrderID|1|int
240|Production|WorkOrderRouting|ProductID|2|int
241|Production|WorkOrderRouting|OperationSequence|3|smallint
242|Production|WorkOrderRouting|LocationID|4|smallint
243|Production|WorkOrderRouting|ScheduledStartDate|5|datetime
244|Production|WorkOrderRouting|ScheduledEndDate|6|datetime
245|Production|WorkOrderRouting|ActualStartDate|7|datetime
246|Production|WorkOrderRouting|ActualEndDate|8|datetime
247|Production|WorkOrderRouting|ActualResourceHrs|9|decimal
248|Production|WorkOrderRouting|PlannedCost|10|money
249|Production|WorkOrderRouting|ActualCost|11|money
250|Production|WorkOrderRouting|ModifiedDate|12|datetime
251|Sales|Currency|CurrencyCode|1|nchar
252|Sales|Currency|Name|2|nvarchar
253|Sales|Currency|ModifiedDate|3|datetime
254|Purchasing|PurchaseOrderHeader|PurchaseOrderID|1|int
255|Purchasing|PurchaseOrderHeader|RevisionNumber|2|tinyint
256|Purchasing|PurchaseOrderHeader|Status|3|tinyint
257|Purchasing|PurchaseOrderHeader|EmployeeID|4|int
258|Purchasing|PurchaseOrderHeader|VendorID|5|int
259|Purchasing|PurchaseOrderHeader|ShipMethodID|6|int
260|Purchasing|PurchaseOrderHeader|OrderDate|7|datetime
261|Purchasing|PurchaseOrderHeader|ShipDate|8|datetime
262|Purchasing|PurchaseOrderHeader|SubTotal|9|money
263|Purchasing|PurchaseOrderHeader|TaxAmt|10|money
264|Purchasing|PurchaseOrderHeader|Freight|11|money
265|Purchasing|PurchaseOrderHeader|TotalDue|12|money
266|Purchasing|PurchaseOrderHeader|ModifiedDate|13|datetime
267|Sales|CurrencyRate|CurrencyRateID|1|int
268|Sales|CurrencyRate|CurrencyRateDate|2|datetime
269|Sales|CurrencyRate|FromCurrencyCode|3|nchar
270|Sales|CurrencyRate|ToCurrencyCode|4|nchar
271|Sales|CurrencyRate|AverageRate|5|money
272|Sales|CurrencyRate|EndOfDayRate|6|money
273|Sales|CurrencyRate|ModifiedDate|7|datetime
274|Sales|Customer|CustomerID|1|int
275|Sales|Customer|PersonID|2|int
276|Sales|Customer|StoreID|3|int
277|Sales|Customer|TerritoryID|4|int
278|Sales|Customer|AccountNumber|5|varchar
279|Sales|Customer|rowguid|6|uniqueidentifier
280|Sales|Customer|ModifiedDate|7|datetime
281|HumanResources|Department|DepartmentID|1|smallint
282|HumanResources|Department|Name|2|nvarchar
283|HumanResources|Department|GroupName|3|nvarchar
284|HumanResources|Department|ModifiedDate|4|datetime
285|Production|Document|DocumentNode|1|hierarchyid
286|Production|Document|DocumentLevel|2|smallint
287|Production|Document|Title|3|nvarchar
288|Production|Document|Owner|4|int
289|Production|Document|FolderFlag|5|bit
290|Production|Document|FileName|6|nvarchar
291|Production|Document|FileExtension|7|nvarchar
292|Production|Document|Revision|8|nchar
293|Production|Document|ChangeNumber|9|int
294|Production|Document|Status|10|tinyint
295|Production|Document|DocumentSummary|11|nvarchar
296|Production|Document|Document|12|varbinary
297|Production|Document|rowguid|13|uniqueidentifier
298|Production|Document|ModifiedDate|14|datetime
299|Sales|SalesOrderDetail|SalesOrderID|1|int
300|Sales|SalesOrderDetail|SalesOrderDetailID|2|int
301|Sales|SalesOrderDetail|CarrierTrackingNumber|3|nvarchar
302|Sales|SalesOrderDetail|OrderQty|4|smallint
303|Sales|SalesOrderDetail|ProductID|5|int
304|Sales|SalesOrderDetail|SpecialOfferID|6|int
305|Sales|SalesOrderDetail|UnitPrice|7|money
306|Sales|SalesOrderDetail|UnitPriceDiscount|8|money
307|Sales|SalesOrderDetail|LineTotal|9|numeric
308|Sales|SalesOrderDetail|rowguid|10|uniqueidentifier
309|Sales|SalesOrderDetail|ModifiedDate|11|datetime
310|Person|EmailAddress|BusinessEntityID|1|int
311|Person|EmailAddress|EmailAddressID|2|int
312|Person|EmailAddress|EmailAddress|3|nvarchar
313|Person|EmailAddress|rowguid|4|uniqueidentifier
314|Person|EmailAddress|ModifiedDate|5|datetime
315|HumanResources|Employee|BusinessEntityID|1|int
316|HumanResources|Employee|NationalIDNumber|2|nvarchar
317|HumanResources|Employee|LoginID|3|nvarchar
318|HumanResources|Employee|OrganizationNode|4|hierarchyid
319|HumanResources|Employee|OrganizationLevel|5|smallint
320|HumanResources|Employee|JobTitle|6|nvarchar
321|HumanResources|Employee|BirthDate|7|date
322|HumanResources|Employee|MaritalStatus|8|nchar
323|HumanResources|Employee|Gender|9|nchar
324|HumanResources|Employee|HireDate|10|date
325|HumanResources|Employee|SalariedFlag|11|bit
326|HumanResources|Employee|VacationHours|12|smallint
327|HumanResources|Employee|SickLeaveHours|13|smallint
328|HumanResources|Employee|CurrentFlag|14|bit
329|HumanResources|Employee|rowguid|15|uniqueidentifier
330|HumanResources|Employee|ModifiedDate|16|datetime
331|Sales|SalesOrderHeader|SalesOrderID|1|int
332|Sales|SalesOrderHeader|RevisionNumber|2|tinyint
333|Sales|SalesOrderHeader|OrderDate|3|datetime
334|Sales|SalesOrderHeader|DueDate|4|datetime
335|Sales|SalesOrderHeader|ShipDate|5|datetime
336|Sales|SalesOrderHeader|Status|6|tinyint
337|Sales|SalesOrderHeader|OnlineOrderFlag|7|bit
338|Sales|SalesOrderHeader|SalesOrderNumber|8|nvarchar
339|Sales|SalesOrderHeader|PurchaseOrderNumber|9|nvarchar
340|Sales|SalesOrderHeader|AccountNumber|10|nvarchar
341|Sales|SalesOrderHeader|CustomerID|11|int
342|Sales|SalesOrderHeader|SalesPersonID|12|int
343|Sales|SalesOrderHeader|TerritoryID|13|int
344|Sales|SalesOrderHeader|BillToAddressID|14|int
345|Sales|SalesOrderHeader|ShipToAddressID|15|int
346|Sales|SalesOrderHeader|ShipMethodID|16|int
347|Sales|SalesOrderHeader|CreditCardID|17|int
348|Sales|SalesOrderHeader|CreditCardApprovalCode|18|varchar
349|Sales|SalesOrderHeader|CurrencyRateID|19|int
350|Sales|SalesOrderHeader|SubTotal|20|money
351|Sales|SalesOrderHeader|TaxAmt|21|money
352|Sales|SalesOrderHeader|Freight|22|money
353|Sales|SalesOrderHeader|TotalDue|23|money
354|Sales|SalesOrderHeader|Comment|24|nvarchar
355|Sales|SalesOrderHeader|rowguid|25|uniqueidentifier
356|Sales|SalesOrderHeader|ModifiedDate|26|datetime
357|HumanResources|EmployeeDepartmentHistory|BusinessEntityID|1|int
358|HumanResources|EmployeeDepartmentHistory|DepartmentID|2|smallint
359|HumanResources|EmployeeDepartmentHistory|ShiftID|3|tinyint
360|HumanResources|EmployeeDepartmentHistory|StartDate|4|date
361|HumanResources|EmployeeDepartmentHistory|EndDate|5|date
362|HumanResources|EmployeeDepartmentHistory|ModifiedDate|6|datetime
363|HumanResources|EmployeePayHistory|BusinessEntityID|1|int
364|HumanResources|EmployeePayHistory|RateChangeDate|2|datetime
365|HumanResources|EmployeePayHistory|Rate|3|money
366|HumanResources|EmployeePayHistory|PayFrequency|4|tinyint
367|HumanResources|EmployeePayHistory|ModifiedDate|5|datetime
368|Sales|SalesOrderHeaderSalesReason|SalesOrderID|1|int
369|Sales|SalesOrderHeaderSalesReason|SalesReasonID|2|int
370|Sales|SalesOrderHeaderSalesReason|ModifiedDate|3|datetime
371|Sales|SalesPerson|BusinessEntityID|1|int
372|Sales|SalesPerson|TerritoryID|2|int
373|Sales|SalesPerson|SalesQuota|3|money
374|Sales|SalesPerson|Bonus|4|money
375|Sales|SalesPerson|CommissionPct|5|smallmoney
376|Sales|SalesPerson|SalesYTD|6|money
377|Sales|SalesPerson|SalesLastYear|7|money
378|Sales|SalesPerson|rowguid|8|uniqueidentifier
379|Sales|SalesPerson|ModifiedDate|9|datetime
380|Person|Password|BusinessEntityID|1|int
381|Person|Password|PasswordHash|2|varchar
382|Person|Password|PasswordSalt|3|varchar
383|Person|Password|rowguid|4|uniqueidentifier
384|Person|Password|ModifiedDate|5|datetime
385|Sales|SalesPersonQuotaHistory|BusinessEntityID|1|int
386|Sales|SalesPersonQuotaHistory|QuotaDate|2|datetime
387|Sales|SalesPersonQuotaHistory|SalesQuota|3|money
388|Sales|SalesPersonQuotaHistory|rowguid|4|uniqueidentifier
389|Sales|SalesPersonQuotaHistory|ModifiedDate|5|datetime
390|Person|Person|BusinessEntityID|1|int
391|Person|Person|PersonType|2|nchar
392|Person|Person|NameStyle|3|bit
393|Person|Person|Title|4|nvarchar
394|Person|Person|FirstName|5|nvarchar
395|Person|Person|MiddleName|6|nvarchar
396|Person|Person|LastName|7|nvarchar
397|Person|Person|Suffix|8|nvarchar
398|Person|Person|EmailPromotion|9|int
399|Person|Person|AdditionalContactInfo|10|xml
400|Person|Person|Demographics|11|xml
401|Person|Person|rowguid|12|uniqueidentifier
402|Person|Person|ModifiedDate|13|datetime
403|Sales|SalesReason|SalesReasonID|1|int
404|Sales|SalesReason|Name|2|nvarchar
405|Sales|SalesReason|ReasonType|3|nvarchar
406|Sales|SalesReason|ModifiedDate|4|datetime
407|Production|Location|LocationID|1|smallint
408|Production|Location|Name|2|nvarchar
409|Production|Location|CostRate|3|smallmoney
410|Production|Location|Availability|4|decimal
411|Production|Location|ModifiedDate|5|datetime
412|HumanResources|JobCandidate|JobCandidateID|1|int
413|HumanResources|JobCandidate|BusinessEntityID|2|int
414|HumanResources|JobCandidate|Resume|3|xml
415|HumanResources|JobCandidate|ModifiedDate|4|datetime
416|Production|Illustration|IllustrationID|1|int
417|Production|Illustration|Diagram|2|xml
418|Production|Illustration|ModifiedDate|3|datetime
419|Person|CountryRegion|CountryRegionCode|1|nvarchar
420|Person|CountryRegion|Name|2|nvarchar
421|Person|CountryRegion|ModifiedDate|3|datetime
422|Sales|CountryRegionCurrency|CountryRegionCode|1|nvarchar
423|Sales|CountryRegionCurrency|CurrencyCode|2|nchar
424|Sales|CountryRegionCurrency|ModifiedDate|3|datetime
425|Person|ContactType|ContactTypeID|1|int
426|Person|ContactType|Name|2|nvarchar
427|Person|ContactType|ModifiedDate|3|datetime
428|Person|Address|AddressID|1|int
429|Person|Address|AddressLine1|2|nvarchar
430|Person|Address|AddressLine2|3|nvarchar
431|Person|Address|City|4|nvarchar
432|Person|Address|StateProvinceID|5|int
433|Person|Address|PostalCode|6|nvarchar
434|Person|Address|SpatialLocation|7|geography
435|Person|Address|rowguid|8|uniqueidentifier
436|Person|Address|ModifiedDate|9|datetime
437|dbo|ErrorLog|ErrorLogID|1|int
438|dbo|ErrorLog|ErrorTime|2|datetime
439|dbo|ErrorLog|UserName|3|nvarchar
440|dbo|ErrorLog|ErrorNumber|4|int
441|dbo|ErrorLog|ErrorSeverity|5|int
442|dbo|ErrorLog|ErrorState|6|int
443|dbo|ErrorLog|ErrorProcedure|7|nvarchar
444|dbo|ErrorLog|ErrorLine|8|int
445|dbo|ErrorLog|ErrorMessage|9|nvarchar
446|dbo|DatabaseLog|DatabaseLogID|1|int
447|dbo|DatabaseLog|PostTime|2|datetime
448|dbo|DatabaseLog|DatabaseUser|3|nvarchar
449|dbo|DatabaseLog|Event|4|nvarchar
450|dbo|DatabaseLog|Schema|5|nvarchar
451|dbo|DatabaseLog|Object|6|nvarchar
452|dbo|DatabaseLog|TSQL|7|nvarchar
453|dbo|DatabaseLog|XmlEvent|8|xml
454|HumanResources|Shift|ShiftID|1|tinyint
455|HumanResources|Shift|Name|2|nvarchar
456|HumanResources|Shift|StartTime|3|time
457|HumanResources|Shift|EndTime|4|time
458|HumanResources|Shift|ModifiedDate|5|datetime
459|Person|PhoneNumberType|PhoneNumberTypeID|1|int
460|Person|PhoneNumberType|Name|2|nvarchar
461|Person|PhoneNumberType|ModifiedDate|3|datetime
462|Sales|SalesTerritory|TerritoryID|1|int
463|Sales|SalesTerritory|Name|2|nvarchar
464|Sales|SalesTerritory|CountryRegionCode|3|nvarchar
465|Sales|SalesTerritory|Group|4|nvarchar
466|Sales|SalesTerritory|SalesYTD|5|money
467|Sales|SalesTerritory|SalesLastYear|6|money
468|Sales|SalesTerritory|CostYTD|7|money
469|Sales|SalesTerritory|CostLastYear|8|money
470|Sales|SalesTerritory|rowguid|9|uniqueidentifier
471|Sales|SalesTerritory|ModifiedDate|10|datetime
472|Person|PersonPhone|BusinessEntityID|1|int
473|Person|PersonPhone|PhoneNumber|2|nvarchar
474|Person|PersonPhone|PhoneNumberTypeID|3|int
475|Person|PersonPhone|ModifiedDate|4|datetime
476|Sales|PersonCreditCard|BusinessEntityID|1|int
477|Sales|PersonCreditCard|CreditCardID|2|int
478|Sales|PersonCreditCard|ModifiedDate|3|datetime
479|Sales|SalesTaxRate|SalesTaxRateID|1|int
480|Sales|SalesTaxRate|StateProvinceID|2|int
481|Sales|SalesTaxRate|TaxType|3|tinyint
482|Sales|SalesTaxRate|TaxRate|4|smallmoney
483|Sales|SalesTaxRate|Name|5|nvarchar
484|Sales|SalesTaxRate|rowguid|6|uniqueidentifier
485|Sales|SalesTaxRate|ModifiedDate|7|datetime
