|VIEW_SCHEMA|VIEW_NAME|TABLE_SCHEMA|TABLE_NAME|COLUMN_NAME
35|HumanResources|vEmployeeDepartmentHistory|HumanResources|EmployeeDepartmentHistory|DepartmentID
36|HumanResources|vEmployeeDepartmentHistory|HumanResources|EmployeeDepartmentHistory|ShiftID
37|HumanResources|vEmployeeDepartmentHistory|HumanResources|EmployeeDepartmentHistory|StartDate
38|HumanResources|vEmployeeDepartmentHistory|HumanResources|EmployeeDepartmentHistory|EndDate
39|HumanResources|vEmployeeDepartmentHistory|Person|Person|BusinessEntityID
40|HumanResources|vEmployeeDepartmentHistory|Person|Person|Title
41|HumanResources|vEmployeeDepartmentHistory|Person|Person|FirstName
42|HumanResources|vEmployeeDepartmentHistory|Person|Person|MiddleName
43|HumanResources|vEmployeeDepartmentHistory|Person|Person|LastName
44|HumanResources|vEmployeeDepartmentHistory|Person|Person|Suffix
45|Sales|vIndividualCustomer|Person|PersonPhone|BusinessEntityID
46|Sales|vIndividualCustomer|Person|PersonPhone|PhoneNumber
47|Sales|vIndividualCustomer|Person|PersonPhone|PhoneNumberTypeID
48|Sales|vIndividualCustomer|Person|PhoneNumberType|PhoneNumberTypeID
49|Sales|vIndividualCustomer|Person|PhoneNumberType|Name
50|Sales|vIndividualCustomer|Person|Address|AddressID
51|Sales|vIndividualCustomer|Person|Address|AddressLine1
52|Sales|vIndividualCustomer|Person|Address|AddressLine2
53|Sales|vIndividualCustomer|Person|Address|City
54|Sales|vIndividualCustomer|Person|Address|StateProvinceID
55|Sales|vIndividualCustomer|Person|Address|PostalCode
56|Sales|vIndividualCustomer|Person|AddressType|AddressTypeID
57|Sales|vIndividualCustomer|Person|AddressType|Name
58|HumanResources|vEmployee|Person|Address|AddressLine1
59|HumanResources|vEmployee|Person|Address|AddressID
60|HumanResources|vEmployee|Person|CountryRegion|Name
61|Sales|vIndividualCustomer|Person|BusinessEntityAddress|BusinessEntityID
62|Sales|vIndividualCustomer|Person|BusinessEntityAddress|AddressID
63|Sales|vIndividualCustomer|Person|BusinessEntityAddress|AddressTypeID
64|Sales|vIndividualCustomer|Person|CountryRegion|CountryRegionCode
65|Sales|vIndividualCustomer|Person|CountryRegion|Name
66|Sales|vIndividualCustomer|Sales|Customer|PersonID
67|Sales|vIndividualCustomer|Sales|Customer|StoreID
68|Sales|vIndividualCustomer|Person|EmailAddress|BusinessEntityID
69|Sales|vIndividualCustomer|Person|EmailAddress|EmailAddress
70|Sales|vIndividualCustomer|Person|Person|BusinessEntityID
71|Sales|vIndividualCustomer|Person|Person|Title
72|Sales|vIndividualCustomer|Person|Person|FirstName
73|Sales|vIndividualCustomer|Person|Person|MiddleName
74|Sales|vIndividualCustomer|Person|Person|LastName
75|Sales|vIndividualCustomer|Person|Person|Suffix
76|Sales|vIndividualCustomer|Person|Person|EmailPromotion
77|Sales|vIndividualCustomer|Person|Person|Demographics
78|Sales|vPersonDemographics|Person|Person|BusinessEntityID
79|Sales|vPersonDemographics|Person|Person|Demographics
80|HumanResources|vJobCandidate|HumanResources|JobCandidate|JobCandidateID
81|HumanResources|vJobCandidate|HumanResources|JobCandidate|BusinessEntityID
82|HumanResources|vJobCandidate|HumanResources|JobCandidate|Resume
83|HumanResources|vJobCandidate|HumanResources|JobCandidate|ModifiedDate
84|HumanResources|vJobCandidateEmployment|HumanResources|JobCandidate|JobCandidateID
85|HumanResources|vJobCandidateEmployment|HumanResources|JobCandidate|Resume
86|HumanResources|vJobCandidateEducation|HumanResources|JobCandidate|JobCandidateID
87|HumanResources|vJobCandidateEducation|HumanResources|JobCandidate|Resume
88|HumanResources|vEmployee|Person|CountryRegion|CountryRegionCode
89|HumanResources|vEmployee|Person|BusinessEntityAddress|AddressID
90|HumanResources|vEmployee|Person|BusinessEntityAddress|BusinessEntityID
91|HumanResources|vEmployeeDepartment|HumanResources|EmployeeDepartmentHistory|EndDate
92|HumanResources|vEmployeeDepartmentHistory|HumanResources|Shift|ShiftID
93|HumanResources|vEmployeeDepartmentHistory|HumanResources|Shift|Name
94|HumanResources|vEmployee|Person|EmailAddress|BusinessEntityID
95|Production|vProductAndDescription|Production|ProductModel|ProductModelID
96|Production|vProductAndDescription|Production|ProductModel|Name
97|HumanResources|vEmployee|Person|EmailAddress|EmailAddress
98|HumanResources|vEmployee|HumanResources|Employee|BusinessEntityID
99|HumanResources|vEmployee|HumanResources|Employee|JobTitle
100|HumanResources|vEmployeeDepartment|HumanResources|Department|DepartmentID
101|Production|vProductModelCatalogDescription|Production|ProductModel|ProductModelID
102|Production|vProductModelCatalogDescription|Production|ProductModel|Name
103|Production|vProductModelCatalogDescription|Production|ProductModel|CatalogDescription
104|Production|vProductModelCatalogDescription|Production|ProductModel|rowguid
105|Production|vProductModelCatalogDescription|Production|ProductModel|ModifiedDate
106|Production|vProductModelInstructions|Production|ProductModel|ProductModelID
107|Production|vProductModelInstructions|Production|ProductModel|Name
108|Production|vProductModelInstructions|Production|ProductModel|Instructions
109|Production|vProductModelInstructions|Production|ProductModel|rowguid
110|Production|vProductModelInstructions|Production|ProductModel|ModifiedDate
111|Sales|vSalesPerson|Person|PersonPhone|BusinessEntityID
112|Sales|vSalesPerson|Person|PersonPhone|PhoneNumber
113|Sales|vSalesPerson|Person|PersonPhone|PhoneNumberTypeID
114|Sales|vSalesPerson|Sales|SalesTerritory|TerritoryID
115|Sales|vSalesPerson|Sales|SalesTerritory|Name
116|Sales|vSalesPerson|Sales|SalesTerritory|Group
117|Sales|vSalesPerson|Person|PhoneNumberType|PhoneNumberTypeID
118|Sales|vSalesPerson|Person|PhoneNumberType|Name
119|Sales|vSalesPerson|Person|Address|AddressID
120|Sales|vSalesPerson|Person|Address|AddressLine1
121|Sales|vSalesPerson|Person|Address|AddressLine2
122|Sales|vSalesPerson|Person|Address|City
123|Sales|vSalesPerson|Person|Address|StateProvinceID
124|Sales|vSalesPerson|Person|Address|PostalCode
125|HumanResources|vEmployeeDepartment|HumanResources|Department|Name
126|HumanResources|vEmployeeDepartment|HumanResources|Department|GroupName
127|HumanResources|vEmployeeDepartment|HumanResources|Employee|BusinessEntityID
128|Sales|vSalesPerson|Person|BusinessEntityAddress|BusinessEntityID
129|Sales|vSalesPerson|Person|BusinessEntityAddress|AddressID
130|Sales|vSalesPerson|Person|CountryRegion|CountryRegionCode
131|Sales|vSalesPerson|Person|CountryRegion|Name
132|Sales|vSalesPerson|Person|EmailAddress|BusinessEntityID
133|Sales|vSalesPerson|Person|EmailAddress|EmailAddress
134|Sales|vSalesPerson|HumanResources|Employee|BusinessEntityID
135|Sales|vSalesPerson|HumanResources|Employee|JobTitle
136|Sales|vSalesPerson|Sales|SalesPerson|BusinessEntityID
137|Sales|vSalesPerson|Sales|SalesPerson|TerritoryID
138|Sales|vSalesPerson|Sales|SalesPerson|SalesQuota
139|Sales|vSalesPerson|Sales|SalesPerson|SalesYTD
140|Sales|vSalesPerson|Sales|SalesPerson|SalesLastYear
141|Sales|vSalesPerson|Person|Person|BusinessEntityID
142|Sales|vSalesPerson|Person|Person|Title
143|Sales|vSalesPerson|Person|Person|FirstName
144|Sales|vSalesPerson|Person|Person|MiddleName
145|Sales|vSalesPerson|Person|Person|LastName
146|Sales|vSalesPerson|Person|Person|Suffix
147|Sales|vSalesPerson|Person|Person|EmailPromotion
148|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesTerritory|TerritoryID
149|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesTerritory|Name
150|Sales|vSalesPersonSalesByFiscalYears|HumanResources|Employee|BusinessEntityID
151|Sales|vSalesPersonSalesByFiscalYears|HumanResources|Employee|JobTitle
152|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesOrderHeader|OrderDate
153|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesOrderHeader|SalesPersonID
154|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesOrderHeader|SubTotal
155|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesPerson|BusinessEntityID
156|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesPerson|TerritoryID
157|Sales|vSalesPersonSalesByFiscalYears|Person|Person|BusinessEntityID
158|Sales|vSalesPersonSalesByFiscalYears|Person|Person|FirstName
159|Sales|vSalesPersonSalesByFiscalYears|Person|Person|MiddleName
160|HumanResources|vEmployeeDepartment|HumanResources|Employee|JobTitle
161|HumanResources|vEmployeeDepartment|HumanResources|EmployeeDepartmentHistory|BusinessEntityID
162|HumanResources|vEmployeeDepartment|HumanResources|EmployeeDepartmentHistory|DepartmentID
163|HumanResources|vEmployeeDepartment|HumanResources|EmployeeDepartmentHistory|StartDate
164|Production|vProductAndDescription|Production|Product|ProductID
165|Production|vProductAndDescription|Production|Product|Name
166|Production|vProductAndDescription|Production|Product|ProductModelID
167|Production|vProductAndDescription|Production|ProductDescription|ProductDescriptionID
168|Production|vProductAndDescription|Production|ProductDescription|Description
169|HumanResources|vEmployee|Person|StateProvince|Name
170|HumanResources|vEmployee|Person|StateProvince|CountryRegionCode
171|HumanResources|vEmployee|Person|StateProvince|StateProvinceID
172|Sales|vIndividualCustomer|Person|StateProvince|StateProvinceID
173|Sales|vIndividualCustomer|Person|StateProvince|CountryRegionCode
174|Sales|vIndividualCustomer|Person|StateProvince|Name
175|Production|vProductAndDescription|Production|ProductModelProductDescriptionCulture|ProductModelID
176|Production|vProductAndDescription|Production|ProductModelProductDescriptionCulture|ProductDescriptionID
177|Production|vProductAndDescription|Production|ProductModelProductDescriptionCulture|CultureID
178|Sales|vSalesPerson|Person|StateProvince|StateProvinceID
179|Sales|vSalesPerson|Person|StateProvince|CountryRegionCode
180|Sales|vSalesPerson|Person|StateProvince|Name
181|Sales|vSalesPersonSalesByFiscalYears|Person|Person|LastName
182|Person|vStateProvinceCountryRegion|Person|StateProvince|StateProvinceID
183|Person|vStateProvinceCountryRegion|Person|StateProvince|StateProvinceCode
184|Person|vStateProvinceCountryRegion|Person|StateProvince|CountryRegionCode
185|Person|vStateProvinceCountryRegion|Person|StateProvince|IsOnlyStateProvinceFlag
186|Person|vStateProvinceCountryRegion|Person|StateProvince|Name
187|Person|vStateProvinceCountryRegion|Person|StateProvince|TerritoryID
188|Person|vStateProvinceCountryRegion|Person|CountryRegion|CountryRegionCode
189|Person|vStateProvinceCountryRegion|Person|CountryRegion|Name
190|Sales|vStoreWithDemographics|Sales|Store|BusinessEntityID
191|Sales|vStoreWithDemographics|Sales|Store|Name
192|Sales|vStoreWithDemographics|Sales|Store|Demographics
193|Sales|vStoreWithContacts|Person|PersonPhone|BusinessEntityID
194|Sales|vStoreWithContacts|Person|PersonPhone|PhoneNumber
195|Sales|vStoreWithContacts|Person|PersonPhone|PhoneNumberTypeID
196|Sales|vStoreWithContacts|Person|PhoneNumberType|PhoneNumberTypeID
197|Sales|vStoreWithContacts|Person|PhoneNumberType|Name
198|Sales|vStoreWithContacts|Sales|Store|BusinessEntityID
199|Sales|vStoreWithContacts|Sales|Store|Name
200|Sales|vStoreWithContacts|Person|BusinessEntityContact|BusinessEntityID
201|Sales|vStoreWithContacts|Person|BusinessEntityContact|PersonID
202|Sales|vStoreWithContacts|Person|BusinessEntityContact|ContactTypeID
203|Sales|vStoreWithContacts|Person|ContactType|ContactTypeID
204|Sales|vStoreWithContacts|Person|ContactType|Name
205|Sales|vStoreWithContacts|Person|EmailAddress|BusinessEntityID
206|Sales|vStoreWithContacts|Person|EmailAddress|EmailAddress
207|Sales|vStoreWithContacts|Person|Person|BusinessEntityID
208|Sales|vStoreWithContacts|Person|Person|Title
209|Sales|vStoreWithContacts|Person|Person|FirstName
210|Sales|vStoreWithContacts|Person|Person|MiddleName
211|Sales|vStoreWithContacts|Person|Person|LastName
212|Sales|vStoreWithContacts|Person|Person|Suffix
213|Sales|vStoreWithContacts|Person|Person|EmailPromotion
214|Sales|vStoreWithAddresses|Person|Address|AddressID
215|Sales|vStoreWithAddresses|Person|Address|AddressLine1
216|Sales|vStoreWithAddresses|Person|Address|AddressLine2
217|Sales|vStoreWithAddresses|Person|Address|City
218|Sales|vStoreWithAddresses|Person|Address|StateProvinceID
219|Sales|vStoreWithAddresses|Person|Address|PostalCode
220|Sales|vStoreWithAddresses|Person|AddressType|AddressTypeID
221|Sales|vStoreWithAddresses|Person|AddressType|Name
222|Sales|vStoreWithAddresses|Person|StateProvince|StateProvinceID
223|Sales|vStoreWithAddresses|Person|StateProvince|CountryRegionCode
224|Sales|vStoreWithAddresses|Person|StateProvince|Name
225|Sales|vStoreWithAddresses|Sales|Store|BusinessEntityID
226|Sales|vStoreWithAddresses|Sales|Store|Name
227|Sales|vStoreWithAddresses|Person|BusinessEntityAddress|BusinessEntityID
228|Sales|vStoreWithAddresses|Person|BusinessEntityAddress|AddressID
229|Sales|vStoreWithAddresses|Person|BusinessEntityAddress|AddressTypeID
230|Sales|vStoreWithAddresses|Person|CountryRegion|CountryRegionCode
231|Sales|vStoreWithAddresses|Person|CountryRegion|Name
232|Purchasing|vVendorWithContacts|Person|PersonPhone|BusinessEntityID
233|Purchasing|vVendorWithContacts|Person|PersonPhone|PhoneNumber
234|Purchasing|vVendorWithContacts|Person|PersonPhone|PhoneNumberTypeID
235|Purchasing|vVendorWithContacts|Person|PhoneNumberType|PhoneNumberTypeID
236|Purchasing|vVendorWithContacts|Person|PhoneNumberType|Name
237|Purchasing|vVendorWithContacts|Person|BusinessEntityContact|BusinessEntityID
238|Purchasing|vVendorWithContacts|Person|BusinessEntityContact|PersonID
239|Purchasing|vVendorWithContacts|Person|BusinessEntityContact|ContactTypeID
240|Purchasing|vVendorWithContacts|Purchasing|Vendor|BusinessEntityID
241|Purchasing|vVendorWithContacts|Purchasing|Vendor|Name
242|Purchasing|vVendorWithContacts|Person|ContactType|ContactTypeID
243|Purchasing|vVendorWithContacts|Person|ContactType|Name
244|Purchasing|vVendorWithContacts|Person|EmailAddress|BusinessEntityID
245|Purchasing|vVendorWithContacts|Person|EmailAddress|EmailAddress
246|Purchasing|vVendorWithContacts|Person|Person|BusinessEntityID
247|Purchasing|vVendorWithContacts|Person|Person|Title
248|Purchasing|vVendorWithContacts|Person|Person|FirstName
249|Purchasing|vVendorWithContacts|Person|Person|MiddleName
250|Purchasing|vVendorWithContacts|Person|Person|LastName
251|Purchasing|vVendorWithContacts|Person|Person|Suffix
252|Purchasing|vVendorWithContacts|Person|Person|EmailPromotion
253|Purchasing|vVendorWithAddresses|Person|Address|AddressID
254|Purchasing|vVendorWithAddresses|Person|Address|AddressLine1
255|Purchasing|vVendorWithAddresses|Person|Address|AddressLine2
256|Purchasing|vVendorWithAddresses|Person|Address|City
257|Purchasing|vVendorWithAddresses|Person|Address|StateProvinceID
258|Purchasing|vVendorWithAddresses|Person|Address|PostalCode
259|Purchasing|vVendorWithAddresses|Person|AddressType|AddressTypeID
260|Purchasing|vVendorWithAddresses|Person|AddressType|Name
261|Purchasing|vVendorWithAddresses|Person|StateProvince|StateProvinceID
262|Purchasing|vVendorWithAddresses|Person|StateProvince|CountryRegionCode
263|Purchasing|vVendorWithAddresses|Person|StateProvince|Name
264|Purchasing|vVendorWithAddresses|Person|BusinessEntityAddress|BusinessEntityID
265|Purchasing|vVendorWithAddresses|Person|BusinessEntityAddress|AddressID
266|Purchasing|vVendorWithAddresses|Person|BusinessEntityAddress|AddressTypeID
267|Purchasing|vVendorWithAddresses|Purchasing|Vendor|BusinessEntityID
268|Purchasing|vVendorWithAddresses|Purchasing|Vendor|Name
269|Purchasing|vVendorWithAddresses|Person|CountryRegion|CountryRegionCode
270|Purchasing|vVendorWithAddresses|Person|CountryRegion|Name
