|VIEW_SCHEMA|VIEW_NAME|TABLE_SCHEMA|TABLE_NAME|COLUMN_NAME
96|Sales|vIndividualCustomer|Person|CountryRegion|CountryRegionCode
97|Sales|vIndividualCustomer|Person|CountryRegion|Name
98|Sales|vIndividualCustomer|Sales|Customer|PersonID
99|Sales|vIndividualCustomer|Sales|Customer|StoreID
100|Sales|vIndividualCustomer|Person|EmailAddress|BusinessEntityID
101|Sales|vIndividualCustomer|Person|EmailAddress|EmailAddress
102|Sales|vPersonDemographics|Person|Person|BusinessEntityID
103|Sales|vPersonDemographics|Person|Person|Demographics
104|HumanResources|vJobCandidate|HumanResources|JobCandidate|JobCandidateID
105|HumanResources|vJobCandidate|HumanResources|JobCandidate|BusinessEntityID
106|HumanResources|vJobCandidate|HumanResources|JobCandidate|Resume
107|HumanResources|vJobCandidate|HumanResources|JobCandidate|ModifiedDate
108|HumanResources|vJobCandidateEmployment|HumanResources|JobCandidate|JobCandidateID
109|HumanResources|vJobCandidateEmployment|HumanResources|JobCandidate|Resume
110|HumanResources|vJobCandidateEducation|HumanResources|JobCandidate|JobCandidateID
111|HumanResources|vJobCandidateEducation|HumanResources|JobCandidate|Resume
112|Production|vProductAndDescription|Production|Product|ProductID
113|Production|vProductAndDescription|Production|Product|Name
114|Production|vProductAndDescription|Production|Product|ProductModelID
115|Production|vProductAndDescription|Production|ProductDescription|ProductDescriptionID
116|Production|vProductAndDescription|Production|ProductDescription|Description
117|Production|vProductAndDescription|Production|ProductModel|ProductModelID
118|Production|vProductAndDescription|Production|ProductModel|Name
119|Production|vProductAndDescription|Production|ProductModelProductDescriptionCulture|ProductModelID
120|Production|vProductAndDescription|Production|ProductModelProductDescriptionCulture|ProductDescriptionID
121|Production|vProductAndDescription|Production|ProductModelProductDescriptionCulture|CultureID
122|Production|vProductModelCatalogDescription|Production|ProductModel|ProductModelID
123|Production|vProductModelCatalogDescription|Production|ProductModel|Name
124|Production|vProductModelCatalogDescription|Production|ProductModel|CatalogDescription
125|Production|vProductModelCatalogDescription|Production|ProductModel|rowguid
126|Production|vProductModelCatalogDescription|Production|ProductModel|ModifiedDate
127|Production|vProductModelInstructions|Production|ProductModel|ProductModelID
128|Production|vProductModelInstructions|Production|ProductModel|Name
129|Production|vProductModelInstructions|Production|ProductModel|Instructions
130|Production|vProductModelInstructions|Production|ProductModel|rowguid
131|Production|vProductModelInstructions|Production|ProductModel|ModifiedDate
132|Sales|vSalesPerson|Sales|SalesPerson|BusinessEntityID
133|Sales|vSalesPerson|Sales|SalesPerson|TerritoryID
134|Sales|vSalesPerson|Sales|SalesPerson|SalesQuota
135|Sales|vSalesPerson|Sales|SalesPerson|SalesYTD
136|Sales|vSalesPerson|Sales|SalesPerson|SalesLastYear
137|Sales|vSalesPerson|Person|Person|BusinessEntityID
138|Sales|vSalesPerson|Person|Person|Title
139|Sales|vSalesPerson|Person|Person|FirstName
140|Sales|vSalesPerson|Person|Person|MiddleName
141|Sales|vSalesPerson|Person|Person|LastName
142|Sales|vSalesPerson|Person|Person|Suffix
143|Sales|vSalesPerson|Person|Person|EmailPromotion
144|Sales|vSalesPerson|Person|PersonPhone|BusinessEntityID
145|Sales|vSalesPerson|Person|PersonPhone|PhoneNumber
146|Sales|vSalesPerson|Person|PersonPhone|PhoneNumberTypeID
147|Sales|vSalesPerson|Sales|SalesTerritory|TerritoryID
148|Sales|vSalesPerson|Sales|SalesTerritory|Name
149|Sales|vSalesPerson|Sales|SalesTerritory|Group
150|Sales|vSalesPerson|Person|PhoneNumberType|PhoneNumberTypeID
151|Sales|vSalesPerson|Person|PhoneNumberType|Name
152|Sales|vSalesPerson|Person|Address|AddressID
153|Sales|vSalesPerson|Person|Address|AddressLine1
154|Sales|vSalesPerson|Person|Address|AddressLine2
155|Sales|vSalesPerson|Person|Address|City
156|Sales|vSalesPerson|Person|Address|StateProvinceID
157|Sales|vSalesPerson|Person|Address|PostalCode
158|Sales|vSalesPerson|Person|StateProvince|StateProvinceID
159|Sales|vSalesPerson|Person|StateProvince|CountryRegionCode
160|Sales|vSalesPerson|Person|StateProvince|Name
161|Sales|vSalesPerson|Person|BusinessEntityAddress|BusinessEntityID
162|Sales|vSalesPerson|Person|BusinessEntityAddress|AddressID
163|Sales|vSalesPerson|Person|CountryRegion|CountryRegionCode
164|Sales|vSalesPerson|Person|CountryRegion|Name
165|Sales|vSalesPerson|Person|EmailAddress|BusinessEntityID
166|Sales|vSalesPerson|Person|EmailAddress|EmailAddress
167|Sales|vSalesPerson|HumanResources|Employee|BusinessEntityID
168|Sales|vSalesPerson|HumanResources|Employee|JobTitle
169|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesPerson|BusinessEntityID
170|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesPerson|TerritoryID
171|Sales|vSalesPersonSalesByFiscalYears|Person|Person|BusinessEntityID
172|Sales|vSalesPersonSalesByFiscalYears|Person|Person|FirstName
173|Sales|vSalesPersonSalesByFiscalYears|Person|Person|MiddleName
174|Sales|vSalesPersonSalesByFiscalYears|Person|Person|LastName
175|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesTerritory|TerritoryID
176|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesTerritory|Name
177|Sales|vSalesPersonSalesByFiscalYears|HumanResources|Employee|BusinessEntityID
178|Sales|vSalesPersonSalesByFiscalYears|HumanResources|Employee|JobTitle
179|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesOrderHeader|OrderDate
180|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesOrderHeader|SalesPersonID
181|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesOrderHeader|SubTotal
182|Person|vStateProvinceCountryRegion|Person|StateProvince|StateProvinceID
183|Person|vStateProvinceCountryRegion|Person|StateProvince|StateProvinceCode
184|Person|vStateProvinceCountryRegion|Person|StateProvince|CountryRegionCode
185|Person|vStateProvinceCountryRegion|Person|StateProvince|IsOnlyStateProvinceFlag
186|Person|vStateProvinceCountryRegion|Person|StateProvince|Name
187|Person|vStateProvinceCountryRegion|Person|StateProvince|TerritoryID
188|Person|vStateProvinceCountryRegion|Person|CountryRegion|CountryRegionCode
189|Person|vStateProvinceCountryRegion|Person|CountryRegion|Name
190|Sales|vStoreWithDemographics|Sales|Store|BusinessEntityID
191|Sales|vStoreWithDemographics|Sales|Store|Name
192|Sales|vStoreWithDemographics|Sales|Store|Demographics
193|Sales|vStoreWithContacts|Person|Person|BusinessEntityID
194|Sales|vStoreWithContacts|Person|Person|Title
195|Sales|vStoreWithContacts|Person|Person|FirstName
196|Sales|vStoreWithContacts|Person|Person|MiddleName
197|Sales|vStoreWithContacts|Person|Person|LastName
198|Sales|vStoreWithContacts|Person|Person|Suffix
199|Sales|vStoreWithContacts|Person|Person|EmailPromotion
200|Sales|vStoreWithContacts|Person|PersonPhone|BusinessEntityID
201|Sales|vStoreWithContacts|Person|PersonPhone|PhoneNumber
202|Sales|vStoreWithContacts|Person|PersonPhone|PhoneNumberTypeID
203|Sales|vStoreWithContacts|Person|PhoneNumberType|PhoneNumberTypeID
204|Sales|vStoreWithContacts|Person|PhoneNumberType|Name
205|Sales|vStoreWithContacts|Sales|Store|BusinessEntityID
206|Sales|vStoreWithContacts|Sales|Store|Name
207|Sales|vStoreWithContacts|Person|BusinessEntityContact|BusinessEntityID
208|Sales|vStoreWithContacts|Person|BusinessEntityContact|PersonID
209|Sales|vStoreWithContacts|Person|BusinessEntityContact|ContactTypeID
210|Sales|vStoreWithContacts|Person|ContactType|ContactTypeID
211|Sales|vStoreWithContacts|Person|ContactType|Name
212|Sales|vStoreWithContacts|Person|EmailAddress|BusinessEntityID
213|Sales|vStoreWithContacts|Person|EmailAddress|EmailAddress
214|Sales|vStoreWithAddresses|Person|Address|AddressID
215|Sales|vStoreWithAddresses|Person|Address|AddressLine1
216|Sales|vStoreWithAddresses|Person|Address|AddressLine2
217|Sales|vStoreWithAddresses|Person|Address|City
218|Sales|vStoreWithAddresses|Person|Address|StateProvinceID
219|Sales|vStoreWithAddresses|Person|Address|PostalCode
220|Sales|vStoreWithAddresses|Person|AddressType|AddressTypeID
221|Sales|vStoreWithAddresses|Person|AddressType|Name
222|Sales|vStoreWithAddresses|Person|StateProvince|StateProvinceID
223|Sales|vStoreWithAddresses|Person|StateProvince|CountryRegionCode
224|Sales|vStoreWithAddresses|Person|StateProvince|Name
225|Sales|vStoreWithAddresses|Sales|Store|BusinessEntityID
226|Sales|vStoreWithAddresses|Sales|Store|Name
227|Sales|vStoreWithAddresses|Person|BusinessEntityAddress|BusinessEntityID
228|Sales|vStoreWithAddresses|Person|BusinessEntityAddress|AddressID
229|Sales|vStoreWithAddresses|Person|BusinessEntityAddress|AddressTypeID
230|Sales|vStoreWithAddresses|Person|CountryRegion|CountryRegionCode
231|Sales|vStoreWithAddresses|Person|CountryRegion|Name
232|Purchasing|vVendorWithContacts|Person|Person|BusinessEntityID
233|Purchasing|vVendorWithContacts|Person|Person|Title
234|Purchasing|vVendorWithContacts|Person|Person|FirstName
235|Purchasing|vVendorWithContacts|Person|Person|MiddleName
236|Purchasing|vVendorWithContacts|Person|Person|LastName
237|Purchasing|vVendorWithContacts|Person|Person|Suffix
238|Purchasing|vVendorWithContacts|Person|Person|EmailPromotion
239|Purchasing|vVendorWithContacts|Person|PersonPhone|BusinessEntityID
240|Purchasing|vVendorWithContacts|Person|PersonPhone|PhoneNumber
241|Purchasing|vVendorWithContacts|Person|PersonPhone|PhoneNumberTypeID
242|Purchasing|vVendorWithContacts|Person|PhoneNumberType|PhoneNumberTypeID
243|Purchasing|vVendorWithContacts|Person|PhoneNumberType|Name
244|Purchasing|vVendorWithContacts|Person|BusinessEntityContact|BusinessEntityID
245|Purchasing|vVendorWithContacts|Person|BusinessEntityContact|PersonID
246|Purchasing|vVendorWithContacts|Person|BusinessEntityContact|ContactTypeID
247|Purchasing|vVendorWithContacts|Purchasing|Vendor|BusinessEntityID
248|Purchasing|vVendorWithContacts|Purchasing|Vendor|Name
249|Purchasing|vVendorWithContacts|Person|ContactType|ContactTypeID
250|Purchasing|vVendorWithContacts|Person|ContactType|Name
251|Purchasing|vVendorWithContacts|Person|EmailAddress|BusinessEntityID
252|Purchasing|vVendorWithContacts|Person|EmailAddress|EmailAddress
253|Purchasing|vVendorWithAddresses|Person|Address|AddressID
254|Purchasing|vVendorWithAddresses|Person|Address|AddressLine1
255|Purchasing|vVendorWithAddresses|Person|Address|AddressLine2
256|Purchasing|vVendorWithAddresses|Person|Address|City
257|Purchasing|vVendorWithAddresses|Person|Address|StateProvinceID
258|Purchasing|vVendorWithAddresses|Person|Address|PostalCode
259|Purchasing|vVendorWithAddresses|Person|AddressType|AddressTypeID
260|Purchasing|vVendorWithAddresses|Person|AddressType|Name
261|Purchasing|vVendorWithAddresses|Person|StateProvince|StateProvinceID
262|Purchasing|vVendorWithAddresses|Person|StateProvince|CountryRegionCode
263|Purchasing|vVendorWithAddresses|Person|StateProvince|Name
264|Purchasing|vVendorWithAddresses|Person|BusinessEntityAddress|BusinessEntityID
265|Purchasing|vVendorWithAddresses|Person|BusinessEntityAddress|AddressID
266|Purchasing|vVendorWithAddresses|Person|BusinessEntityAddress|AddressTypeID
267|Purchasing|vVendorWithAddresses|Purchasing|Vendor|BusinessEntityID
268|Purchasing|vVendorWithAddresses|Purchasing|Vendor|Name
269|Purchasing|vVendorWithAddresses|Person|CountryRegion|CountryRegionCode
270|Purchasing|vVendorWithAddresses|Person|CountryRegion|Name
