|TABLE_SCHEMA|TABLE_NAME|COLUMN_NAME|ORDINAL_POSITION|DATA_TYPE
78|dbo|DatabaseLog|DatabaseLogID|1|int
79|dbo|DatabaseLog|PostTime|2|datetime
80|dbo|DatabaseLog|DatabaseUser|3|nvarchar
81|dbo|DatabaseLog|Event|4|nvarchar
82|dbo|DatabaseLog|Schema|5|nvarchar
83|dbo|DatabaseLog|Object|6|nvarchar
84|dbo|DatabaseLog|TSQL|7|nvarchar
85|dbo|DatabaseLog|XmlEvent|8|xml
86|Production|ProductInventory|ProductID|1|int
87|Production|ProductInventory|LocationID|2|smallint
88|Production|ProductInventory|Shelf|3|nvarchar
89|Production|ProductInventory|Bin|4|tinyint
90|Production|ProductInventory|Quantity|5|smallint
91|Production|ProductInventory|rowguid|6|uniqueidentifier
92|Production|ProductInventory|ModifiedDate|7|datetime
93|Sales|SpecialOffer|SpecialOfferID|1|int
94|Sales|SpecialOffer|Description|2|nvarchar
95|Sales|SpecialOffer|DiscountPct|3|smallmoney
96|Sales|SpecialOffer|Type|4|nvarchar
97|Sales|SpecialOffer|Category|5|nvarchar
98|Sales|SpecialOffer|StartDate|6|datetime
99|Sales|SpecialOffer|EndDate|7|datetime
100|Sales|SpecialOffer|MinQty|8|int
101|Sales|SpecialOffer|MaxQty|9|int
102|Sales|SpecialOffer|rowguid|10|uniqueidentifier
103|Sales|SpecialOffer|ModifiedDate|11|datetime
104|dbo|ErrorLog|ErrorLogID|1|int
105|dbo|ErrorLog|ErrorTime|2|datetime
106|dbo|ErrorLog|UserName|3|nvarchar
107|dbo|ErrorLog|ErrorNumber|4|int
108|dbo|ErrorLog|ErrorSeverity|5|int
109|dbo|ErrorLog|ErrorState|6|int
110|dbo|ErrorLog|ErrorProcedure|7|nvarchar
111|dbo|ErrorLog|ErrorLine|8|int
112|dbo|ErrorLog|ErrorMessage|9|nvarchar
113|Production|ProductListPriceHistory|ProductID|1|int
114|Production|ProductListPriceHistory|StartDate|2|datetime
115|Production|ProductListPriceHistory|EndDate|3|datetime
116|Production|ProductListPriceHistory|ListPrice|4|money
117|Production|ProductListPriceHistory|ModifiedDate|5|datetime
118|Person|Address|AddressID|1|int
119|Person|Address|AddressLine1|2|nvarchar
120|Person|Address|AddressLine2|3|nvarchar
121|Person|Address|City|4|nvarchar
122|Person|Address|StateProvinceID|5|int
123|Person|Address|PostalCode|6|nvarchar
124|Person|Address|SpatialLocation|7|geography
125|Person|Address|rowguid|8|uniqueidentifier
126|Person|Address|ModifiedDate|9|datetime
127|Sales|SpecialOfferProduct|SpecialOfferID|1|int
128|Sales|SpecialOfferProduct|ProductID|2|int
129|Sales|SpecialOfferProduct|rowguid|3|uniqueidentifier
130|Sales|SpecialOfferProduct|ModifiedDate|4|datetime
131|Production|ProductModel|ProductModelID|1|int
132|Production|ProductModel|Name|2|nvarchar
133|Production|ProductModel|CatalogDescription|3|xml
134|Production|ProductModel|Instructions|4|xml
135|Production|ProductModel|rowguid|5|uniqueidentifier
136|Production|ProductModel|ModifiedDate|6|datetime
137|Person|AddressType|AddressTypeID|1|int
138|Person|AddressType|Name|2|nvarchar
139|Person|AddressType|rowguid|3|uniqueidentifier
140|Person|AddressType|ModifiedDate|4|datetime
141|Person|StateProvince|StateProvinceID|1|int
142|Person|StateProvince|StateProvinceCode|2|nchar
143|Person|StateProvince|CountryRegionCode|3|nvarchar
144|Person|StateProvince|IsOnlyStateProvinceFlag|4|bit
145|Person|StateProvince|Name|5|nvarchar
146|Person|StateProvince|TerritoryID|6|int
147|Person|StateProvince|rowguid|7|uniqueidentifier
148|Person|StateProvince|ModifiedDate|8|datetime
149|Production|ProductModelIllustration|ProductModelID|1|int
150|Production|ProductModelIllustration|IllustrationID|2|int
151|Production|ProductModelIllustration|ModifiedDate|3|datetime
152|dbo|AWBuildVersion|SystemInformationID|1|tinyint
153|dbo|AWBuildVersion|Database Version|2|nvarchar
154|dbo|AWBuildVersion|VersionDate|3|datetime
155|dbo|AWBuildVersion|ModifiedDate|4|datetime
156|Production|ProductModelProductDescriptionCulture|ProductModelID|1|int
157|Production|ProductModelProductDescriptionCulture|ProductDescriptionID|2|int
158|Production|ProductModelProductDescriptionCulture|CultureID|3|nchar
159|Production|ProductModelProductDescriptionCulture|ModifiedDate|4|datetime
160|Production|BillOfMaterials|BillOfMaterialsID|1|int
161|Production|BillOfMaterials|ProductAssemblyID|2|int
162|Production|BillOfMaterials|ComponentID|3|int
163|Production|BillOfMaterials|StartDate|4|datetime
164|Production|BillOfMaterials|EndDate|5|datetime
165|Production|BillOfMaterials|UnitMeasureCode|6|nchar
166|Production|BillOfMaterials|BOMLevel|7|smallint
167|Production|BillOfMaterials|PerAssemblyQty|8|decimal
168|Production|BillOfMaterials|ModifiedDate|9|datetime
169|Sales|Store|BusinessEntityID|1|int
170|Sales|Store|Name|2|nvarchar
171|Sales|Store|SalesPersonID|3|int
172|Sales|Store|Demographics|4|xml
173|Sales|Store|rowguid|5|uniqueidentifier
174|Sales|Store|ModifiedDate|6|datetime
175|Production|ProductPhoto|ProductPhotoID|1|int
176|Production|ProductPhoto|ThumbNailPhoto|2|varbinary
177|Production|ProductPhoto|ThumbnailPhotoFileName|3|nvarchar
178|Production|ProductPhoto|LargePhoto|4|varbinary
179|Production|ProductPhoto|LargePhotoFileName|5|nvarchar
180|Production|ProductPhoto|ModifiedDate|6|datetime
181|Production|ProductProductPhoto|ProductID|1|int
182|Production|ProductProductPhoto|ProductPhotoID|2|int
183|Production|ProductProductPhoto|Primary|3|bit
184|Production|ProductProductPhoto|ModifiedDate|4|datetime
185|Production|TransactionHistory|TransactionID|1|int
186|Production|TransactionHistory|ProductID|2|int
187|Production|TransactionHistory|ReferenceOrderID|3|int
188|Production|TransactionHistory|ReferenceOrderLineID|4|int
189|Production|TransactionHistory|TransactionDate|5|datetime
190|Production|TransactionHistory|TransactionType|6|nchar
191|Production|TransactionHistory|Quantity|7|int
192|Production|TransactionHistory|ActualCost|8|money
193|Production|TransactionHistory|ModifiedDate|9|datetime
194|Production|ProductReview|ProductReviewID|1|int
195|Production|ProductReview|ProductID|2|int
196|Production|ProductReview|ReviewerName|3|nvarchar
197|Production|ProductReview|ReviewDate|4|datetime
198|Production|ProductReview|EmailAddress|5|nvarchar
199|Production|ProductReview|Rating|6|int
200|Production|ProductReview|Comments|7|nvarchar
201|Production|ProductReview|ModifiedDate|8|datetime
202|Person|BusinessEntity|BusinessEntityID|1|int
203|Person|BusinessEntity|rowguid|2|uniqueidentifier
204|Person|BusinessEntity|ModifiedDate|3|datetime
205|Production|TransactionHistoryArchive|TransactionID|1|int
206|Production|TransactionHistoryArchive|ProductID|2|int
207|Production|TransactionHistoryArchive|ReferenceOrderID|3|int
208|Production|TransactionHistoryArchive|ReferenceOrderLineID|4|int
209|Production|TransactionHistoryArchive|TransactionDate|5|datetime
210|Production|TransactionHistoryArchive|TransactionType|6|nchar
211|Production|TransactionHistoryArchive|Quantity|7|int
212|Production|TransactionHistoryArchive|ActualCost|8|money
213|Production|TransactionHistoryArchive|ModifiedDate|9|datetime
214|Production|ProductSubcategory|ProductSubcategoryID|1|int
215|Production|ProductSubcategory|ProductCategoryID|2|int
216|Production|ProductSubcategory|Name|3|nvarchar
217|Production|ProductSubcategory|rowguid|4|uniqueidentifier
218|Production|ProductSubcategory|ModifiedDate|5|datetime
219|Person|BusinessEntityAddress|BusinessEntityID|1|int
220|Person|BusinessEntityAddress|AddressID|2|int
221|Person|BusinessEntityAddress|AddressTypeID|3|int
222|Person|BusinessEntityAddress|rowguid|4|uniqueidentifier
223|Person|BusinessEntityAddress|ModifiedDate|5|datetime
224|Purchasing|ProductVendor|ProductID|1|int
225|Purchasing|ProductVendor|BusinessEntityID|2|int
226|Purchasing|ProductVendor|AverageLeadTime|3|int
227|Purchasing|ProductVendor|StandardPrice|4|money
228|Purchasing|ProductVendor|LastReceiptCost|5|money
229|Purchasing|ProductVendor|LastReceiptDate|6|datetime
230|Purchasing|ProductVendor|MinOrderQty|7|int
231|Purchasing|ProductVendor|MaxOrderQty|8|int
232|Purchasing|ProductVendor|OnOrderQty|9|int
233|Purchasing|ProductVendor|UnitMeasureCode|10|nchar
234|Purchasing|ProductVendor|ModifiedDate|11|datetime
235|Person|BusinessEntityContact|BusinessEntityID|1|int
236|Person|BusinessEntityContact|PersonID|2|int
237|Person|BusinessEntityContact|ContactTypeID|3|int
238|Person|BusinessEntityContact|rowguid|4|uniqueidentifier
239|Person|BusinessEntityContact|ModifiedDate|5|datetime
240|Production|UnitMeasure|UnitMeasureCode|1|nchar
241|Production|UnitMeasure|Name|2|nvarchar
242|Production|UnitMeasure|ModifiedDate|3|datetime
243|Purchasing|Vendor|BusinessEntityID|1|int
244|Purchasing|Vendor|AccountNumber|2|nvarchar
245|Purchasing|Vendor|Name|3|nvarchar
246|Purchasing|Vendor|CreditRating|4|tinyint
247|Purchasing|Vendor|PreferredVendorStatus|5|bit
248|Purchasing|Vendor|ActiveFlag|6|bit
249|Purchasing|Vendor|PurchasingWebServiceURL|7|nvarchar
250|Purchasing|Vendor|ModifiedDate|8|datetime
251|Person|ContactType|ContactTypeID|1|int
252|Person|ContactType|Name|2|nvarchar
253|Person|ContactType|ModifiedDate|3|datetime
254|Sales|CountryRegionCurrency|CountryRegionCode|1|nvarchar
255|Sales|CountryRegionCurrency|CurrencyCode|2|nchar
256|Sales|CountryRegionCurrency|ModifiedDate|3|datetime
257|Person|CountryRegion|CountryRegionCode|1|nvarchar
258|Person|CountryRegion|Name|2|nvarchar
259|Person|CountryRegion|ModifiedDate|3|datetime
260|Production|WorkOrder|WorkOrderID|1|int
261|Production|WorkOrder|ProductID|2|int
262|Production|WorkOrder|OrderQty|3|int
263|Production|WorkOrder|StockedQty|4|int
264|Production|WorkOrder|ScrappedQty|5|smallint
265|Production|WorkOrder|StartDate|6|datetime
266|Production|WorkOrder|EndDate|7|datetime
267|Production|WorkOrder|DueDate|8|datetime
268|Production|WorkOrder|ScrapReasonID|9|smallint
269|Production|WorkOrder|ModifiedDate|10|datetime
270|Purchasing|PurchaseOrderDetail|PurchaseOrderID|1|int
271|Purchasing|PurchaseOrderDetail|PurchaseOrderDetailID|2|int
272|Purchasing|PurchaseOrderDetail|DueDate|3|datetime
273|Purchasing|PurchaseOrderDetail|OrderQty|4|smallint
274|Purchasing|PurchaseOrderDetail|ProductID|5|int
275|Purchasing|PurchaseOrderDetail|UnitPrice|6|money
276|Purchasing|PurchaseOrderDetail|LineTotal|7|money
277|Purchasing|PurchaseOrderDetail|ReceivedQty|8|decimal
278|Purchasing|PurchaseOrderDetail|RejectedQty|9|decimal
279|Purchasing|PurchaseOrderDetail|StockedQty|10|decimal
280|Purchasing|PurchaseOrderDetail|ModifiedDate|11|datetime
281|Sales|CreditCard|CreditCardID|1|int
282|Sales|CreditCard|CardType|2|nvarchar
283|Sales|CreditCard|CardNumber|3|nvarchar
284|Sales|CreditCard|ExpMonth|4|tinyint
285|Sales|CreditCard|ExpYear|5|smallint
286|Sales|CreditCard|ModifiedDate|6|datetime
287|Production|Culture|CultureID|1|nchar
288|Production|Culture|Name|2|nvarchar
289|Production|Culture|ModifiedDate|3|datetime
290|Production|WorkOrderRouting|WorkOrderID|1|int
291|Production|WorkOrderRouting|ProductID|2|int
292|Production|WorkOrderRouting|OperationSequence|3|smallint
293|Production|WorkOrderRouting|LocationID|4|smallint
294|Production|WorkOrderRouting|ScheduledStartDate|5|datetime
295|Production|WorkOrderRouting|ScheduledEndDate|6|datetime
296|Production|WorkOrderRouting|ActualStartDate|7|datetime
297|Production|WorkOrderRouting|ActualEndDate|8|datetime
298|Production|WorkOrderRouting|ActualResourceHrs|9|decimal
299|Production|WorkOrderRouting|PlannedCost|10|money
300|Production|WorkOrderRouting|ActualCost|11|money
301|Production|WorkOrderRouting|ModifiedDate|12|datetime
302|Sales|Currency|CurrencyCode|1|nchar
303|Sales|Currency|Name|2|nvarchar
304|Sales|Currency|ModifiedDate|3|datetime
305|Purchasing|PurchaseOrderHeader|PurchaseOrderID|1|int
306|Purchasing|PurchaseOrderHeader|RevisionNumber|2|tinyint
307|Purchasing|PurchaseOrderHeader|Status|3|tinyint
308|Purchasing|PurchaseOrderHeader|EmployeeID|4|int
309|Purchasing|PurchaseOrderHeader|VendorID|5|int
310|Purchasing|PurchaseOrderHeader|ShipMethodID|6|int
311|Purchasing|PurchaseOrderHeader|OrderDate|7|datetime
312|Purchasing|PurchaseOrderHeader|ShipDate|8|datetime
313|Purchasing|PurchaseOrderHeader|SubTotal|9|money
314|Purchasing|PurchaseOrderHeader|TaxAmt|10|money
315|Purchasing|PurchaseOrderHeader|Freight|11|money
316|Purchasing|PurchaseOrderHeader|TotalDue|12|money
317|Purchasing|PurchaseOrderHeader|ModifiedDate|13|datetime
318|Sales|CurrencyRate|CurrencyRateID|1|int
319|Sales|CurrencyRate|CurrencyRateDate|2|datetime
320|Sales|CurrencyRate|FromCurrencyCode|3|nchar
321|Sales|CurrencyRate|ToCurrencyCode|4|nchar
322|Sales|CurrencyRate|AverageRate|5|money
323|Sales|CurrencyRate|EndOfDayRate|6|money
324|Sales|CurrencyRate|ModifiedDate|7|datetime
325|Sales|Customer|CustomerID|1|int
326|Sales|Customer|PersonID|2|int
327|Sales|Customer|StoreID|3|int
328|Sales|Customer|TerritoryID|4|int
329|Sales|Customer|AccountNumber|5|varchar
330|Sales|Customer|rowguid|6|uniqueidentifier
331|Sales|Customer|ModifiedDate|7|datetime
332|HumanResources|Department|DepartmentID|1|smallint
333|HumanResources|Department|Name|2|nvarchar
334|HumanResources|Department|GroupName|3|nvarchar
335|HumanResources|Department|ModifiedDate|4|datetime
336|Production|Document|DocumentNode|1|hierarchyid
337|Production|Document|DocumentLevel|2|smallint
338|Production|Document|Title|3|nvarchar
339|Production|Document|Owner|4|int
340|Production|Document|FolderFlag|5|bit
341|Production|Document|FileName|6|nvarchar
342|Production|Document|FileExtension|7|nvarchar
343|Production|Document|Revision|8|nchar
344|Production|Document|ChangeNumber|9|int
345|Production|Document|Status|10|tinyint
346|Production|Document|DocumentSummary|11|nvarchar
347|Production|Document|Document|12|varbinary
348|Production|Document|rowguid|13|uniqueidentifier
349|Production|Document|ModifiedDate|14|datetime
350|Sales|SalesOrderDetail|SalesOrderID|1|int
351|Sales|SalesOrderDetail|SalesOrderDetailID|2|int
352|Sales|SalesOrderDetail|CarrierTrackingNumber|3|nvarchar
353|Sales|SalesOrderDetail|OrderQty|4|smallint
354|Sales|SalesOrderDetail|ProductID|5|int
355|Sales|SalesOrderDetail|SpecialOfferID|6|int
356|Sales|SalesOrderDetail|UnitPrice|7|money
357|Sales|SalesOrderDetail|UnitPriceDiscount|8|money
358|Sales|SalesOrderDetail|LineTotal|9|numeric
359|Sales|SalesOrderDetail|rowguid|10|uniqueidentifier
360|Sales|SalesOrderDetail|ModifiedDate|11|datetime
361|Person|EmailAddress|BusinessEntityID|1|int
362|Person|EmailAddress|EmailAddressID|2|int
363|Person|EmailAddress|EmailAddress|3|nvarchar
364|Person|EmailAddress|rowguid|4|uniqueidentifier
365|Person|EmailAddress|ModifiedDate|5|datetime
366|HumanResources|Employee|BusinessEntityID|1|int
367|HumanResources|Employee|NationalIDNumber|2|nvarchar
368|HumanResources|Employee|LoginID|3|nvarchar
369|HumanResources|Employee|OrganizationNode|4|hierarchyid
370|HumanResources|Employee|OrganizationLevel|5|smallint
371|HumanResources|Employee|JobTitle|6|nvarchar
372|HumanResources|Employee|BirthDate|7|date
373|HumanResources|Employee|MaritalStatus|8|nchar
374|HumanResources|Employee|Gender|9|nchar
375|HumanResources|Employee|HireDate|10|date
376|HumanResources|Employee|SalariedFlag|11|bit
377|HumanResources|Employee|VacationHours|12|smallint
378|HumanResources|Employee|SickLeaveHours|13|smallint
379|HumanResources|Employee|CurrentFlag|14|bit
380|HumanResources|Employee|rowguid|15|uniqueidentifier
381|HumanResources|Employee|ModifiedDate|16|datetime
382|Sales|SalesOrderHeader|SalesOrderID|1|int
383|Sales|SalesOrderHeader|RevisionNumber|2|tinyint
384|Sales|SalesOrderHeader|OrderDate|3|datetime
385|Sales|SalesOrderHeader|DueDate|4|datetime
386|Sales|SalesOrderHeader|ShipDate|5|datetime
387|Sales|SalesOrderHeader|Status|6|tinyint
388|Sales|SalesOrderHeader|OnlineOrderFlag|7|bit
389|Sales|SalesOrderHeader|SalesOrderNumber|8|nvarchar
390|Sales|SalesOrderHeader|PurchaseOrderNumber|9|nvarchar
391|Sales|SalesOrderHeader|AccountNumber|10|nvarchar
392|Sales|SalesOrderHeader|CustomerID|11|int
393|Sales|SalesOrderHeader|SalesPersonID|12|int
394|Sales|SalesOrderHeader|TerritoryID|13|int
395|Sales|SalesOrderHeader|BillToAddressID|14|int
396|Sales|SalesOrderHeader|ShipToAddressID|15|int
397|Sales|SalesOrderHeader|ShipMethodID|16|int
398|Sales|SalesOrderHeader|CreditCardID|17|int
399|Sales|SalesOrderHeader|CreditCardApprovalCode|18|varchar
400|Sales|SalesOrderHeader|CurrencyRateID|19|int
401|Sales|SalesOrderHeader|SubTotal|20|money
402|Sales|SalesOrderHeader|TaxAmt|21|money
403|Sales|SalesOrderHeader|Freight|22|money
404|Sales|SalesOrderHeader|TotalDue|23|money
405|Sales|SalesOrderHeader|Comment|24|nvarchar
406|Sales|SalesOrderHeader|rowguid|25|uniqueidentifier
407|Sales|SalesOrderHeader|ModifiedDate|26|datetime
408|HumanResources|EmployeeDepartmentHistory|BusinessEntityID|1|int
409|HumanResources|EmployeeDepartmentHistory|DepartmentID|2|smallint
410|HumanResources|EmployeeDepartmentHistory|ShiftID|3|tinyint
411|HumanResources|EmployeeDepartmentHistory|StartDate|4|date
412|HumanResources|EmployeeDepartmentHistory|EndDate|5|date
413|HumanResources|EmployeeDepartmentHistory|ModifiedDate|6|datetime
414|HumanResources|EmployeePayHistory|BusinessEntityID|1|int
415|HumanResources|EmployeePayHistory|RateChangeDate|2|datetime
416|HumanResources|EmployeePayHistory|Rate|3|money
417|HumanResources|EmployeePayHistory|PayFrequency|4|tinyint
418|HumanResources|EmployeePayHistory|ModifiedDate|5|datetime
419|Sales|SalesOrderHeaderSalesReason|SalesOrderID|1|int
420|Sales|SalesOrderHeaderSalesReason|SalesReasonID|2|int
421|Sales|SalesOrderHeaderSalesReason|ModifiedDate|3|datetime
422|Sales|SalesPerson|BusinessEntityID|1|int
423|Sales|SalesPerson|TerritoryID|2|int
424|Sales|SalesPerson|SalesQuota|3|money
425|Sales|SalesPerson|Bonus|4|money
426|Sales|SalesPerson|CommissionPct|5|smallmoney
427|Sales|SalesPerson|SalesYTD|6|money
428|Sales|SalesPerson|SalesLastYear|7|money
429|Sales|SalesPerson|rowguid|8|uniqueidentifier
430|Sales|SalesPerson|ModifiedDate|9|datetime
431|Production|Illustration|IllustrationID|1|int
432|Production|Illustration|Diagram|2|xml
433|Production|Illustration|ModifiedDate|3|datetime
434|HumanResources|JobCandidate|JobCandidateID|1|int
435|HumanResources|JobCandidate|BusinessEntityID|2|int
436|HumanResources|JobCandidate|Resume|3|xml
437|HumanResources|JobCandidate|ModifiedDate|4|datetime
438|Production|Location|LocationID|1|smallint
439|Production|Location|Name|2|nvarchar
440|Production|Location|CostRate|3|smallmoney
441|Production|Location|Availability|4|decimal
442|Production|Location|ModifiedDate|5|datetime
443|Person|Password|BusinessEntityID|1|int
444|Person|Password|PasswordHash|2|varchar
445|Person|Password|PasswordSalt|3|varchar
446|Person|Password|rowguid|4|uniqueidentifier
447|Person|Password|ModifiedDate|5|datetime
448|Sales|SalesPersonQuotaHistory|BusinessEntityID|1|int
449|Sales|SalesPersonQuotaHistory|QuotaDate|2|datetime
450|Sales|SalesPersonQuotaHistory|SalesQuota|3|money
451|Sales|SalesPersonQuotaHistory|rowguid|4|uniqueidentifier
452|Sales|SalesPersonQuotaHistory|ModifiedDate|5|datetime
453|Person|Person|BusinessEntityID|1|int
454|Person|Person|PersonType|2|nchar
455|Person|Person|NameStyle|3|bit
456|Person|Person|Title|4|nvarchar
457|Person|Person|FirstName|5|nvarchar
458|Person|Person|MiddleName|6|nvarchar
459|Person|Person|LastName|7|nvarchar
460|Person|Person|Suffix|8|nvarchar
461|Person|Person|EmailPromotion|9|int
462|Person|Person|AdditionalContactInfo|10|xml
463|Person|Person|Demographics|11|xml
464|Person|Person|rowguid|12|uniqueidentifier
465|Person|Person|ModifiedDate|13|datetime
466|Sales|SalesReason|SalesReasonID|1|int
467|Sales|SalesReason|Name|2|nvarchar
468|Sales|SalesReason|ReasonType|3|nvarchar
469|Sales|SalesReason|ModifiedDate|4|datetime
470|Sales|SalesTaxRate|SalesTaxRateID|1|int
471|Sales|SalesTaxRate|StateProvinceID|2|int
472|Sales|SalesTaxRate|TaxType|3|tinyint
473|Sales|SalesTaxRate|TaxRate|4|smallmoney
474|Sales|SalesTaxRate|Name|5|nvarchar
475|Sales|SalesTaxRate|rowguid|6|uniqueidentifier
476|Sales|SalesTaxRate|ModifiedDate|7|datetime
477|Sales|PersonCreditCard|BusinessEntityID|1|int
478|Sales|PersonCreditCard|CreditCardID|2|int
479|Sales|PersonCreditCard|ModifiedDate|3|datetime
480|Person|vAdditionalContactInfo|BusinessEntityID|1|int
481|Person|vAdditionalContactInfo|FirstName|2|nvarchar
482|Person|vAdditionalContactInfo|MiddleName|3|nvarchar
483|Person|vAdditionalContactInfo|LastName|4|nvarchar
484|Person|vAdditionalContactInfo|TelephoneNumber|5|nvarchar
485|Person|vAdditionalContactInfo|TelephoneSpecialInstructions|6|nvarchar
486|Person|vAdditionalContactInfo|Street|7|nvarchar
487|Person|vAdditionalContactInfo|City|8|nvarchar
488|Person|vAdditionalContactInfo|StateProvince|9|nvarchar
489|Person|vAdditionalContactInfo|PostalCode|10|nvarchar
490|Person|vAdditionalContactInfo|CountryRegion|11|nvarchar
491|Person|vAdditionalContactInfo|HomeAddressSpecialInstructions|12|nvarchar
492|Person|vAdditionalContactInfo|EMailAddress|13|nvarchar
493|Person|vAdditionalContactInfo|EMailSpecialInstructions|14|nvarchar
494|Person|vAdditionalContactInfo|EMailTelephoneNumber|15|nvarchar
495|Person|vAdditionalContactInfo|rowguid|16|uniqueidentifier
496|Person|vAdditionalContactInfo|ModifiedDate|17|datetime
497|Person|PersonPhone|BusinessEntityID|1|int
498|Person|PersonPhone|PhoneNumber|2|nvarchar
499|Person|PersonPhone|PhoneNumberTypeID|3|int
500|Person|PersonPhone|ModifiedDate|4|datetime
501|HumanResources|vEmployee|BusinessEntityID|1|int
502|HumanResources|vEmployee|Title|2|nvarchar
503|HumanResources|vEmployee|FirstName|3|nvarchar
504|HumanResources|vEmployee|MiddleName|4|nvarchar
505|HumanResources|vEmployee|LastName|5|nvarchar
506|HumanResources|vEmployee|Suffix|6|nvarchar
507|HumanResources|vEmployee|JobTitle|7|nvarchar
508|HumanResources|vEmployee|PhoneNumber|8|nvarchar
509|HumanResources|vEmployee|PhoneNumberType|9|nvarchar
510|HumanResources|vEmployee|EmailAddress|10|nvarchar
511|HumanResources|vEmployee|EmailPromotion|11|int
512|HumanResources|vEmployee|AddressLine1|12|nvarchar
513|HumanResources|vEmployee|AddressLine2|13|nvarchar
