|TABLE_SCHEMA|TABLE_NAME|COLUMN_NAME|ORDINAL_POSITION|DATA_TYPE
69|HumanResources|vJobCandidateEmployment|Emp.OrgName|4|nvarchar
70|HumanResources|vJobCandidateEmployment|Emp.JobTitle|5|nvarchar
71|HumanResources|vJobCandidateEmployment|Emp.Responsibility|6|nvarchar
72|HumanResources|vJobCandidateEmployment|Emp.FunctionCategory|7|nvarchar
73|HumanResources|vJobCandidateEmployment|Emp.IndustryCategory|8|nvarchar
74|HumanResources|vJobCandidateEmployment|Emp.Loc.CountryRegion|9|nvarchar
75|HumanResources|vJobCandidateEmployment|Emp.Loc.State|10|nvarchar
76|HumanResources|vJobCandidateEmployment|Emp.Loc.City|11|nvarchar
77|HumanResources|vJobCandidateEducation|JobCandidateID|1|int
78|HumanResources|vJobCandidateEducation|Edu.Level|2|nvarchar
79|HumanResources|vJobCandidateEducation|Edu.StartDate|3|datetime
80|HumanResources|vJobCandidateEducation|Edu.EndDate|4|datetime
81|HumanResources|vJobCandidateEducation|Edu.Degree|5|nvarchar
82|HumanResources|vJobCandidateEducation|Edu.Major|6|nvarchar
83|HumanResources|vJobCandidateEducation|Edu.Minor|7|nvarchar
84|HumanResources|vJobCandidateEducation|Edu.GPA|8|nvarchar
85|HumanResources|vJobCandidateEducation|Edu.GPAScale|9|nvarchar
86|HumanResources|vJobCandidateEducation|Edu.School|10|nvarchar
87|HumanResources|vJobCandidateEducation|Edu.Loc.CountryRegion|11|nvarchar
88|HumanResources|vJobCandidateEducation|Edu.Loc.State|12|nvarchar
89|HumanResources|vJobCandidateEducation|Edu.Loc.City|13|nvarchar
90|Production|vProductAndDescription|ProductID|1|int
91|Production|vProductAndDescription|Name|2|nvarchar
92|Production|vProductAndDescription|ProductModel|3|nvarchar
93|Production|vProductAndDescription|CultureID|4|nchar
94|Production|vProductAndDescription|Description|5|nvarchar
95|Production|vProductModelCatalogDescription|ProductModelID|1|int
96|Production|vProductModelCatalogDescription|Name|2|nvarchar
97|Production|vProductModelCatalogDescription|Summary|3|nvarchar
98|Production|vProductModelCatalogDescription|Manufacturer|4|nvarchar
99|Production|vProductModelCatalogDescription|Copyright|5|nvarchar
100|Production|vProductModelCatalogDescription|ProductURL|6|nvarchar
101|Production|vProductModelCatalogDescription|WarrantyPeriod|7|nvarchar
102|Production|vProductModelCatalogDescription|WarrantyDescription|8|nvarchar
103|Production|vProductModelCatalogDescription|NoOfYears|9|nvarchar
104|Production|vProductModelCatalogDescription|MaintenanceDescription|10|nvarchar
105|Production|vProductModelCatalogDescription|Wheel|11|nvarchar
106|Production|vProductModelCatalogDescription|Saddle|12|nvarchar
107|Production|vProductModelCatalogDescription|Pedal|13|nvarchar
108|Production|vProductModelCatalogDescription|BikeFrame|14|nvarchar
109|Production|vProductModelCatalogDescription|Crankset|15|nvarchar
110|Production|vProductModelCatalogDescription|PictureAngle|16|nvarchar
111|Production|vProductModelCatalogDescription|PictureSize|17|nvarchar
112|Production|vProductModelCatalogDescription|ProductPhotoID|18|nvarchar
113|Production|vProductModelCatalogDescription|Material|19|nvarchar
114|Production|vProductModelCatalogDescription|Color|20|nvarchar
115|Production|vProductModelCatalogDescription|ProductLine|21|nvarchar
116|Production|vProductModelCatalogDescription|Style|22|nvarchar
117|Production|vProductModelCatalogDescription|RiderExperience|23|nvarchar
118|Production|vProductModelCatalogDescription|rowguid|24|uniqueidentifier
119|Production|vProductModelCatalogDescription|ModifiedDate|25|datetime
120|Sales|vIndividualCustomer|BusinessEntityID|1|int
121|Sales|vIndividualCustomer|Title|2|nvarchar
122|Sales|vIndividualCustomer|FirstName|3|nvarchar
123|Sales|vIndividualCustomer|MiddleName|4|nvarchar
124|Sales|vIndividualCustomer|LastName|5|nvarchar
125|Sales|vIndividualCustomer|Suffix|6|nvarchar
126|Sales|vIndividualCustomer|PhoneNumber|7|nvarchar
127|Sales|vIndividualCustomer|PhoneNumberType|8|nvarchar
128|Sales|vIndividualCustomer|EmailAddress|9|nvarchar
129|Sales|vIndividualCustomer|EmailPromotion|10|int
130|Sales|vIndividualCustomer|AddressType|11|nvarchar
131|Sales|vIndividualCustomer|AddressLine1|12|nvarchar
132|Sales|vIndividualCustomer|AddressLine2|13|nvarchar
133|Sales|vIndividualCustomer|City|14|nvarchar
134|Sales|vIndividualCustomer|StateProvinceName|15|nvarchar
135|Sales|vIndividualCustomer|PostalCode|16|nvarchar
136|Sales|vIndividualCustomer|CountryRegionName|17|nvarchar
137|Sales|vIndividualCustomer|Demographics|18|xml
138|Sales|vStoreWithAddresses|BusinessEntityID|1|int
139|Sales|vStoreWithAddresses|Name|2|nvarchar
140|Sales|vStoreWithAddresses|AddressType|3|nvarchar
141|Sales|vStoreWithAddresses|AddressLine1|4|nvarchar
142|Sales|vStoreWithAddresses|AddressLine2|5|nvarchar
143|Sales|vStoreWithAddresses|City|6|nvarchar
144|Sales|vStoreWithAddresses|StateProvinceName|7|nvarchar
145|Sales|vStoreWithAddresses|PostalCode|8|nvarchar
146|Sales|vStoreWithAddresses|CountryRegionName|9|nvarchar
147|Purchasing|vVendorWithContacts|BusinessEntityID|1|int
148|Purchasing|vVendorWithContacts|Name|2|nvarchar
149|Purchasing|vVendorWithContacts|ContactType|3|nvarchar
150|Purchasing|vVendorWithContacts|Title|4|nvarchar
151|Purchasing|vVendorWithContacts|FirstName|5|nvarchar
152|Purchasing|vVendorWithContacts|MiddleName|6|nvarchar
153|Purchasing|vVendorWithContacts|LastName|7|nvarchar
154|Purchasing|vVendorWithContacts|Suffix|8|nvarchar
155|Purchasing|vVendorWithContacts|PhoneNumber|9|nvarchar
156|Purchasing|vVendorWithContacts|PhoneNumberType|10|nvarchar
157|Purchasing|vVendorWithContacts|EmailAddress|11|nvarchar
158|Purchasing|vVendorWithContacts|EmailPromotion|12|int
159|HumanResources|Shift|ShiftID|1|tinyint
160|HumanResources|Shift|Name|2|nvarchar
161|HumanResources|Shift|StartTime|3|time
162|HumanResources|Shift|EndTime|4|time
163|HumanResources|Shift|ModifiedDate|5|datetime
164|Purchasing|vVendorWithAddresses|BusinessEntityID|1|int
165|Purchasing|vVendorWithAddresses|Name|2|nvarchar
166|Purchasing|vVendorWithAddresses|AddressType|3|nvarchar
167|Purchasing|vVendorWithAddresses|AddressLine1|4|nvarchar
168|Purchasing|vVendorWithAddresses|AddressLine2|5|nvarchar
169|Purchasing|vVendorWithAddresses|City|6|nvarchar
170|Purchasing|vVendorWithAddresses|StateProvinceName|7|nvarchar
171|Purchasing|vVendorWithAddresses|PostalCode|8|nvarchar
172|Purchasing|vVendorWithAddresses|CountryRegionName|9|nvarchar
173|Production|ProductCategory|ProductCategoryID|1|int
174|Production|ProductCategory|Name|2|nvarchar
175|Production|ProductCategory|rowguid|3|uniqueidentifier
176|Production|ProductCategory|ModifiedDate|4|datetime
177|Purchasing|ShipMethod|ShipMethodID|1|int
178|Purchasing|ShipMethod|Name|2|nvarchar
179|Purchasing|ShipMethod|ShipBase|3|money
180|Purchasing|ShipMethod|ShipRate|4|money
181|Purchasing|ShipMethod|rowguid|5|uniqueidentifier
182|Purchasing|ShipMethod|ModifiedDate|6|datetime
183|Production|ProductCostHistory|ProductID|1|int
184|Production|ProductCostHistory|StartDate|2|datetime
185|Production|ProductCostHistory|EndDate|3|datetime
186|Production|ProductCostHistory|StandardCost|4|money
187|Production|ProductCostHistory|ModifiedDate|5|datetime
188|Production|ProductDescription|ProductDescriptionID|1|int
189|Production|ProductDescription|Description|2|nvarchar
190|Production|ProductDescription|rowguid|3|uniqueidentifier
191|Production|ProductDescription|ModifiedDate|4|datetime
192|Sales|ShoppingCartItem|ShoppingCartItemID|1|int
193|Sales|ShoppingCartItem|ShoppingCartID|2|nvarchar
194|Sales|ShoppingCartItem|Quantity|3|int
195|Sales|ShoppingCartItem|ProductID|4|int
196|Sales|ShoppingCartItem|DateCreated|5|datetime
197|Sales|ShoppingCartItem|ModifiedDate|6|datetime
198|Production|ProductDocument|ProductID|1|int
199|Production|ProductDocument|DocumentNode|2|hierarchyid
200|Production|ProductDocument|ModifiedDate|3|datetime
201|dbo|DatabaseLog|DatabaseLogID|1|int
202|dbo|DatabaseLog|PostTime|2|datetime
203|dbo|DatabaseLog|DatabaseUser|3|nvarchar
204|dbo|DatabaseLog|Event|4|nvarchar
205|dbo|DatabaseLog|Schema|5|nvarchar
206|dbo|DatabaseLog|Object|6|nvarchar
207|dbo|DatabaseLog|TSQL|7|nvarchar
208|dbo|DatabaseLog|XmlEvent|8|xml
209|Production|ProductInventory|ProductID|1|int
210|Production|ProductInventory|LocationID|2|smallint
211|Production|ProductInventory|Shelf|3|nvarchar
212|Production|ProductInventory|Bin|4|tinyint
213|Production|ProductInventory|Quantity|5|smallint
214|Production|ProductInventory|rowguid|6|uniqueidentifier
215|Production|ProductInventory|ModifiedDate|7|datetime
216|Sales|SpecialOffer|SpecialOfferID|1|int
217|Sales|SpecialOffer|Description|2|nvarchar
218|Sales|SpecialOffer|DiscountPct|3|smallmoney
219|Sales|SpecialOffer|Type|4|nvarchar
220|Sales|SpecialOffer|Category|5|nvarchar
221|Sales|SpecialOffer|StartDate|6|datetime
222|Sales|SpecialOffer|EndDate|7|datetime
223|Sales|SpecialOffer|MinQty|8|int
224|Sales|SpecialOffer|MaxQty|9|int
225|Sales|SpecialOffer|rowguid|10|uniqueidentifier
226|Sales|SpecialOffer|ModifiedDate|11|datetime
227|dbo|ErrorLog|ErrorLogID|1|int
228|dbo|ErrorLog|ErrorTime|2|datetime
229|dbo|ErrorLog|UserName|3|nvarchar
230|dbo|ErrorLog|ErrorNumber|4|int
231|dbo|ErrorLog|ErrorSeverity|5|int
232|dbo|ErrorLog|ErrorState|6|int
233|dbo|ErrorLog|ErrorProcedure|7|nvarchar
234|dbo|ErrorLog|ErrorLine|8|int
235|dbo|ErrorLog|ErrorMessage|9|nvarchar
236|Production|ProductListPriceHistory|ProductID|1|int
237|Production|ProductListPriceHistory|StartDate|2|datetime
238|Production|ProductListPriceHistory|EndDate|3|datetime
239|Production|ProductListPriceHistory|ListPrice|4|money
240|Production|ProductListPriceHistory|ModifiedDate|5|datetime
241|Person|Address|AddressID|1|int
242|Person|Address|AddressLine1|2|nvarchar
243|Person|Address|AddressLine2|3|nvarchar
244|Person|Address|City|4|nvarchar
245|Person|Address|StateProvinceID|5|int
246|Person|Address|PostalCode|6|nvarchar
247|Person|Address|SpatialLocation|7|geography
248|Person|Address|rowguid|8|uniqueidentifier
249|Person|Address|ModifiedDate|9|datetime
250|Sales|SpecialOfferProduct|SpecialOfferID|1|int
251|Sales|SpecialOfferProduct|ProductID|2|int
252|Sales|SpecialOfferProduct|rowguid|3|uniqueidentifier
253|Sales|SpecialOfferProduct|ModifiedDate|4|datetime
254|Production|ProductModel|ProductModelID|1|int
255|Production|ProductModel|Name|2|nvarchar
256|Production|ProductModel|CatalogDescription|3|xml
257|Production|ProductModel|Instructions|4|xml
258|Production|ProductModel|rowguid|5|uniqueidentifier
259|Production|ProductModel|ModifiedDate|6|datetime
260|Person|AddressType|AddressTypeID|1|int
261|Person|AddressType|Name|2|nvarchar
262|Person|AddressType|rowguid|3|uniqueidentifier
263|Person|AddressType|ModifiedDate|4|datetime
264|Person|StateProvince|StateProvinceID|1|int
265|Person|StateProvince|StateProvinceCode|2|nchar
266|Person|StateProvince|CountryRegionCode|3|nvarchar
267|Person|StateProvince|IsOnlyStateProvinceFlag|4|bit
268|Person|StateProvince|Name|5|nvarchar
269|Person|StateProvince|TerritoryID|6|int
270|Person|StateProvince|rowguid|7|uniqueidentifier
271|Person|StateProvince|ModifiedDate|8|datetime
272|Production|ProductModelIllustration|ProductModelID|1|int
273|Production|ProductModelIllustration|IllustrationID|2|int
274|Production|ProductModelIllustration|ModifiedDate|3|datetime
275|dbo|AWBuildVersion|SystemInformationID|1|tinyint
276|dbo|AWBuildVersion|Database Version|2|nvarchar
277|dbo|AWBuildVersion|VersionDate|3|datetime
278|dbo|AWBuildVersion|ModifiedDate|4|datetime
279|Production|ProductModelProductDescriptionCulture|ProductModelID|1|int
280|Production|ProductModelProductDescriptionCulture|ProductDescriptionID|2|int
281|Production|ProductModelProductDescriptionCulture|CultureID|3|nchar
282|Production|ProductModelProductDescriptionCulture|ModifiedDate|4|datetime
283|Production|BillOfMaterials|BillOfMaterialsID|1|int
284|Production|BillOfMaterials|ProductAssemblyID|2|int
285|Production|BillOfMaterials|ComponentID|3|int
286|Production|BillOfMaterials|StartDate|4|datetime
287|Production|BillOfMaterials|EndDate|5|datetime
288|Production|BillOfMaterials|UnitMeasureCode|6|nchar
289|Production|BillOfMaterials|BOMLevel|7|smallint
290|Production|BillOfMaterials|PerAssemblyQty|8|decimal
291|Production|BillOfMaterials|ModifiedDate|9|datetime
292|Sales|Store|BusinessEntityID|1|int
293|Sales|Store|Name|2|nvarchar
294|Sales|Store|SalesPersonID|3|int
295|Sales|Store|Demographics|4|xml
296|Sales|Store|rowguid|5|uniqueidentifier
297|Sales|Store|ModifiedDate|6|datetime
298|Production|ProductPhoto|ProductPhotoID|1|int
299|Production|ProductPhoto|ThumbNailPhoto|2|varbinary
300|Production|ProductPhoto|ThumbnailPhotoFileName|3|nvarchar
301|Production|ProductPhoto|LargePhoto|4|varbinary
302|Production|ProductPhoto|LargePhotoFileName|5|nvarchar
303|Production|ProductPhoto|ModifiedDate|6|datetime
304|Production|ProductProductPhoto|ProductID|1|int
305|Production|ProductProductPhoto|ProductPhotoID|2|int
306|Production|ProductProductPhoto|Primary|3|bit
307|Production|ProductProductPhoto|ModifiedDate|4|datetime
308|Production|TransactionHistory|TransactionID|1|int
309|Production|TransactionHistory|ProductID|2|int
310|Production|TransactionHistory|ReferenceOrderID|3|int
311|Production|TransactionHistory|ReferenceOrderLineID|4|int
312|Production|TransactionHistory|TransactionDate|5|datetime
313|Production|TransactionHistory|TransactionType|6|nchar
314|Production|TransactionHistory|Quantity|7|int
315|Production|TransactionHistory|ActualCost|8|money
316|Production|TransactionHistory|ModifiedDate|9|datetime
317|Production|ProductReview|ProductReviewID|1|int
318|Production|ProductReview|ProductID|2|int
319|Production|ProductReview|ReviewerName|3|nvarchar
320|Production|ProductReview|ReviewDate|4|datetime
321|Production|ProductReview|EmailAddress|5|nvarchar
322|Production|ProductReview|Rating|6|int
323|Production|ProductReview|Comments|7|nvarchar
324|Production|ProductReview|ModifiedDate|8|datetime
325|Person|BusinessEntity|BusinessEntityID|1|int
326|Person|BusinessEntity|rowguid|2|uniqueidentifier
327|Person|BusinessEntity|ModifiedDate|3|datetime
328|Production|TransactionHistoryArchive|TransactionID|1|int
329|Production|TransactionHistoryArchive|ProductID|2|int
330|Production|TransactionHistoryArchive|ReferenceOrderID|3|int
331|Production|TransactionHistoryArchive|ReferenceOrderLineID|4|int
332|Production|TransactionHistoryArchive|TransactionDate|5|datetime
333|Production|TransactionHistoryArchive|TransactionType|6|nchar
334|Production|TransactionHistoryArchive|Quantity|7|int
335|Production|TransactionHistoryArchive|ActualCost|8|money
336|Production|TransactionHistoryArchive|ModifiedDate|9|datetime
337|Production|ProductSubcategory|ProductSubcategoryID|1|int
338|Production|ProductSubcategory|ProductCategoryID|2|int
339|Production|ProductSubcategory|Name|3|nvarchar
340|Production|ProductSubcategory|rowguid|4|uniqueidentifier
341|Production|ProductSubcategory|ModifiedDate|5|datetime
342|HumanResources|vEmployeeDepartmentHistory|BusinessEntityID|1|int
343|HumanResources|vEmployeeDepartmentHistory|Title|2|nvarchar
344|HumanResources|vEmployeeDepartmentHistory|FirstName|3|nvarchar
345|HumanResources|vEmployeeDepartmentHistory|MiddleName|4|nvarchar
346|HumanResources|vEmployeeDepartmentHistory|LastName|5|nvarchar
347|HumanResources|vEmployeeDepartmentHistory|Suffix|6|nvarchar
348|HumanResources|vEmployeeDepartmentHistory|Shift|7|nvarchar
349|HumanResources|vEmployeeDepartmentHistory|Department|8|nvarchar
350|HumanResources|vEmployeeDepartmentHistory|GroupName|9|nvarchar
351|HumanResources|vEmployeeDepartmentHistory|StartDate|10|date
352|HumanResources|vEmployeeDepartmentHistory|EndDate|11|date
353|Person|PhoneNumberType|PhoneNumberTypeID|1|int
354|Person|PhoneNumberType|Name|2|nvarchar
355|Person|PhoneNumberType|ModifiedDate|3|datetime
356|HumanResources|vEmployeeDepartment|BusinessEntityID|1|int
357|HumanResources|vEmployeeDepartment|Title|2|nvarchar
358|HumanResources|vEmployeeDepartment|FirstName|3|nvarchar
359|HumanResources|vEmployeeDepartment|MiddleName|4|nvarchar
360|HumanResources|vEmployeeDepartment|LastName|5|nvarchar
361|HumanResources|vEmployeeDepartment|Suffix|6|nvarchar
362|HumanResources|vEmployeeDepartment|JobTitle|7|nvarchar
363|HumanResources|vEmployeeDepartment|Department|8|nvarchar
364|HumanResources|vEmployeeDepartment|GroupName|9|nvarchar
365|HumanResources|vEmployeeDepartment|StartDate|10|date
366|Sales|SalesTerritory|TerritoryID|1|int
367|Sales|SalesTerritory|Name|2|nvarchar
368|Sales|SalesTerritory|CountryRegionCode|3|nvarchar
369|Sales|SalesTerritory|Group|4|nvarchar
370|Sales|SalesTerritory|SalesYTD|5|money
371|Sales|SalesTerritory|SalesLastYear|6|money
372|Sales|SalesTerritory|CostYTD|7|money
373|Sales|SalesTerritory|CostLastYear|8|money
374|Sales|SalesTerritory|rowguid|9|uniqueidentifier
375|Sales|SalesTerritory|ModifiedDate|10|datetime
376|HumanResources|vEmployee|BusinessEntityID|1|int
377|HumanResources|vEmployee|Title|2|nvarchar
378|HumanResources|vEmployee|FirstName|3|nvarchar
379|HumanResources|vEmployee|MiddleName|4|nvarchar
380|HumanResources|vEmployee|LastName|5|nvarchar
381|HumanResources|vEmployee|Suffix|6|nvarchar
382|HumanResources|vEmployee|JobTitle|7|nvarchar
383|HumanResources|vEmployee|PhoneNumber|8|nvarchar
384|HumanResources|vEmployee|PhoneNumberType|9|nvarchar
385|HumanResources|vEmployee|EmailAddress|10|nvarchar
386|HumanResources|vEmployee|EmailPromotion|11|int
387|HumanResources|vEmployee|AddressLine1|12|nvarchar
388|HumanResources|vEmployee|AddressLine2|13|nvarchar
389|HumanResources|vEmployee|City|14|nvarchar
390|HumanResources|vEmployee|StateProvinceName|15|nvarchar
391|HumanResources|vEmployee|PostalCode|16|nvarchar
392|HumanResources|vEmployee|CountryRegionName|17|nvarchar
393|HumanResources|vEmployee|AdditionalContactInfo|18|xml
394|Person|PersonPhone|BusinessEntityID|1|int
395|Person|PersonPhone|PhoneNumber|2|nvarchar
396|Person|PersonPhone|PhoneNumberTypeID|3|int
397|Person|PersonPhone|ModifiedDate|4|datetime
398|Person|vAdditionalContactInfo|BusinessEntityID|1|int
399|Person|vAdditionalContactInfo|FirstName|2|nvarchar
400|Person|vAdditionalContactInfo|MiddleName|3|nvarchar
401|Person|vAdditionalContactInfo|LastName|4|nvarchar
402|Person|vAdditionalContactInfo|TelephoneNumber|5|nvarchar
403|Person|vAdditionalContactInfo|TelephoneSpecialInstructions|6|nvarchar
404|Person|vAdditionalContactInfo|Street|7|nvarchar
405|Person|vAdditionalContactInfo|City|8|nvarchar
406|Person|vAdditionalContactInfo|StateProvince|9|nvarchar
407|Person|vAdditionalContactInfo|PostalCode|10|nvarchar
408|Person|vAdditionalContactInfo|CountryRegion|11|nvarchar
409|Person|vAdditionalContactInfo|HomeAddressSpecialInstructions|12|nvarchar
410|Person|vAdditionalContactInfo|EMailAddress|13|nvarchar
411|Person|vAdditionalContactInfo|EMailSpecialInstructions|14|nvarchar
412|Person|vAdditionalContactInfo|EMailTelephoneNumber|15|nvarchar
413|Person|vAdditionalContactInfo|rowguid|16|uniqueidentifier
414|Person|vAdditionalContactInfo|ModifiedDate|17|datetime
415|Sales|PersonCreditCard|BusinessEntityID|1|int
416|Sales|PersonCreditCard|CreditCardID|2|int
417|Sales|PersonCreditCard|ModifiedDate|3|datetime
418|Sales|SalesTaxRate|SalesTaxRateID|1|int
419|Sales|SalesTaxRate|StateProvinceID|2|int
420|Sales|SalesTaxRate|TaxType|3|tinyint
421|Sales|SalesTaxRate|TaxRate|4|smallmoney
422|Sales|SalesTaxRate|Name|5|nvarchar
423|Sales|SalesTaxRate|rowguid|6|uniqueidentifier
424|Sales|SalesTaxRate|ModifiedDate|7|datetime
425|Sales|SalesReason|SalesReasonID|1|int
426|Sales|SalesReason|Name|2|nvarchar
427|Sales|SalesReason|ReasonType|3|nvarchar
428|Sales|SalesReason|ModifiedDate|4|datetime
429|Person|Person|BusinessEntityID|1|int
430|Person|Person|PersonType|2|nchar
431|Person|Person|NameStyle|3|bit
432|Person|Person|Title|4|nvarchar
433|Person|Person|FirstName|5|nvarchar
434|Person|Person|MiddleName|6|nvarchar
435|Person|Person|LastName|7|nvarchar
436|Person|Person|Suffix|8|nvarchar
437|Person|Person|EmailPromotion|9|int
438|Person|Person|AdditionalContactInfo|10|xml
439|Person|Person|Demographics|11|xml
440|Person|Person|rowguid|12|uniqueidentifier
441|Person|Person|ModifiedDate|13|datetime
442|Sales|SalesPersonQuotaHistory|BusinessEntityID|1|int
443|Sales|SalesPersonQuotaHistory|QuotaDate|2|datetime
444|Sales|SalesPersonQuotaHistory|SalesQuota|3|money
445|Sales|SalesPersonQuotaHistory|rowguid|4|uniqueidentifier
446|Sales|SalesPersonQuotaHistory|ModifiedDate|5|datetime
447|Person|Password|BusinessEntityID|1|int
448|Person|Password|PasswordHash|2|varchar
449|Person|Password|PasswordSalt|3|varchar
450|Person|Password|rowguid|4|uniqueidentifier
451|Person|Password|ModifiedDate|5|datetime
452|Sales|SalesPerson|BusinessEntityID|1|int
453|Sales|SalesPerson|TerritoryID|2|int
454|Sales|SalesPerson|SalesQuota|3|money
455|Sales|SalesPerson|Bonus|4|money
456|Sales|SalesPerson|CommissionPct|5|smallmoney
457|Sales|SalesPerson|SalesYTD|6|money
458|Sales|SalesPerson|SalesLastYear|7|money
459|Sales|SalesPerson|rowguid|8|uniqueidentifier
460|Sales|SalesPerson|ModifiedDate|9|datetime
461|Sales|SalesOrderHeaderSalesReason|SalesOrderID|1|int
462|Sales|SalesOrderHeaderSalesReason|SalesReasonID|2|int
463|Sales|SalesOrderHeaderSalesReason|ModifiedDate|3|datetime
464|HumanResources|EmployeePayHistory|BusinessEntityID|1|int
465|HumanResources|EmployeePayHistory|RateChangeDate|2|datetime
466|HumanResources|EmployeePayHistory|Rate|3|money
467|HumanResources|EmployeePayHistory|PayFrequency|4|tinyint
468|HumanResources|EmployeePayHistory|ModifiedDate|5|datetime
469|Sales|vStoreWithContacts|BusinessEntityID|1|int
470|Sales|vStoreWithContacts|Name|2|nvarchar
471|Sales|vStoreWithContacts|ContactType|3|nvarchar
472|Sales|vStoreWithContacts|Title|4|nvarchar
473|Sales|vStoreWithContacts|FirstName|5|nvarchar
474|Sales|vStoreWithContacts|MiddleName|6|nvarchar
475|Sales|vStoreWithContacts|LastName|7|nvarchar
476|Sales|vStoreWithContacts|Suffix|8|nvarchar
477|Sales|vStoreWithContacts|PhoneNumber|9|nvarchar
478|Sales|vStoreWithContacts|PhoneNumberType|10|nvarchar
479|Sales|vStoreWithContacts|EmailAddress|11|nvarchar
480|Sales|vStoreWithContacts|EmailPromotion|12|int
481|Sales|vStoreWithDemographics|BusinessEntityID|1|int
482|Sales|vStoreWithDemographics|Name|2|nvarchar
483|Sales|vStoreWithDemographics|AnnualSales|3|money
484|Sales|vStoreWithDemographics|AnnualRevenue|4|money
485|Sales|vStoreWithDemographics|BankName|5|nvarchar
486|Sales|vStoreWithDemographics|BusinessType|6|nvarchar
487|Sales|vStoreWithDemographics|YearOpened|7|int
488|Sales|vStoreWithDemographics|Specialty|8|nvarchar
489|Sales|vStoreWithDemographics|SquareFeet|9|int
490|Sales|vStoreWithDemographics|Brands|10|nvarchar
491|Sales|vStoreWithDemographics|Internet|11|nvarchar
492|Sales|vStoreWithDemographics|NumberEmployees|12|int
493|Person|vStateProvinceCountryRegion|StateProvinceID|1|int
494|Person|vStateProvinceCountryRegion|StateProvinceCode|2|nchar
495|Person|vStateProvinceCountryRegion|IsOnlyStateProvinceFlag|3|bit
