|VIEW_SCHEMA|VIEW_NAME|TABLE_SCHEMA|TABLE_NAME|COLUMN_NAME
108|Sales|vStoreWithContacts|Person|ContactType|Name
109|Purchasing|vVendorWithContacts|Person|ContactType|Name
110|Sales|vStoreWithAddresses|Person|CountryRegion|CountryRegionCode
111|Purchasing|vVendorWithAddresses|Person|CountryRegion|CountryRegionCode
112|HumanResources|vEmployee|Person|CountryRegion|CountryRegionCode
113|Sales|vIndividualCustomer|Person|CountryRegion|CountryRegionCode
114|Sales|vSalesPerson|Person|CountryRegion|CountryRegionCode
115|Sales|vStoreWithAddresses|Person|CountryRegion|Name
116|Purchasing|vVendorWithAddresses|Person|CountryRegion|Name
117|HumanResources|vEmployee|Person|CountryRegion|Name
118|Sales|vIndividualCustomer|Person|CountryRegion|Name
119|Sales|vSalesPerson|Person|CountryRegion|Name
120|Person|vStateProvinceCountryRegion|Person|CountryRegion|CountryRegionCode
121|Person|vStateProvinceCountryRegion|Person|CountryRegion|Name
122|HumanResources|vEmployee|Person|EmailAddress|EmailAddress
123|Sales|vIndividualCustomer|Person|EmailAddress|EmailAddress
124|Sales|vSalesPerson|Person|EmailAddress|EmailAddress
125|HumanResources|vEmployee|HumanResources|Employee|BusinessEntityID
126|HumanResources|vEmployeeDepartment|HumanResources|Employee|BusinessEntityID
127|HumanResources|vEmployeeDepartmentHistory|HumanResources|Employee|BusinessEntityID
128|Sales|vSalesPerson|HumanResources|Employee|BusinessEntityID
129|Sales|vSalesPersonSalesByFiscalYears|HumanResources|Employee|BusinessEntityID
130|HumanResources|vEmployee|HumanResources|Employee|JobTitle
131|HumanResources|vEmployeeDepartment|HumanResources|Employee|JobTitle
132|Sales|vSalesPerson|HumanResources|Employee|JobTitle
133|Sales|vSalesPersonSalesByFiscalYears|HumanResources|Employee|JobTitle
134|Purchasing|vVendorWithContacts|Person|EmailAddress|EmailAddress
135|Sales|vStoreWithContacts|Person|EmailAddress|EmailAddress
136|Sales|vSalesPerson|Person|EmailAddress|BusinessEntityID
137|Sales|vIndividualCustomer|Person|EmailAddress|BusinessEntityID
138|HumanResources|vEmployee|Person|EmailAddress|BusinessEntityID
139|Purchasing|vVendorWithContacts|Person|EmailAddress|BusinessEntityID
140|Sales|vStoreWithContacts|Person|EmailAddress|BusinessEntityID
141|HumanResources|vEmployeeDepartmentHistory|HumanResources|Department|GroupName
142|HumanResources|vEmployeeDepartment|HumanResources|Department|GroupName
143|HumanResources|vEmployeeDepartmentHistory|HumanResources|Department|Name
144|HumanResources|vEmployeeDepartment|HumanResources|Department|Name
145|HumanResources|vEmployeeDepartmentHistory|HumanResources|Department|DepartmentID
146|HumanResources|vEmployeeDepartment|HumanResources|Department|DepartmentID
147|Sales|vIndividualCustomer|Sales|Customer|StoreID
148|Sales|vIndividualCustomer|Sales|Customer|PersonID
149|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesOrderHeader|OrderDate
150|Sales|vSalesPerson|Sales|SalesPerson|SalesQuota
151|Sales|vSalesPerson|Sales|SalesPerson|SalesYTD
152|Sales|vSalesPerson|Sales|SalesPerson|SalesLastYear
153|HumanResources|vJobCandidate|HumanResources|JobCandidate|JobCandidateID
154|HumanResources|vJobCandidateEmployment|HumanResources|JobCandidate|JobCandidateID
155|HumanResources|vJobCandidateEducation|HumanResources|JobCandidate|JobCandidateID
156|HumanResources|vJobCandidate|HumanResources|JobCandidate|BusinessEntityID
157|HumanResources|vJobCandidate|HumanResources|JobCandidate|Resume
158|HumanResources|vJobCandidateEmployment|HumanResources|JobCandidate|Resume
159|HumanResources|vJobCandidateEducation|HumanResources|JobCandidate|Resume
160|HumanResources|vJobCandidate|HumanResources|JobCandidate|ModifiedDate
161|Sales|vStoreWithContacts|Person|Person|BusinessEntityID
162|Purchasing|vVendorWithContacts|Person|Person|BusinessEntityID
163|Person|vAdditionalContactInfo|Person|Person|BusinessEntityID
164|HumanResources|vEmployee|Person|Person|BusinessEntityID
165|HumanResources|vEmployeeDepartment|Person|Person|BusinessEntityID
166|HumanResources|vEmployeeDepartmentHistory|Person|Person|BusinessEntityID
167|Sales|vIndividualCustomer|Person|Person|BusinessEntityID
168|Sales|vPersonDemographics|Person|Person|BusinessEntityID
169|Sales|vSalesPerson|Person|Person|BusinessEntityID
170|Sales|vSalesPersonSalesByFiscalYears|Person|Person|BusinessEntityID
171|Sales|vStoreWithContacts|Person|Person|Title
172|Purchasing|vVendorWithContacts|Person|Person|Title
173|HumanResources|vEmployee|Person|Person|Title
174|HumanResources|vEmployeeDepartment|Person|Person|Title
175|HumanResources|vEmployeeDepartmentHistory|Person|Person|Title
176|Sales|vIndividualCustomer|Person|Person|Title
177|Sales|vSalesPerson|Person|Person|Title
178|Sales|vStoreWithContacts|Person|Person|FirstName
179|Purchasing|vVendorWithContacts|Person|Person|FirstName
180|Person|vAdditionalContactInfo|Person|Person|FirstName
181|HumanResources|vEmployee|Person|Person|FirstName
182|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesOrderHeader|SalesPersonID
183|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesOrderHeader|SubTotal
184|HumanResources|vEmployeeDepartment|HumanResources|EmployeeDepartmentHistory|BusinessEntityID
185|HumanResources|vEmployeeDepartmentHistory|HumanResources|EmployeeDepartmentHistory|BusinessEntityID
186|HumanResources|vEmployeeDepartment|HumanResources|EmployeeDepartmentHistory|DepartmentID
187|HumanResources|vEmployeeDepartmentHistory|HumanResources|EmployeeDepartmentHistory|DepartmentID
188|HumanResources|vEmployeeDepartmentHistory|HumanResources|EmployeeDepartmentHistory|ShiftID
189|HumanResources|vEmployeeDepartment|HumanResources|EmployeeDepartmentHistory|StartDate
190|HumanResources|vEmployeeDepartmentHistory|HumanResources|EmployeeDepartmentHistory|StartDate
191|HumanResources|vEmployeeDepartment|HumanResources|EmployeeDepartmentHistory|EndDate
192|HumanResources|vEmployeeDepartmentHistory|HumanResources|EmployeeDepartmentHistory|EndDate
193|Sales|vSalesPerson|Sales|SalesPerson|BusinessEntityID
194|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesPerson|BusinessEntityID
195|Sales|vSalesPerson|Sales|SalesPerson|TerritoryID
196|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesPerson|TerritoryID
197|HumanResources|vEmployeeDepartment|Person|Person|FirstName
198|HumanResources|vEmployeeDepartmentHistory|Person|Person|FirstName
199|Sales|vIndividualCustomer|Person|Person|FirstName
200|Sales|vSalesPerson|Person|Person|FirstName
201|Sales|vSalesPersonSalesByFiscalYears|Person|Person|FirstName
202|Sales|vStoreWithContacts|Person|Person|MiddleName
203|Purchasing|vVendorWithContacts|Person|Person|MiddleName
204|Person|vAdditionalContactInfo|Person|Person|MiddleName
205|HumanResources|vEmployee|Person|Person|MiddleName
206|HumanResources|vEmployeeDepartment|Person|Person|MiddleName
207|HumanResources|vEmployeeDepartmentHistory|Person|Person|MiddleName
208|Sales|vIndividualCustomer|Person|Person|MiddleName
209|Sales|vSalesPerson|Person|Person|MiddleName
210|Sales|vSalesPersonSalesByFiscalYears|Person|Person|MiddleName
211|Sales|vStoreWithContacts|Person|Person|LastName
212|Purchasing|vVendorWithContacts|Person|Person|LastName
213|Person|vAdditionalContactInfo|Person|Person|LastName
214|HumanResources|vEmployee|Person|Person|LastName
215|HumanResources|vEmployeeDepartment|Person|Person|LastName
216|HumanResources|vEmployeeDepartmentHistory|Person|Person|LastName
217|Sales|vIndividualCustomer|Person|Person|LastName
218|Sales|vSalesPerson|Person|Person|LastName
219|Sales|vSalesPersonSalesByFiscalYears|Person|Person|LastName
220|Sales|vStoreWithContacts|Person|Person|Suffix
221|Purchasing|vVendorWithContacts|Person|Person|Suffix
222|HumanResources|vEmployee|Person|Person|Suffix
223|HumanResources|vEmployeeDepartment|Person|Person|Suffix
224|HumanResources|vEmployeeDepartmentHistory|Person|Person|Suffix
225|Sales|vIndividualCustomer|Person|Person|Suffix
226|Sales|vSalesPerson|Person|Person|Suffix
227|Sales|vStoreWithContacts|Person|Person|EmailPromotion
228|Purchasing|vVendorWithContacts|Person|Person|EmailPromotion
229|HumanResources|vEmployee|Person|Person|EmailPromotion
230|Sales|vIndividualCustomer|Person|Person|EmailPromotion
231|Sales|vSalesPerson|Person|Person|EmailPromotion
232|Person|vAdditionalContactInfo|Person|Person|AdditionalContactInfo
233|HumanResources|vEmployee|Person|Person|AdditionalContactInfo
234|Sales|vIndividualCustomer|Person|Person|Demographics
235|Sales|vPersonDemographics|Person|Person|Demographics
236|Person|vAdditionalContactInfo|Person|Person|rowguid
237|Person|vAdditionalContactInfo|Person|Person|ModifiedDate
238|Sales|vStoreWithContacts|Person|PersonPhone|BusinessEntityID
239|Purchasing|vVendorWithContacts|Person|PersonPhone|BusinessEntityID
240|HumanResources|vEmployee|Person|PersonPhone|BusinessEntityID
241|Sales|vIndividualCustomer|Person|PersonPhone|BusinessEntityID
242|Sales|vSalesPerson|Person|PersonPhone|BusinessEntityID
243|Sales|vStoreWithContacts|Person|PersonPhone|PhoneNumber
244|Purchasing|vVendorWithContacts|Person|PersonPhone|PhoneNumber
245|HumanResources|vEmployee|Person|PersonPhone|PhoneNumber
246|Sales|vIndividualCustomer|Person|PersonPhone|PhoneNumber
247|Sales|vSalesPerson|Person|PersonPhone|PhoneNumber
248|Sales|vStoreWithContacts|Person|PersonPhone|PhoneNumberTypeID
249|Purchasing|vVendorWithContacts|Person|PersonPhone|PhoneNumberTypeID
250|HumanResources|vEmployee|Person|PersonPhone|PhoneNumberTypeID
251|Sales|vIndividualCustomer|Person|PersonPhone|PhoneNumberTypeID
252|Sales|vSalesPerson|Person|PersonPhone|PhoneNumberTypeID
253|Sales|vSalesPerson|Sales|SalesTerritory|TerritoryID
254|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesTerritory|TerritoryID
255|Sales|vSalesPerson|Sales|SalesTerritory|Name
256|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesTerritory|Name
257|Sales|vSalesPerson|Sales|SalesTerritory|Group
258|Sales|vStoreWithContacts|Person|PhoneNumberType|PhoneNumberTypeID
259|Purchasing|vVendorWithContacts|Person|PhoneNumberType|PhoneNumberTypeID
260|HumanResources|vEmployee|Person|PhoneNumberType|PhoneNumberTypeID
261|Sales|vIndividualCustomer|Person|PhoneNumberType|PhoneNumberTypeID
262|Sales|vSalesPerson|Person|PhoneNumberType|PhoneNumberTypeID
263|Sales|vStoreWithContacts|Person|PhoneNumberType|Name
264|Purchasing|vVendorWithContacts|Person|PhoneNumberType|Name
265|HumanResources|vEmployee|Person|PhoneNumberType|Name
266|Sales|vIndividualCustomer|Person|PhoneNumberType|Name
267|Sales|vSalesPerson|Person|PhoneNumberType|Name
268|Production|vProductAndDescription|Production|Product|ProductID
269|Production|vProductAndDescription|Production|Product|Name
270|Production|vProductAndDescription|Production|Product|ProductModelID
