|VIEW_SCHEMA|VIEW_NAME|TABLE_SCHEMA|TABLE_NAME|COLUMN_NAME
64|Sales|vIndividualCustomer|Person|CountryRegion|CountryRegionCode
65|Sales|vIndividualCustomer|Person|CountryRegion|Name
66|Sales|vIndividualCustomer|Sales|Customer|PersonID
67|Sales|vIndividualCustomer|Sales|Customer|StoreID
68|Person|vAdditionalContactInfo|Person|Person|rowguid
69|Person|vAdditionalContactInfo|Person|Person|AdditionalContactInfo
70|Sales|vIndividualCustomer|Person|Person|BusinessEntityID
71|Sales|vIndividualCustomer|Person|Person|Title
72|Sales|vIndividualCustomer|Person|Person|FirstName
73|Sales|vIndividualCustomer|Person|Person|MiddleName
74|Sales|vIndividualCustomer|Person|Person|LastName
75|Sales|vIndividualCustomer|Person|Person|Suffix
76|Sales|vIndividualCustomer|Person|Person|EmailPromotion
77|Sales|vIndividualCustomer|Person|Person|Demographics
78|Sales|vPersonDemographics|Person|Person|BusinessEntityID
79|Sales|vPersonDemographics|Person|Person|Demographics
80|Person|vAdditionalContactInfo|Person|Person|LastName
81|Person|vAdditionalContactInfo|Person|Person|MiddleName
82|Person|vAdditionalContactInfo|Person|Person|FirstName
83|Person|vAdditionalContactInfo|Person|Person|BusinessEntityID
84|HumanResources|vEmployee|Person|EmailAddress|BusinessEntityID
85|HumanResources|vJobCandidateEmployment|HumanResources|JobCandidate|Resume
86|HumanResources|vJobCandidateEducation|HumanResources|JobCandidate|JobCandidateID
87|HumanResources|vJobCandidateEducation|HumanResources|JobCandidate|Resume
88|HumanResources|vEmployee|Person|EmailAddress|EmailAddress
89|HumanResources|vEmployee|HumanResources|Employee|BusinessEntityID
90|HumanResources|vEmployee|HumanResources|Employee|JobTitle
91|HumanResources|vEmployeeDepartment|HumanResources|Employee|BusinessEntityID
92|HumanResources|vEmployeeDepartment|HumanResources|Employee|JobTitle
93|HumanResources|vEmployeeDepartment|HumanResources|EmployeeDepartmentHistory|BusinessEntityID
94|HumanResources|vEmployeeDepartment|HumanResources|EmployeeDepartmentHistory|DepartmentID
95|Production|vProductAndDescription|Production|ProductModel|ProductModelID
96|Production|vProductAndDescription|Production|ProductModel|Name
97|Production|vProductAndDescription|Production|ProductModelProductDescriptionCulture|ProductModelID
98|Production|vProductAndDescription|Production|ProductModelProductDescriptionCulture|ProductDescriptionID
99|Production|vProductAndDescription|Production|ProductModelProductDescriptionCulture|CultureID
100|Production|vProductModelCatalogDescription|Production|ProductModel|ProductModelID
101|Production|vProductModelCatalogDescription|Production|ProductModel|Name
102|Production|vProductModelCatalogDescription|Production|ProductModel|CatalogDescription
103|Production|vProductModelCatalogDescription|Production|ProductModel|rowguid
104|Production|vProductModelCatalogDescription|Production|ProductModel|ModifiedDate
105|Production|vProductModelInstructions|Production|ProductModel|ProductModelID
106|Production|vProductModelInstructions|Production|ProductModel|Name
107|Production|vProductModelInstructions|Production|ProductModel|Instructions
108|Production|vProductModelInstructions|Production|ProductModel|rowguid
109|Production|vProductModelInstructions|Production|ProductModel|ModifiedDate
110|Sales|vSalesPerson|Person|PersonPhone|BusinessEntityID
111|Sales|vSalesPerson|Person|PersonPhone|PhoneNumber
112|Sales|vSalesPerson|Person|PersonPhone|PhoneNumberTypeID
113|Sales|vSalesPerson|Sales|SalesTerritory|TerritoryID
114|Sales|vSalesPerson|Sales|SalesTerritory|Name
115|Sales|vSalesPerson|Sales|SalesTerritory|Group
116|Sales|vSalesPerson|Person|PhoneNumberType|PhoneNumberTypeID
117|Sales|vSalesPerson|Person|PhoneNumberType|Name
118|Sales|vSalesPerson|Person|Address|AddressID
119|Sales|vSalesPerson|Person|Address|AddressLine1
120|Sales|vSalesPerson|Person|Address|AddressLine2
121|Sales|vSalesPerson|Person|Address|City
122|Sales|vSalesPerson|Person|Address|StateProvinceID
123|Sales|vSalesPerson|Person|Address|PostalCode
124|Sales|vSalesPerson|Person|StateProvince|StateProvinceID
125|HumanResources|vEmployeeDepartment|HumanResources|EmployeeDepartmentHistory|StartDate
126|HumanResources|vEmployeeDepartment|HumanResources|EmployeeDepartmentHistory|EndDate
127|HumanResources|vEmployeeDepartmentHistory|HumanResources|Employee|BusinessEntityID
128|HumanResources|vEmployeeDepartmentHistory|HumanResources|EmployeeDepartmentHistory|BusinessEntityID
129|HumanResources|vEmployeeDepartmentHistory|HumanResources|EmployeeDepartmentHistory|DepartmentID
130|HumanResources|vEmployeeDepartmentHistory|HumanResources|EmployeeDepartmentHistory|ShiftID
131|HumanResources|vEmployeeDepartmentHistory|HumanResources|EmployeeDepartmentHistory|StartDate
132|HumanResources|vEmployeeDepartmentHistory|HumanResources|EmployeeDepartmentHistory|EndDate
133|Sales|vIndividualCustomer|Person|EmailAddress|BusinessEntityID
134|Sales|vIndividualCustomer|Person|EmailAddress|EmailAddress
135|HumanResources|vJobCandidate|HumanResources|JobCandidate|JobCandidateID
136|HumanResources|vJobCandidate|HumanResources|JobCandidate|BusinessEntityID
137|HumanResources|vJobCandidate|HumanResources|JobCandidate|Resume
138|HumanResources|vJobCandidate|HumanResources|JobCandidate|ModifiedDate
139|HumanResources|vJobCandidateEmployment|HumanResources|JobCandidate|JobCandidateID
140|Production|vProductAndDescription|Production|Product|ProductID
141|Production|vProductAndDescription|Production|Product|Name
142|Production|vProductAndDescription|Production|Product|ProductModelID
143|HumanResources|vEmployeeDepartmentHistory|HumanResources|Shift|ShiftID
144|HumanResources|vEmployeeDepartmentHistory|HumanResources|Shift|Name
145|Production|vProductAndDescription|Production|ProductDescription|ProductDescriptionID
146|Production|vProductAndDescription|Production|ProductDescription|Description
147|Sales|vSalesPerson|Person|StateProvince|CountryRegionCode
148|Sales|vSalesPerson|Person|StateProvince|Name
149|Sales|vSalesPerson|Person|BusinessEntityAddress|BusinessEntityID
150|Sales|vSalesPerson|Person|BusinessEntityAddress|AddressID
151|Sales|vSalesPerson|Person|CountryRegion|CountryRegionCode
152|Sales|vSalesPerson|Person|CountryRegion|Name
153|Sales|vSalesPerson|Person|EmailAddress|BusinessEntityID
154|Sales|vSalesPerson|Person|EmailAddress|EmailAddress
155|Sales|vSalesPerson|HumanResources|Employee|BusinessEntityID
156|Sales|vSalesPerson|HumanResources|Employee|JobTitle
157|Sales|vSalesPerson|Sales|SalesPerson|BusinessEntityID
158|Sales|vSalesPerson|Sales|SalesPerson|TerritoryID
159|Sales|vSalesPerson|Sales|SalesPerson|SalesQuota
160|Sales|vSalesPerson|Sales|SalesPerson|SalesYTD
161|Sales|vSalesPerson|Sales|SalesPerson|SalesLastYear
162|Sales|vSalesPerson|Person|Person|BusinessEntityID
163|Sales|vSalesPerson|Person|Person|Title
164|Sales|vSalesPerson|Person|Person|FirstName
165|Sales|vSalesPerson|Person|Person|MiddleName
166|Sales|vSalesPerson|Person|Person|LastName
167|Sales|vSalesPerson|Person|Person|Suffix
168|Sales|vSalesPerson|Person|Person|EmailPromotion
169|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesTerritory|TerritoryID
170|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesTerritory|Name
171|Sales|vSalesPersonSalesByFiscalYears|HumanResources|Employee|BusinessEntityID
172|Sales|vSalesPersonSalesByFiscalYears|HumanResources|Employee|JobTitle
173|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesOrderHeader|OrderDate
174|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesOrderHeader|SalesPersonID
175|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesOrderHeader|SubTotal
176|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesPerson|BusinessEntityID
177|Sales|vSalesPersonSalesByFiscalYears|Sales|SalesPerson|TerritoryID
178|Sales|vSalesPersonSalesByFiscalYears|Person|Person|BusinessEntityID
179|Sales|vSalesPersonSalesByFiscalYears|Person|Person|FirstName
180|Sales|vSalesPersonSalesByFiscalYears|Person|Person|MiddleName
181|Sales|vSalesPersonSalesByFiscalYears|Person|Person|LastName
182|Person|vStateProvinceCountryRegion|Person|StateProvince|StateProvinceID
183|Person|vStateProvinceCountryRegion|Person|StateProvince|StateProvinceCode
184|Person|vStateProvinceCountryRegion|Person|StateProvince|CountryRegionCode
185|Person|vStateProvinceCountryRegion|Person|StateProvince|IsOnlyStateProvinceFlag
186|Person|vStateProvinceCountryRegion|Person|StateProvince|Name
187|Person|vStateProvinceCountryRegion|Person|StateProvince|TerritoryID
188|Person|vStateProvinceCountryRegion|Person|CountryRegion|CountryRegionCode
189|Person|vStateProvinceCountryRegion|Person|CountryRegion|Name
190|Sales|vStoreWithDemographics|Sales|Store|BusinessEntityID
191|Sales|vStoreWithDemographics|Sales|Store|Name
192|Sales|vStoreWithDemographics|Sales|Store|Demographics
193|Sales|vStoreWithContacts|Person|PersonPhone|BusinessEntityID
194|Sales|vStoreWithContacts|Person|PersonPhone|PhoneNumber
195|Sales|vStoreWithContacts|Person|PersonPhone|PhoneNumberTypeID
196|Sales|vStoreWithContacts|Person|PhoneNumberType|PhoneNumberTypeID
197|Sales|vStoreWithContacts|Person|PhoneNumberType|Name
198|Sales|vStoreWithContacts|Sales|Store|BusinessEntityID
199|Sales|vStoreWithContacts|Sales|Store|Name
200|Sales|vStoreWithContacts|Person|BusinessEntityContact|BusinessEntityID
201|Sales|vStoreWithContacts|Person|BusinessEntityContact|PersonID
202|Sales|vStoreWithContacts|Person|BusinessEntityContact|ContactTypeID
203|Sales|vStoreWithContacts|Person|ContactType|ContactTypeID
204|Sales|vStoreWithContacts|Person|ContactType|Name
205|Sales|vStoreWithContacts|Person|EmailAddress|BusinessEntityID
206|Sales|vStoreWithContacts|Person|EmailAddress|EmailAddress
207|Sales|vStoreWithContacts|Person|Person|BusinessEntityID
208|Sales|vStoreWithContacts|Person|Person|Title
209|Sales|vStoreWithContacts|Person|Person|FirstName
210|Sales|vStoreWithContacts|Person|Person|MiddleName
211|Sales|vStoreWithContacts|Person|Person|LastName
212|Sales|vStoreWithContacts|Person|Person|Suffix
213|Sales|vStoreWithContacts|Person|Person|EmailPromotion
214|Sales|vStoreWithAddresses|Person|Address|AddressID
215|Sales|vStoreWithAddresses|Person|Address|AddressLine1
216|Sales|vStoreWithAddresses|Person|Address|AddressLine2
217|Sales|vStoreWithAddresses|Person|Address|City
218|Sales|vStoreWithAddresses|Person|Address|StateProvinceID
219|Sales|vStoreWithAddresses|Person|Address|PostalCode
220|Sales|vStoreWithAddresses|Person|AddressType|AddressTypeID
221|Sales|vStoreWithAddresses|Person|AddressType|Name
222|Sales|vStoreWithAddresses|Person|StateProvince|StateProvinceID
223|Sales|vStoreWithAddresses|Person|StateProvince|CountryRegionCode
224|Sales|vStoreWithAddresses|Person|StateProvince|Name
225|Sales|vStoreWithAddresses|Sales|Store|BusinessEntityID
226|Sales|vStoreWithAddresses|Sales|Store|Name
227|Sales|vStoreWithAddresses|Person|BusinessEntityAddress|BusinessEntityID
228|Sales|vStoreWithAddresses|Person|BusinessEntityAddress|AddressID
229|Sales|vStoreWithAddresses|Person|BusinessEntityAddress|AddressTypeID
230|Sales|vStoreWithAddresses|Person|CountryRegion|CountryRegionCode
231|Sales|vStoreWithAddresses|Person|CountryRegion|Name
232|Purchasing|vVendorWithContacts|Person|PersonPhone|BusinessEntityID
233|Purchasing|vVendorWithContacts|Person|PersonPhone|PhoneNumber
234|Purchasing|vVendorWithContacts|Person|PersonPhone|PhoneNumberTypeID
235|Purchasing|vVendorWithContacts|Person|PhoneNumberType|PhoneNumberTypeID
236|Purchasing|vVendorWithContacts|Person|PhoneNumberType|Name
237|Purchasing|vVendorWithContacts|Person|BusinessEntityContact|BusinessEntityID
238|Purchasing|vVendorWithContacts|Person|BusinessEntityContact|PersonID
239|Purchasing|vVendorWithContacts|Person|BusinessEntityContact|ContactTypeID
240|Purchasing|vVendorWithContacts|Purchasing|Vendor|BusinessEntityID
241|Purchasing|vVendorWithContacts|Purchasing|Vendor|Name
242|Purchasing|vVendorWithContacts|Person|ContactType|ContactTypeID
243|Purchasing|vVendorWithContacts|Person|ContactType|Name
244|Purchasing|vVendorWithContacts|Person|EmailAddress|BusinessEntityID
245|Purchasing|vVendorWithContacts|Person|EmailAddress|EmailAddress
246|Purchasing|vVendorWithContacts|Person|Person|BusinessEntityID
247|Purchasing|vVendorWithContacts|Person|Person|Title
248|Purchasing|vVendorWithContacts|Person|Person|FirstName
249|Purchasing|vVendorWithContacts|Person|Person|MiddleName
250|Purchasing|vVendorWithContacts|Person|Person|LastName
251|Purchasing|vVendorWithContacts|Person|Person|Suffix
252|Purchasing|vVendorWithContacts|Person|Person|EmailPromotion
253|Purchasing|vVendorWithAddresses|Person|Address|AddressID
254|Purchasing|vVendorWithAddresses|Person|Address|AddressLine1
255|Purchasing|vVendorWithAddresses|Person|Address|AddressLine2
256|Purchasing|vVendorWithAddresses|Person|Address|City
257|Purchasing|vVendorWithAddresses|Person|Address|StateProvinceID
258|Purchasing|vVendorWithAddresses|Person|Address|PostalCode
259|Purchasing|vVendorWithAddresses|Person|AddressType|AddressTypeID
260|Purchasing|vVendorWithAddresses|Person|AddressType|Name
261|Purchasing|vVendorWithAddresses|Person|StateProvince|StateProvinceID
262|Purchasing|vVendorWithAddresses|Person|StateProvince|CountryRegionCode
263|Purchasing|vVendorWithAddresses|Person|StateProvince|Name
264|Purchasing|vVendorWithAddresses|Person|BusinessEntityAddress|BusinessEntityID
265|Purchasing|vVendorWithAddresses|Person|BusinessEntityAddress|AddressID
266|Purchasing|vVendorWithAddresses|Person|BusinessEntityAddress|AddressTypeID
267|Purchasing|vVendorWithAddresses|Purchasing|Vendor|BusinessEntityID
268|Purchasing|vVendorWithAddresses|Purchasing|Vendor|Name
269|Purchasing|vVendorWithAddresses|Person|CountryRegion|CountryRegionCode
270|Purchasing|vVendorWithAddresses|Person|CountryRegion|Name
