|TABLE_SCHEMA|TABLE_NAME|COLUMN_NAME|ORDINAL_POSITION|DATA_TYPE
76|Production|ProductInventory|Shelf|3|nvarchar
77|Production|ProductInventory|Bin|4|tinyint
78|Production|ProductInventory|Quantity|5|smallint
79|Production|ProductInventory|rowguid|6|uniqueidentifier
80|Production|ProductInventory|ModifiedDate|7|datetime
81|Sales|SpecialOffer|SpecialOfferID|1|int
82|Sales|SpecialOffer|Description|2|nvarchar
83|Sales|SpecialOffer|DiscountPct|3|smallmoney
84|Sales|SpecialOffer|Type|4|nvarchar
85|Sales|SpecialOffer|Category|5|nvarchar
86|Sales|SpecialOffer|StartDate|6|datetime
87|Sales|SpecialOffer|EndDate|7|datetime
88|Sales|SpecialOffer|MinQty|8|int
89|Sales|SpecialOffer|MaxQty|9|int
90|Sales|SpecialOffer|rowguid|10|uniqueidentifier
91|Sales|SpecialOffer|ModifiedDate|11|datetime
92|dbo|ErrorLog|ErrorLogID|1|int
93|dbo|ErrorLog|ErrorTime|2|datetime
94|dbo|ErrorLog|UserName|3|nvarchar
95|dbo|ErrorLog|ErrorNumber|4|int
96|dbo|ErrorLog|ErrorSeverity|5|int
97|dbo|ErrorLog|ErrorState|6|int
98|dbo|ErrorLog|ErrorProcedure|7|nvarchar
99|dbo|ErrorLog|ErrorLine|8|int
100|dbo|ErrorLog|ErrorMessage|9|nvarchar
101|Production|Product|ProductID|1|int
102|Production|Product|Name|2|nvarchar
103|Production|Product|ProductNumber|3|nvarchar
104|Production|Product|MakeFlag|4|bit
105|Production|Product|FinishedGoodsFlag|5|bit
106|Production|Product|Color|6|nvarchar
107|Production|Product|SafetyStockLevel|7|smallint
108|Production|Product|ReorderPoint|8|smallint
109|Production|Product|StandardCost|9|money
110|Production|Product|ListPrice|10|money
111|Production|Product|Size|11|nvarchar
112|Production|Product|SizeUnitMeasureCode|12|nchar
113|Production|Product|WeightUnitMeasureCode|13|nchar
114|Production|Product|Weight|14|decimal
115|Production|Product|DaysToManufacture|15|int
116|Production|Product|ProductLine|16|nchar
117|Production|Product|Class|17|nchar
118|Production|Product|Style|18|nchar
119|Production|Product|ProductSubcategoryID|19|int
120|Production|Product|ProductModelID|20|int
121|Production|Product|SellStartDate|21|datetime
122|Production|Product|SellEndDate|22|datetime
123|Production|Product|DiscontinuedDate|23|datetime
124|Production|Product|rowguid|24|uniqueidentifier
125|Production|Product|ModifiedDate|25|datetime
126|Person|Address|AddressID|1|int
127|Person|Address|AddressLine1|2|nvarchar
128|Person|Address|AddressLine2|3|nvarchar
129|Person|Address|City|4|nvarchar
130|Person|Address|StateProvinceID|5|int
131|Person|Address|PostalCode|6|nvarchar
132|Person|Address|SpatialLocation|7|geography
133|Person|Address|rowguid|8|uniqueidentifier
134|Person|Address|ModifiedDate|9|datetime
135|Sales|SpecialOfferProduct|SpecialOfferID|1|int
136|Sales|SpecialOfferProduct|ProductID|2|int
137|Sales|SpecialOfferProduct|rowguid|3|uniqueidentifier
138|Sales|SpecialOfferProduct|ModifiedDate|4|datetime
139|Production|ProductModel|ProductModelID|1|int
140|Production|ProductModel|Name|2|nvarchar
141|Production|ProductModel|CatalogDescription|3|xml
142|Production|ProductModel|Instructions|4|xml
143|Production|ProductModel|rowguid|5|uniqueidentifier
144|Production|ProductModel|ModifiedDate|6|datetime
145|Person|AddressType|AddressTypeID|1|int
146|Person|AddressType|Name|2|nvarchar
147|Person|AddressType|rowguid|3|uniqueidentifier
148|Person|AddressType|ModifiedDate|4|datetime
149|Person|StateProvince|StateProvinceID|1|int
150|Person|StateProvince|StateProvinceCode|2|nchar
151|Person|StateProvince|CountryRegionCode|3|nvarchar
152|Person|StateProvince|IsOnlyStateProvinceFlag|4|bit
153|Person|StateProvince|Name|5|nvarchar
154|Person|StateProvince|TerritoryID|6|int
155|Person|StateProvince|rowguid|7|uniqueidentifier
156|Person|StateProvince|ModifiedDate|8|datetime
157|Production|ProductModelIllustration|ProductModelID|1|int
158|Production|ProductModelIllustration|IllustrationID|2|int
159|Production|ProductModelIllustration|ModifiedDate|3|datetime
160|dbo|AWBuildVersion|SystemInformationID|1|tinyint
161|dbo|AWBuildVersion|Database Version|2|nvarchar
162|dbo|AWBuildVersion|VersionDate|3|datetime
163|dbo|AWBuildVersion|ModifiedDate|4|datetime
164|Production|ProductModelProductDescriptionCulture|ProductModelID|1|int
165|Production|ProductModelProductDescriptionCulture|ProductDescriptionID|2|int
166|Production|ProductModelProductDescriptionCulture|CultureID|3|nchar
167|Production|ProductModelProductDescriptionCulture|ModifiedDate|4|datetime
168|Production|BillOfMaterials|BillOfMaterialsID|1|int
169|Production|BillOfMaterials|ProductAssemblyID|2|int
170|Production|BillOfMaterials|ComponentID|3|int
171|Production|BillOfMaterials|StartDate|4|datetime
172|Production|BillOfMaterials|EndDate|5|datetime
173|Production|BillOfMaterials|UnitMeasureCode|6|nchar
174|Production|BillOfMaterials|BOMLevel|7|smallint
175|Production|BillOfMaterials|PerAssemblyQty|8|decimal
176|Production|BillOfMaterials|ModifiedDate|9|datetime
177|Sales|Store|BusinessEntityID|1|int
178|Sales|Store|Name|2|nvarchar
179|Sales|Store|SalesPersonID|3|int
180|Sales|Store|Demographics|4|xml
181|Sales|Store|rowguid|5|uniqueidentifier
182|Sales|Store|ModifiedDate|6|datetime
183|Production|ProductPhoto|ProductPhotoID|1|int
184|Production|ProductPhoto|ThumbNailPhoto|2|varbinary
185|Production|ProductPhoto|ThumbnailPhotoFileName|3|nvarchar
186|Production|ProductPhoto|LargePhoto|4|varbinary
187|Production|ProductPhoto|LargePhotoFileName|5|nvarchar
188|Production|ProductPhoto|ModifiedDate|6|datetime
189|Production|ProductProductPhoto|ProductID|1|int
190|Production|ProductProductPhoto|ProductPhotoID|2|int
191|Production|ProductProductPhoto|Primary|3|bit
192|Production|ProductProductPhoto|ModifiedDate|4|datetime
193|Production|TransactionHistory|TransactionID|1|int
194|Production|TransactionHistory|ProductID|2|int
195|Production|TransactionHistory|ReferenceOrderID|3|int
196|Production|TransactionHistory|ReferenceOrderLineID|4|int
197|Production|TransactionHistory|TransactionDate|5|datetime
198|Production|TransactionHistory|TransactionType|6|nchar
199|Production|TransactionHistory|Quantity|7|int
200|Production|TransactionHistory|ActualCost|8|money
201|Production|TransactionHistory|ModifiedDate|9|datetime
202|Production|ProductReview|ProductReviewID|1|int
203|Production|ProductReview|ProductID|2|int
204|Production|ProductReview|ReviewerName|3|nvarchar
205|Production|ProductReview|ReviewDate|4|datetime
206|Production|ProductReview|EmailAddress|5|nvarchar
207|Production|ProductReview|Rating|6|int
208|Production|ProductReview|Comments|7|nvarchar
209|Production|ProductReview|ModifiedDate|8|datetime
210|Person|BusinessEntity|BusinessEntityID|1|int
211|Person|BusinessEntity|rowguid|2|uniqueidentifier
212|Person|BusinessEntity|ModifiedDate|3|datetime
213|Production|TransactionHistoryArchive|TransactionID|1|int
214|Production|TransactionHistoryArchive|ProductID|2|int
215|Production|TransactionHistoryArchive|ReferenceOrderID|3|int
216|Production|TransactionHistoryArchive|ReferenceOrderLineID|4|int
217|Production|TransactionHistoryArchive|TransactionDate|5|datetime
218|Production|TransactionHistoryArchive|TransactionType|6|nchar
219|Production|TransactionHistoryArchive|Quantity|7|int
220|Production|TransactionHistoryArchive|ActualCost|8|money
221|Production|TransactionHistoryArchive|ModifiedDate|9|datetime
222|Production|ProductSubcategory|ProductSubcategoryID|1|int
223|Production|ProductSubcategory|ProductCategoryID|2|int
224|Production|ProductSubcategory|Name|3|nvarchar
225|Production|ProductSubcategory|rowguid|4|uniqueidentifier
226|Production|ProductSubcategory|ModifiedDate|5|datetime
227|Person|BusinessEntityAddress|BusinessEntityID|1|int
228|Person|BusinessEntityAddress|AddressID|2|int
229|Person|BusinessEntityAddress|AddressTypeID|3|int
230|Person|BusinessEntityAddress|rowguid|4|uniqueidentifier
231|Person|BusinessEntityAddress|ModifiedDate|5|datetime
232|Purchasing|ProductVendor|ProductID|1|int
233|Purchasing|ProductVendor|BusinessEntityID|2|int
234|Purchasing|ProductVendor|AverageLeadTime|3|int
235|Purchasing|ProductVendor|StandardPrice|4|money
236|Purchasing|ProductVendor|LastReceiptCost|5|money
237|Purchasing|ProductVendor|LastReceiptDate|6|datetime
238|Purchasing|ProductVendor|MinOrderQty|7|int
239|Purchasing|ProductVendor|MaxOrderQty|8|int
240|Purchasing|ProductVendor|OnOrderQty|9|int
241|Purchasing|ProductVendor|UnitMeasureCode|10|nchar
242|Purchasing|ProductVendor|ModifiedDate|11|datetime
243|Person|BusinessEntityContact|BusinessEntityID|1|int
244|Person|BusinessEntityContact|PersonID|2|int
245|Person|BusinessEntityContact|ContactTypeID|3|int
246|Person|BusinessEntityContact|rowguid|4|uniqueidentifier
247|Person|BusinessEntityContact|ModifiedDate|5|datetime
248|Production|UnitMeasure|UnitMeasureCode|1|nchar
249|Production|UnitMeasure|Name|2|nvarchar
250|Production|UnitMeasure|ModifiedDate|3|datetime
251|Purchasing|Vendor|BusinessEntityID|1|int
252|Purchasing|Vendor|AccountNumber|2|nvarchar
253|Purchasing|Vendor|Name|3|nvarchar
254|Purchasing|Vendor|CreditRating|4|tinyint
255|Purchasing|Vendor|PreferredVendorStatus|5|bit
256|Purchasing|Vendor|ActiveFlag|6|bit
257|Purchasing|Vendor|PurchasingWebServiceURL|7|nvarchar
258|Purchasing|Vendor|ModifiedDate|8|datetime
259|Person|ContactType|ContactTypeID|1|int
260|Person|ContactType|Name|2|nvarchar
261|Person|ContactType|ModifiedDate|3|datetime
262|Sales|CountryRegionCurrency|CountryRegionCode|1|nvarchar
263|Sales|CountryRegionCurrency|CurrencyCode|2|nchar
264|Sales|CountryRegionCurrency|ModifiedDate|3|datetime
265|Person|CountryRegion|CountryRegionCode|1|nvarchar
266|Person|CountryRegion|Name|2|nvarchar
267|Person|CountryRegion|ModifiedDate|3|datetime
268|Production|WorkOrder|WorkOrderID|1|int
269|Production|WorkOrder|ProductID|2|int
270|Production|WorkOrder|OrderQty|3|int
271|Production|WorkOrder|StockedQty|4|int
272|Production|WorkOrder|ScrappedQty|5|smallint
273|Production|WorkOrder|StartDate|6|datetime
274|Production|WorkOrder|EndDate|7|datetime
275|Production|WorkOrder|DueDate|8|datetime
276|Production|WorkOrder|ScrapReasonID|9|smallint
277|Production|WorkOrder|ModifiedDate|10|datetime
278|Purchasing|PurchaseOrderDetail|PurchaseOrderID|1|int
279|Purchasing|PurchaseOrderDetail|PurchaseOrderDetailID|2|int
280|Purchasing|PurchaseOrderDetail|DueDate|3|datetime
281|Purchasing|PurchaseOrderDetail|OrderQty|4|smallint
282|Purchasing|PurchaseOrderDetail|ProductID|5|int
283|Purchasing|PurchaseOrderDetail|UnitPrice|6|money
284|Purchasing|PurchaseOrderDetail|LineTotal|7|money
285|Purchasing|PurchaseOrderDetail|ReceivedQty|8|decimal
286|Purchasing|PurchaseOrderDetail|RejectedQty|9|decimal
287|Purchasing|PurchaseOrderDetail|StockedQty|10|decimal
288|Purchasing|PurchaseOrderDetail|ModifiedDate|11|datetime
289|Sales|CreditCard|CreditCardID|1|int
290|Sales|CreditCard|CardType|2|nvarchar
291|Sales|CreditCard|CardNumber|3|nvarchar
292|Sales|CreditCard|ExpMonth|4|tinyint
293|Sales|CreditCard|ExpYear|5|smallint
294|Sales|CreditCard|ModifiedDate|6|datetime
295|Production|Culture|CultureID|1|nchar
296|Production|Culture|Name|2|nvarchar
297|Production|Culture|ModifiedDate|3|datetime
298|Production|WorkOrderRouting|WorkOrderID|1|int
299|Production|WorkOrderRouting|ProductID|2|int
300|Production|WorkOrderRouting|OperationSequence|3|smallint
301|Production|WorkOrderRouting|LocationID|4|smallint
302|Production|WorkOrderRouting|ScheduledStartDate|5|datetime
303|Production|WorkOrderRouting|ScheduledEndDate|6|datetime
304|Production|WorkOrderRouting|ActualStartDate|7|datetime
305|Production|WorkOrderRouting|ActualEndDate|8|datetime
306|Production|WorkOrderRouting|ActualResourceHrs|9|decimal
307|Production|WorkOrderRouting|PlannedCost|10|money
308|Production|WorkOrderRouting|ActualCost|11|money
309|Production|WorkOrderRouting|ModifiedDate|12|datetime
310|Sales|Currency|CurrencyCode|1|nchar
311|Sales|Currency|Name|2|nvarchar
312|Sales|Currency|ModifiedDate|3|datetime
313|Purchasing|PurchaseOrderHeader|PurchaseOrderID|1|int
314|Purchasing|PurchaseOrderHeader|RevisionNumber|2|tinyint
315|Purchasing|PurchaseOrderHeader|Status|3|tinyint
316|Purchasing|PurchaseOrderHeader|EmployeeID|4|int
317|Purchasing|PurchaseOrderHeader|VendorID|5|int
318|Purchasing|PurchaseOrderHeader|ShipMethodID|6|int
319|Purchasing|PurchaseOrderHeader|OrderDate|7|datetime
320|Purchasing|PurchaseOrderHeader|ShipDate|8|datetime
321|Purchasing|PurchaseOrderHeader|SubTotal|9|money
322|Purchasing|PurchaseOrderHeader|TaxAmt|10|money
323|Purchasing|PurchaseOrderHeader|Freight|11|money
324|Purchasing|PurchaseOrderHeader|TotalDue|12|money
325|Purchasing|PurchaseOrderHeader|ModifiedDate|13|datetime
326|Sales|vIndividualCustomer|BusinessEntityID|1|int
327|Sales|vIndividualCustomer|Title|2|nvarchar
328|Sales|vIndividualCustomer|FirstName|3|nvarchar
329|Sales|vIndividualCustomer|MiddleName|4|nvarchar
330|Sales|vIndividualCustomer|LastName|5|nvarchar
331|Sales|vIndividualCustomer|Suffix|6|nvarchar
332|Sales|vIndividualCustomer|PhoneNumber|7|nvarchar
333|Sales|vIndividualCustomer|PhoneNumberType|8|nvarchar
334|Sales|vIndividualCustomer|EmailAddress|9|nvarchar
335|Sales|vIndividualCustomer|EmailPromotion|10|int
336|Sales|vIndividualCustomer|AddressType|11|nvarchar
337|Sales|vIndividualCustomer|AddressLine1|12|nvarchar
338|Sales|vIndividualCustomer|AddressLine2|13|nvarchar
339|Sales|vIndividualCustomer|City|14|nvarchar
340|Sales|vIndividualCustomer|StateProvinceName|15|nvarchar
341|Sales|vIndividualCustomer|PostalCode|16|nvarchar
342|Sales|vIndividualCustomer|CountryRegionName|17|nvarchar
343|Sales|vIndividualCustomer|Demographics|18|xml
344|HumanResources|vEmployeeDepartmentHistory|BusinessEntityID|1|int
345|HumanResources|vEmployeeDepartmentHistory|Title|2|nvarchar
346|HumanResources|vEmployeeDepartmentHistory|FirstName|3|nvarchar
347|HumanResources|vEmployeeDepartmentHistory|MiddleName|4|nvarchar
348|HumanResources|vEmployeeDepartmentHistory|LastName|5|nvarchar
349|HumanResources|vEmployeeDepartmentHistory|Suffix|6|nvarchar
350|HumanResources|vEmployeeDepartmentHistory|Shift|7|nvarchar
351|HumanResources|vEmployeeDepartmentHistory|Department|8|nvarchar
352|HumanResources|vEmployeeDepartmentHistory|GroupName|9|nvarchar
353|HumanResources|vEmployeeDepartmentHistory|StartDate|10|date
354|HumanResources|vEmployeeDepartmentHistory|EndDate|11|date
355|Person|PhoneNumberType|PhoneNumberTypeID|1|int
356|Person|PhoneNumberType|Name|2|nvarchar
357|Person|PhoneNumberType|ModifiedDate|3|datetime
358|HumanResources|vEmployeeDepartment|BusinessEntityID|1|int
359|HumanResources|vEmployeeDepartment|Title|2|nvarchar
360|HumanResources|vEmployeeDepartment|FirstName|3|nvarchar
361|HumanResources|vEmployeeDepartment|MiddleName|4|nvarchar
362|HumanResources|vEmployeeDepartment|LastName|5|nvarchar
363|HumanResources|vEmployeeDepartment|Suffix|6|nvarchar
364|HumanResources|vEmployeeDepartment|JobTitle|7|nvarchar
365|HumanResources|vEmployeeDepartment|Department|8|nvarchar
366|HumanResources|vEmployeeDepartment|GroupName|9|nvarchar
367|HumanResources|vEmployeeDepartment|StartDate|10|date
368|Sales|PersonCreditCard|BusinessEntityID|1|int
369|Sales|PersonCreditCard|CreditCardID|2|int
370|Sales|PersonCreditCard|ModifiedDate|3|datetime
371|Sales|SalesTaxRate|SalesTaxRateID|1|int
372|Sales|SalesTaxRate|StateProvinceID|2|int
373|Sales|SalesTaxRate|TaxType|3|tinyint
374|Sales|SalesTaxRate|TaxRate|4|smallmoney
375|Sales|SalesTaxRate|Name|5|nvarchar
376|Sales|SalesTaxRate|rowguid|6|uniqueidentifier
377|Sales|SalesTaxRate|ModifiedDate|7|datetime
378|Production|ProductListPriceHistory|ProductID|1|int
379|Production|ProductListPriceHistory|StartDate|2|datetime
380|Production|ProductListPriceHistory|EndDate|3|datetime
381|Production|ProductListPriceHistory|ListPrice|4|money
382|Production|ProductListPriceHistory|ModifiedDate|5|datetime
383|Sales|vStoreWithContacts|BusinessEntityID|1|int
384|Sales|vStoreWithContacts|Name|2|nvarchar
385|Sales|vStoreWithContacts|ContactType|3|nvarchar
386|Sales|vStoreWithContacts|Title|4|nvarchar
387|Sales|vStoreWithContacts|FirstName|5|nvarchar
388|Sales|vStoreWithContacts|MiddleName|6|nvarchar
389|Sales|vStoreWithContacts|LastName|7|nvarchar
390|Sales|vStoreWithContacts|Suffix|8|nvarchar
391|Sales|vStoreWithContacts|PhoneNumber|9|nvarchar
392|Sales|vStoreWithContacts|PhoneNumberType|10|nvarchar
393|Sales|vStoreWithContacts|EmailAddress|11|nvarchar
394|Sales|vStoreWithContacts|EmailPromotion|12|int
395|Sales|vStoreWithDemographics|BusinessEntityID|1|int
396|Sales|vStoreWithDemographics|Name|2|nvarchar
397|Sales|vStoreWithDemographics|AnnualSales|3|money
398|Sales|vStoreWithDemographics|AnnualRevenue|4|money
399|Sales|vStoreWithDemographics|BankName|5|nvarchar
400|Sales|vStoreWithDemographics|BusinessType|6|nvarchar
401|Sales|vStoreWithDemographics|YearOpened|7|int
402|Sales|vStoreWithDemographics|Specialty|8|nvarchar
403|Sales|vStoreWithDemographics|SquareFeet|9|int
404|Sales|vStoreWithDemographics|Brands|10|nvarchar
405|Sales|vStoreWithDemographics|Internet|11|nvarchar
406|Sales|vStoreWithDemographics|NumberEmployees|12|int
407|Person|vStateProvinceCountryRegion|StateProvinceID|1|int
408|Person|vStateProvinceCountryRegion|StateProvinceCode|2|nchar
409|Person|vStateProvinceCountryRegion|IsOnlyStateProvinceFlag|3|bit
410|Person|vStateProvinceCountryRegion|StateProvinceName|4|nvarchar
411|Person|vStateProvinceCountryRegion|TerritoryID|5|int
412|Person|vStateProvinceCountryRegion|CountryRegionCode|6|nvarchar
413|Person|vStateProvinceCountryRegion|CountryRegionName|7|nvarchar
414|Sales|vSalesPersonSalesByFiscalYears|SalesPersonID|1|int
415|Sales|vSalesPersonSalesByFiscalYears|FullName|2|nvarchar
416|Sales|vSalesPersonSalesByFiscalYears|JobTitle|3|nvarchar
417|Sales|vSalesPersonSalesByFiscalYears|SalesTerritory|4|nvarchar
418|Sales|vSalesPersonSalesByFiscalYears|2002|5|money
419|Sales|vSalesPersonSalesByFiscalYears|2003|6|money
420|Sales|vSalesPersonSalesByFiscalYears|2004|7|money
421|Sales|SalesTerritoryHistory|BusinessEntityID|1|int
422|Sales|SalesTerritoryHistory|TerritoryID|2|int
423|Sales|SalesTerritoryHistory|StartDate|3|datetime
424|Sales|SalesTerritoryHistory|EndDate|4|datetime
425|Sales|SalesTerritoryHistory|rowguid|5|uniqueidentifier
426|Sales|SalesTerritoryHistory|ModifiedDate|6|datetime
427|Sales|vSalesPerson|BusinessEntityID|1|int
428|Sales|vSalesPerson|Title|2|nvarchar
429|Sales|vSalesPerson|FirstName|3|nvarchar
430|Sales|vSalesPerson|MiddleName|4|nvarchar
431|Sales|vSalesPerson|LastName|5|nvarchar
432|Sales|vSalesPerson|Suffix|6|nvarchar
433|Sales|vSalesPerson|JobTitle|7|nvarchar
434|Sales|vSalesPerson|PhoneNumber|8|nvarchar
435|Sales|vSalesPerson|PhoneNumberType|9|nvarchar
436|Sales|vSalesPerson|EmailAddress|10|nvarchar
437|Sales|vSalesPerson|EmailPromotion|11|int
438|Sales|vSalesPerson|AddressLine1|12|nvarchar
439|Sales|vSalesPerson|AddressLine2|13|nvarchar
440|Sales|vSalesPerson|City|14|nvarchar
441|Sales|vSalesPerson|StateProvinceName|15|nvarchar
442|Sales|vSalesPerson|PostalCode|16|nvarchar
443|Sales|vSalesPerson|CountryRegionName|17|nvarchar
444|Sales|vSalesPerson|TerritoryName|18|nvarchar
445|Sales|vSalesPerson|TerritoryGroup|19|nvarchar
446|Sales|vSalesPerson|SalesQuota|20|money
447|Sales|vSalesPerson|SalesYTD|21|money
448|Sales|vSalesPerson|SalesLastYear|22|money
449|Production|vProductModelInstructions|ProductModelID|1|int
450|Production|vProductModelInstructions|Name|2|nvarchar
451|Production|vProductModelInstructions|Instructions|3|nvarchar
452|Production|vProductModelInstructions|LocationID|4|int
453|Production|vProductModelInstructions|SetupHours|5|decimal
454|Production|vProductModelInstructions|MachineHours|6|decimal
455|Production|vProductModelInstructions|LaborHours|7|decimal
456|Production|vProductModelInstructions|LotSize|8|int
457|Production|vProductModelInstructions|Step|9|nvarchar
458|Production|vProductModelInstructions|rowguid|10|uniqueidentifier
459|Production|vProductModelInstructions|ModifiedDate|11|datetime
460|Production|vProductModelCatalogDescription|ProductModelID|1|int
461|Production|vProductModelCatalogDescription|Name|2|nvarchar
462|Production|vProductModelCatalogDescription|Summary|3|nvarchar
463|Production|vProductModelCatalogDescription|Manufacturer|4|nvarchar
464|Production|vProductModelCatalogDescription|Copyright|5|nvarchar
465|Production|vProductModelCatalogDescription|ProductURL|6|nvarchar
466|Production|vProductModelCatalogDescription|WarrantyPeriod|7|nvarchar
467|Production|vProductModelCatalogDescription|WarrantyDescription|8|nvarchar
468|Production|vProductModelCatalogDescription|NoOfYears|9|nvarchar
469|Production|vProductModelCatalogDescription|MaintenanceDescription|10|nvarchar
470|Production|vProductModelCatalogDescription|Wheel|11|nvarchar
471|Production|vProductModelCatalogDescription|Saddle|12|nvarchar
472|Production|vProductModelCatalogDescription|Pedal|13|nvarchar
473|Production|vProductModelCatalogDescription|BikeFrame|14|nvarchar
474|Production|vProductModelCatalogDescription|Crankset|15|nvarchar
475|Production|vProductModelCatalogDescription|PictureAngle|16|nvarchar
476|Production|vProductModelCatalogDescription|PictureSize|17|nvarchar
477|Production|vProductModelCatalogDescription|ProductPhotoID|18|nvarchar
478|Production|vProductModelCatalogDescription|Material|19|nvarchar
479|Production|vProductModelCatalogDescription|Color|20|nvarchar
480|Production|vProductModelCatalogDescription|ProductLine|21|nvarchar
481|Production|vProductModelCatalogDescription|Style|22|nvarchar
482|Production|vProductModelCatalogDescription|RiderExperience|23|nvarchar
483|Production|vProductModelCatalogDescription|rowguid|24|uniqueidentifier
484|Production|vProductModelCatalogDescription|ModifiedDate|25|datetime
485|Production|vProductAndDescription|ProductID|1|int
486|Production|vProductAndDescription|Name|2|nvarchar
487|Production|vProductAndDescription|ProductModel|3|nvarchar
488|Production|vProductAndDescription|CultureID|4|nchar
489|Production|vProductAndDescription|Description|5|nvarchar
490|HumanResources|vJobCandidateEducation|JobCandidateID|1|int
491|HumanResources|vJobCandidateEducation|Edu.Level|2|nvarchar
492|HumanResources|vJobCandidateEducation|Edu.StartDate|3|datetime
493|HumanResources|vJobCandidateEducation|Edu.EndDate|4|datetime
494|HumanResources|vJobCandidateEducation|Edu.Degree|5|nvarchar
495|HumanResources|vJobCandidateEducation|Edu.Major|6|nvarchar
496|HumanResources|vJobCandidateEducation|Edu.Minor|7|nvarchar
497|HumanResources|vJobCandidateEducation|Edu.GPA|8|nvarchar
