|TABLE_SCHEMA|TABLE_NAME|COLUMN_NAME|CONSTRAINT_SCHEMA|CONSTRAINT_NAME
78|Production|WorkOrder|ScrapReasonID|Production|FK_WorkOrder_ScrapReason_ScrapReasonID
79|Production|WorkOrderRouting|LocationID|Production|FK_WorkOrderRouting_Location_LocationID
80|Production|WorkOrderRouting|WorkOrderID|Production|FK_WorkOrderRouting_WorkOrder_WorkOrderID
81|Production|BillOfMaterials|BillOfMaterialsID|Production|PK_BillOfMaterials_BillOfMaterialsID
82|Production|Culture|CultureID|Production|PK_Culture_CultureID
83|Production|Document|DocumentNode|Production|PK_Document_DocumentNode
84|Production|Illustration|IllustrationID|Production|PK_Illustration_IllustrationID
85|Production|Location|LocationID|Production|PK_Location_LocationID
86|Production|Product|ProductID|Production|PK_Product_ProductID
87|Production|ProductCategory|ProductCategoryID|Production|PK_ProductCategory_ProductCategoryID
88|Production|ProductCostHistory|ProductID|Production|PK_ProductCostHistory_ProductID_StartDate
89|Production|ProductCostHistory|StartDate|Production|PK_ProductCostHistory_ProductID_StartDate
90|Production|ProductDescription|ProductDescriptionID|Production|PK_ProductDescription_ProductDescriptionID
91|Production|ProductDocument|DocumentNode|Production|PK_ProductDocument_ProductID_DocumentNode
92|Production|ProductDocument|ProductID|Production|PK_ProductDocument_ProductID_DocumentNode
93|Production|ProductInventory|LocationID|Production|PK_ProductInventory_ProductID_LocationID
94|Production|ProductInventory|ProductID|Production|PK_ProductInventory_ProductID_LocationID
95|Production|ProductListPriceHistory|ProductID|Production|PK_ProductListPriceHistory_ProductID_StartDate
96|Production|ProductListPriceHistory|StartDate|Production|PK_ProductListPriceHistory_ProductID_StartDate
97|Production|ProductModel|ProductModelID|Production|PK_ProductModel_ProductModelID
98|Production|ProductModelIllustration|IllustrationID|Production|PK_ProductModelIllustration_ProductModelID_IllustrationID
99|Production|ProductModelIllustration|ProductModelID|Production|PK_ProductModelIllustration_ProductModelID_IllustrationID
100|Production|ProductModelProductDescriptionCulture|CultureID|Production|PK_ProductModelProductDescriptionCulture_ProductModelID_ProductDescriptionID_CultureID
101|Production|ProductModelProductDescriptionCulture|ProductDescriptionID|Production|PK_ProductModelProductDescriptionCulture_ProductModelID_ProductDescriptionID_CultureID
102|Production|ProductModelProductDescriptionCulture|ProductModelID|Production|PK_ProductModelProductDescriptionCulture_ProductModelID_ProductDescriptionID_CultureID
103|Production|ProductPhoto|ProductPhotoID|Production|PK_ProductPhoto_ProductPhotoID
104|Production|ProductProductPhoto|ProductID|Production|PK_ProductProductPhoto_ProductID_ProductPhotoID
105|Production|ProductProductPhoto|ProductPhotoID|Production|PK_ProductProductPhoto_ProductID_ProductPhotoID
106|Production|ProductReview|ProductReviewID|Production|PK_ProductReview_ProductReviewID
107|Production|ProductSubcategory|ProductSubcategoryID|Production|PK_ProductSubcategory_ProductSubcategoryID
108|Production|ScrapReason|ScrapReasonID|Production|PK_ScrapReason_ScrapReasonID
109|Production|TransactionHistory|TransactionID|Production|PK_TransactionHistory_TransactionID
110|Production|TransactionHistoryArchive|TransactionID|Production|PK_TransactionHistoryArchive_TransactionID
111|Production|UnitMeasure|UnitMeasureCode|Production|PK_UnitMeasure_UnitMeasureCode
112|Production|WorkOrder|WorkOrderID|Production|PK_WorkOrder_WorkOrderID
113|Production|WorkOrderRouting|OperationSequence|Production|PK_WorkOrderRouting_WorkOrderID_ProductID_OperationSequence
114|Production|WorkOrderRouting|ProductID|Production|PK_WorkOrderRouting_WorkOrderID_ProductID_OperationSequence
115|Production|WorkOrderRouting|WorkOrderID|Production|PK_WorkOrderRouting_WorkOrderID_ProductID_OperationSequence
116|Production|Document|rowguid|Production|UQ__Document__F73921F744672977
117|Purchasing|ProductVendor|ProductID|Purchasing|FK_ProductVendor_Product_ProductID
118|Purchasing|ProductVendor|UnitMeasureCode|Purchasing|FK_ProductVendor_UnitMeasure_UnitMeasureCode
119|Purchasing|ProductVendor|BusinessEntityID|Purchasing|FK_ProductVendor_Vendor_BusinessEntityID
120|Purchasing|PurchaseOrderDetail|ProductID|Purchasing|FK_PurchaseOrderDetail_Product_ProductID
121|Purchasing|PurchaseOrderDetail|PurchaseOrderID|Purchasing|FK_PurchaseOrderDetail_PurchaseOrderHeader_PurchaseOrderID
122|Purchasing|PurchaseOrderHeader|EmployeeID|Purchasing|FK_PurchaseOrderHeader_Employee_EmployeeID
123|Purchasing|PurchaseOrderHeader|ShipMethodID|Purchasing|FK_PurchaseOrderHeader_ShipMethod_ShipMethodID
124|Purchasing|PurchaseOrderHeader|VendorID|Purchasing|FK_PurchaseOrderHeader_Vendor_VendorID
125|Purchasing|Vendor|BusinessEntityID|Purchasing|FK_Vendor_BusinessEntity_BusinessEntityID
126|Purchasing|ProductVendor|BusinessEntityID|Purchasing|PK_ProductVendor_ProductID_BusinessEntityID
127|Purchasing|ProductVendor|ProductID|Purchasing|PK_ProductVendor_ProductID_BusinessEntityID
128|Purchasing|PurchaseOrderDetail|PurchaseOrderDetailID|Purchasing|PK_PurchaseOrderDetail_PurchaseOrderID_PurchaseOrderDetailID
129|Purchasing|PurchaseOrderDetail|PurchaseOrderID|Purchasing|PK_PurchaseOrderDetail_PurchaseOrderID_PurchaseOrderDetailID
130|Purchasing|PurchaseOrderHeader|PurchaseOrderID|Purchasing|PK_PurchaseOrderHeader_PurchaseOrderID
131|Purchasing|ShipMethod|ShipMethodID|Purchasing|PK_ShipMethod_ShipMethodID
132|Purchasing|Vendor|BusinessEntityID|Purchasing|PK_Vendor_BusinessEntityID
133|Sales|CountryRegionCurrency|CountryRegionCode|Sales|FK_CountryRegionCurrency_CountryRegion_CountryRegionCode
134|Sales|CountryRegionCurrency|CurrencyCode|Sales|FK_CountryRegionCurrency_Currency_CurrencyCode
135|Sales|CurrencyRate|FromCurrencyCode|Sales|FK_CurrencyRate_Currency_FromCurrencyCode
136|Sales|CurrencyRate|ToCurrencyCode|Sales|FK_CurrencyRate_Currency_ToCurrencyCode
137|Sales|Customer|PersonID|Sales|FK_Customer_Person_PersonID
138|Sales|Customer|TerritoryID|Sales|FK_Customer_SalesTerritory_TerritoryID
139|Sales|Customer|StoreID|Sales|FK_Customer_Store_StoreID
140|Sales|PersonCreditCard|CreditCardID|Sales|FK_PersonCreditCard_CreditCard_CreditCardID
141|Sales|PersonCreditCard|BusinessEntityID|Sales|FK_PersonCreditCard_Person_BusinessEntityID
142|Sales|SalesOrderDetail|SalesOrderID|Sales|FK_SalesOrderDetail_SalesOrderHeader_SalesOrderID
143|Sales|SalesOrderDetail|ProductID|Sales|FK_SalesOrderDetail_SpecialOfferProduct_SpecialOfferIDProductID
144|Sales|SalesOrderDetail|SpecialOfferID|Sales|FK_SalesOrderDetail_SpecialOfferProduct_SpecialOfferIDProductID
145|Sales|SalesOrderHeader|BillToAddressID|Sales|FK_SalesOrderHeader_Address_BillToAddressID
146|Sales|SalesOrderHeader|ShipToAddressID|Sales|FK_SalesOrderHeader_Address_ShipToAddressID
147|Sales|SalesOrderHeader|CreditCardID|Sales|FK_SalesOrderHeader_CreditCard_CreditCardID
148|Sales|SalesOrderHeader|CurrencyRateID|Sales|FK_SalesOrderHeader_CurrencyRate_CurrencyRateID
149|Sales|SalesOrderHeader|CustomerID|Sales|FK_SalesOrderHeader_Customer_CustomerID
150|Sales|SalesOrderHeader|SalesPersonID|Sales|FK_SalesOrderHeader_SalesPerson_SalesPersonID
151|Sales|SalesOrderHeader|TerritoryID|Sales|FK_SalesOrderHeader_SalesTerritory_TerritoryID
152|Sales|SalesOrderHeader|ShipMethodID|Sales|FK_SalesOrderHeader_ShipMethod_ShipMethodID
153|Sales|SalesOrderHeaderSalesReason|SalesOrderID|Sales|FK_SalesOrderHeaderSalesReason_SalesOrderHeader_SalesOrderID
154|Sales|SalesOrderHeaderSalesReason|SalesReasonID|Sales|FK_SalesOrderHeaderSalesReason_SalesReason_SalesReasonID
155|Sales|SalesPerson|BusinessEntityID|Sales|FK_SalesPerson_Employee_BusinessEntityID
156|Sales|SalesPerson|TerritoryID|Sales|FK_SalesPerson_SalesTerritory_TerritoryID
157|Sales|SalesPersonQuotaHistory|BusinessEntityID|Sales|FK_SalesPersonQuotaHistory_SalesPerson_BusinessEntityID
158|Sales|SalesTaxRate|StateProvinceID|Sales|FK_SalesTaxRate_StateProvince_StateProvinceID
159|Sales|SalesTerritory|CountryRegionCode|Sales|FK_SalesTerritory_CountryRegion_CountryRegionCode
160|Sales|SalesTerritoryHistory|BusinessEntityID|Sales|FK_SalesTerritoryHistory_SalesPerson_BusinessEntityID
161|Sales|SalesTerritoryHistory|TerritoryID|Sales|FK_SalesTerritoryHistory_SalesTerritory_TerritoryID
162|Sales|ShoppingCartItem|ProductID|Sales|FK_ShoppingCartItem_Product_ProductID
163|Sales|SpecialOfferProduct|ProductID|Sales|FK_SpecialOfferProduct_Product_ProductID
164|Sales|SpecialOfferProduct|SpecialOfferID|Sales|FK_SpecialOfferProduct_SpecialOffer_SpecialOfferID
165|Sales|Store|BusinessEntityID|Sales|FK_Store_BusinessEntity_BusinessEntityID
166|Sales|Store|SalesPersonID|Sales|FK_Store_SalesPerson_SalesPersonID
167|Sales|CountryRegionCurrency|CountryRegionCode|Sales|PK_CountryRegionCurrency_CountryRegionCode_CurrencyCode
168|Sales|CountryRegionCurrency|CurrencyCode|Sales|PK_CountryRegionCurrency_CountryRegionCode_CurrencyCode
169|Sales|CreditCard|CreditCardID|Sales|PK_CreditCard_CreditCardID
170|Sales|Currency|CurrencyCode|Sales|PK_Currency_CurrencyCode
171|Sales|CurrencyRate|CurrencyRateID|Sales|PK_CurrencyRate_CurrencyRateID
172|Sales|Customer|CustomerID|Sales|PK_Customer_CustomerID
173|Sales|PersonCreditCard|BusinessEntityID|Sales|PK_PersonCreditCard_BusinessEntityID_CreditCardID
174|Sales|PersonCreditCard|CreditCardID|Sales|PK_PersonCreditCard_BusinessEntityID_CreditCardID
175|Sales|SalesOrderDetail|SalesOrderDetailID|Sales|PK_SalesOrderDetail_SalesOrderID_SalesOrderDetailID
176|Sales|SalesOrderDetail|SalesOrderID|Sales|PK_SalesOrderDetail_SalesOrderID_SalesOrderDetailID
177|Sales|SalesOrderHeader|SalesOrderID|Sales|PK_SalesOrderHeader_SalesOrderID
178|Sales|SalesOrderHeaderSalesReason|SalesOrderID|Sales|PK_SalesOrderHeaderSalesReason_SalesOrderID_SalesReasonID
179|Sales|SalesOrderHeaderSalesReason|SalesReasonID|Sales|PK_SalesOrderHeaderSalesReason_SalesOrderID_SalesReasonID
180|Sales|SalesPerson|BusinessEntityID|Sales|PK_SalesPerson_BusinessEntityID
181|Sales|SalesPersonQuotaHistory|BusinessEntityID|Sales|PK_SalesPersonQuotaHistory_BusinessEntityID_QuotaDate
182|Sales|SalesPersonQuotaHistory|QuotaDate|Sales|PK_SalesPersonQuotaHistory_BusinessEntityID_QuotaDate
183|Sales|SalesReason|SalesReasonID|Sales|PK_SalesReason_SalesReasonID
184|Sales|SalesTaxRate|SalesTaxRateID|Sales|PK_SalesTaxRate_SalesTaxRateID
185|Sales|SalesTerritory|TerritoryID|Sales|PK_SalesTerritory_TerritoryID
186|Sales|SalesTerritoryHistory|BusinessEntityID|Sales|PK_SalesTerritoryHistory_BusinessEntityID_StartDate_TerritoryID
187|Sales|SalesTerritoryHistory|StartDate|Sales|PK_SalesTerritoryHistory_BusinessEntityID_StartDate_TerritoryID
188|Sales|SalesTerritoryHistory|TerritoryID|Sales|PK_SalesTerritoryHistory_BusinessEntityID_StartDate_TerritoryID
189|Sales|ShoppingCartItem|ShoppingCartItemID|Sales|PK_ShoppingCartItem_ShoppingCartItemID
190|Sales|SpecialOffer|SpecialOfferID|Sales|PK_SpecialOffer_SpecialOfferID
191|Sales|SpecialOfferProduct|ProductID|Sales|PK_SpecialOfferProduct_SpecialOfferID_ProductID
192|Sales|SpecialOfferProduct|SpecialOfferID|Sales|PK_SpecialOfferProduct_SpecialOfferID_ProductID
193|Sales|Store|BusinessEntityID|Sales|PK_Store_BusinessEntityID
194|Sales|SalesTaxRate|TaxType|Sales|CK_SalesTaxRate_TaxType
195|Sales|SalesTerritory|SalesYTD|Sales|CK_SalesTerritory_SalesYTD
196|Sales|SalesTerritory|SalesLastYear|Sales|CK_SalesTerritory_SalesLastYear
197|Sales|SalesTerritory|CostYTD|Sales|CK_SalesTerritory_CostYTD
198|Sales|SalesTerritory|CostLastYear|Sales|CK_SalesTerritory_CostLastYear
199|Production|Product|SafetyStockLevel|Production|CK_Product_SafetyStockLevel
200|Production|Product|ReorderPoint|Production|CK_Product_ReorderPoint
201|Production|Product|StandardCost|Production|CK_Product_StandardCost
202|Production|Product|ListPrice|Production|CK_Product_ListPrice
203|Production|Product|Weight|Production|CK_Product_Weight
204|Production|Product|DaysToManufacture|Production|CK_Product_DaysToManufacture
205|Production|Product|ProductLine|Production|CK_Product_ProductLine
206|Production|Product|Class|Production|CK_Product_Class
207|Production|Product|Style|Production|CK_Product_Style
208|Production|Product|SellStartDate|Production|CK_Product_SellEndDate
209|Production|Product|SellEndDate|Production|CK_Product_SellEndDate
210|Sales|SalesTerritoryHistory|StartDate|Sales|CK_SalesTerritoryHistory_EndDate
211|Sales|SalesTerritoryHistory|EndDate|Sales|CK_SalesTerritoryHistory_EndDate
212|Purchasing|ShipMethod|ShipBase|Purchasing|CK_ShipMethod_ShipBase
213|Purchasing|ShipMethod|ShipRate|Purchasing|CK_ShipMethod_ShipRate
214|Production|ProductCostHistory|StartDate|Production|CK_ProductCostHistory_EndDate
215|Production|ProductCostHistory|EndDate|Production|CK_ProductCostHistory_EndDate
216|Production|ProductCostHistory|StandardCost|Production|CK_ProductCostHistory_StandardCost
217|Sales|ShoppingCartItem|Quantity|Sales|CK_ShoppingCartItem_Quantity
218|Production|ProductInventory|Shelf|Production|CK_ProductInventory_Shelf
219|Production|ProductInventory|Bin|Production|CK_ProductInventory_Bin
220|Sales|SpecialOffer|DiscountPct|Sales|CK_SpecialOffer_DiscountPct
221|Sales|SpecialOffer|StartDate|Sales|CK_SpecialOffer_EndDate
222|Sales|SpecialOffer|EndDate|Sales|CK_SpecialOffer_EndDate
223|Sales|SpecialOffer|MinQty|Sales|CK_SpecialOffer_MinQty
224|Sales|SpecialOffer|MaxQty|Sales|CK_SpecialOffer_MaxQty
225|Production|ProductListPriceHistory|StartDate|Production|CK_ProductListPriceHistory_EndDate
226|Production|ProductListPriceHistory|EndDate|Production|CK_ProductListPriceHistory_EndDate
227|Production|ProductListPriceHistory|ListPrice|Production|CK_ProductListPriceHistory_ListPrice
228|Production|BillOfMaterials|ProductAssemblyID|Production|CK_BillOfMaterials_ProductAssemblyID
229|Production|BillOfMaterials|ProductAssemblyID|Production|CK_BillOfMaterials_BOMLevel
230|Production|BillOfMaterials|ComponentID|Production|CK_BillOfMaterials_ProductAssemblyID
231|Production|BillOfMaterials|StartDate|Production|CK_BillOfMaterials_EndDate
232|Production|BillOfMaterials|EndDate|Production|CK_BillOfMaterials_EndDate
233|Production|BillOfMaterials|BOMLevel|Production|CK_BillOfMaterials_BOMLevel
234|Production|BillOfMaterials|PerAssemblyQty|Production|CK_BillOfMaterials_BOMLevel
235|Production|BillOfMaterials|PerAssemblyQty|Production|CK_BillOfMaterials_PerAssemblyQty
236|Production|TransactionHistory|TransactionType|Production|CK_TransactionHistory_TransactionType
237|Production|ProductReview|Rating|Production|CK_ProductReview_Rating
238|Production|TransactionHistoryArchive|TransactionType|Production|CK_TransactionHistoryArchive_TransactionType
239|Purchasing|ProductVendor|AverageLeadTime|Purchasing|CK_ProductVendor_AverageLeadTime
240|Purchasing|ProductVendor|StandardPrice|Purchasing|CK_ProductVendor_StandardPrice
241|Purchasing|ProductVendor|LastReceiptCost|Purchasing|CK_ProductVendor_LastReceiptCost
242|Purchasing|ProductVendor|MinOrderQty|Purchasing|CK_ProductVendor_MinOrderQty
243|Purchasing|ProductVendor|MaxOrderQty|Purchasing|CK_ProductVendor_MaxOrderQty
244|Purchasing|ProductVendor|OnOrderQty|Purchasing|CK_ProductVendor_OnOrderQty
245|Purchasing|Vendor|CreditRating|Purchasing|CK_Vendor_CreditRating
246|Production|WorkOrder|OrderQty|Production|CK_WorkOrder_OrderQty
247|Production|WorkOrder|ScrappedQty|Production|CK_WorkOrder_ScrappedQty
248|Production|WorkOrder|StartDate|Production|CK_WorkOrder_EndDate
249|Production|WorkOrder|EndDate|Production|CK_WorkOrder_EndDate
250|Purchasing|PurchaseOrderDetail|OrderQty|Purchasing|CK_PurchaseOrderDetail_OrderQty
251|Purchasing|PurchaseOrderDetail|UnitPrice|Purchasing|CK_PurchaseOrderDetail_UnitPrice
252|Purchasing|PurchaseOrderDetail|ReceivedQty|Purchasing|CK_PurchaseOrderDetail_ReceivedQty
253|Purchasing|PurchaseOrderDetail|RejectedQty|Purchasing|CK_PurchaseOrderDetail_RejectedQty
254|Production|WorkOrderRouting|ScheduledStartDate|Production|CK_WorkOrderRouting_ScheduledEndDate
255|Production|WorkOrderRouting|ScheduledEndDate|Production|CK_WorkOrderRouting_ScheduledEndDate
256|Production|WorkOrderRouting|ActualStartDate|Production|CK_WorkOrderRouting_ActualEndDate
257|Production|WorkOrderRouting|ActualEndDate|Production|CK_WorkOrderRouting_ActualEndDate
258|Production|WorkOrderRouting|ActualResourceHrs|Production|CK_WorkOrderRouting_ActualResourceHrs
259|Production|WorkOrderRouting|PlannedCost|Production|CK_WorkOrderRouting_PlannedCost
260|Production|WorkOrderRouting|ActualCost|Production|CK_WorkOrderRouting_ActualCost
261|Purchasing|PurchaseOrderHeader|Status|Purchasing|CK_PurchaseOrderHeader_Status
262|Purchasing|PurchaseOrderHeader|OrderDate|Purchasing|CK_PurchaseOrderHeader_ShipDate
263|Purchasing|PurchaseOrderHeader|ShipDate|Purchasing|CK_PurchaseOrderHeader_ShipDate
264|Purchasing|PurchaseOrderHeader|SubTotal|Purchasing|CK_PurchaseOrderHeader_SubTotal
265|Purchasing|PurchaseOrderHeader|TaxAmt|Purchasing|CK_PurchaseOrderHeader_TaxAmt
266|Purchasing|PurchaseOrderHeader|Freight|Purchasing|CK_PurchaseOrderHeader_Freight
267|Production|Document|Status|Production|CK_Document_Status
268|Sales|SalesOrderDetail|OrderQty|Sales|CK_SalesOrderDetail_OrderQty
269|Sales|SalesOrderDetail|UnitPrice|Sales|CK_SalesOrderDetail_UnitPrice
270|Sales|SalesOrderDetail|UnitPriceDiscount|Sales|CK_SalesOrderDetail_UnitPriceDiscount
271|HumanResources|Employee|BirthDate|HumanResources|CK_Employee_BirthDate
272|HumanResources|Employee|MaritalStatus|HumanResources|CK_Employee_MaritalStatus
273|HumanResources|Employee|Gender|HumanResources|CK_Employee_Gender
274|HumanResources|Employee|HireDate|HumanResources|CK_Employee_HireDate
275|HumanResources|Employee|VacationHours|HumanResources|CK_Employee_VacationHours
276|HumanResources|Employee|SickLeaveHours|HumanResources|CK_Employee_SickLeaveHours
277|Sales|SalesOrderHeader|OrderDate|Sales|CK_SalesOrderHeader_DueDate
278|Sales|SalesOrderHeader|OrderDate|Sales|CK_SalesOrderHeader_ShipDate
279|Sales|SalesOrderHeader|DueDate|Sales|CK_SalesOrderHeader_DueDate
280|Sales|SalesOrderHeader|ShipDate|Sales|CK_SalesOrderHeader_ShipDate
281|Sales|SalesOrderHeader|Status|Sales|CK_SalesOrderHeader_Status
282|Sales|SalesOrderHeader|SubTotal|Sales|CK_SalesOrderHeader_SubTotal
283|Sales|SalesOrderHeader|TaxAmt|Sales|CK_SalesOrderHeader_TaxAmt
284|Sales|SalesOrderHeader|Freight|Sales|CK_SalesOrderHeader_Freight
285|HumanResources|EmployeeDepartmentHistory|StartDate|HumanResources|CK_EmployeeDepartmentHistory_EndDate
